geolon(deg),geolat(deg),orbit,trigger_time,t50(ms),t50_err(ms),t50+/-err(ms),satellite_altitude(km),ml_counts,ml_counts_err,ml_counts+/-err,tgf_name,eventtype,normalised_duration,source,ra,dec,start_time_obs,end_time_obs,reliability,geo_long,geo_lat
131.56,0.58,48681.0,1474138231.0,0.023,0.005,2.300e-2+/-5.000e-3,473.84,11.0,3.31,11.00+/-3.31,160917.20503,0.0,0.046,agile,,,,,,,
17.85,-0.93,48704.0,1474293359.0,0.213,0.035,2.130e-1+/-3.500e-2,476.81,22.96,4.797,22.96+/-4.797,160919.15555,0.0,0.426,agile,,,,,,,
29.37,-2.15,48705.0,1474299593.0,0.026,0.005,2.600e-2+/-5.000e-3,482.32,13.98,3.736,13.98+/-3.736,160919.17395,0.0,0.052,agile,,,,,,,
12.53,0.71,48712.0,1474335555.0,0.074,0.014,7.400e-2+/-1.400e-2,478.93,13.98,3.734,13.98+/-3.734,160920.03391,0.0,0.148,agile,,,,,,,
19.81,-1.97,48748.0,1474553111.0,0.109,0.014,1.090e-1+/-1.400e-2,474.24,31.9,5.644,31.9+/-5.644,160922.16051,0.0,0.218,agile,,,,,,,
18.32,-2.42,48750.0,1474559126.0,0.038,0.007,3.800e-2+/-7.000e-3,477.87,13.99,3.735,13.99+/-3.735,160922.17452,0.0,0.076,agile,,,,,,,
18.67,-2.42,48750.0,1474559132.0,0.039,0.007,3.900e-2+/-7.000e-3,477.93,15.0,3.868,15.00+/-3.868,160922.17453,0.0,0.078,agile,,,,,,,
137.28,-1.91,48757.0,1474609441.0,0.038,0.007,3.800e-2+/-7.000e-3,472.43,12.98,3.596,12.98+/-3.596,160923.0744,0.0,0.076,agile,,,,,,,
31.96,-1.62,48760.0,1474631835.0,0.054,0.011,5.400e-2+/-1.100e-2,470.66,12.0,3.457,12.00+/-3.457,160923.13571,0.0,0.108,agile,,,,,,,
119.09,1.29,48764.0,1474651419.0,0.042,0.008,4.200e-2+/-8.000e-3,484.24,13.99,3.735,13.99+/-3.735,160923.19233,0.0,0.084,agile,,,,,,,
129.92,-2.32,48772.0,1474699917.0,0.077,0.015,7.700e-2+/-1.500e-2,472.81,13.98,3.734,13.98+/-3.734,160924.08515,0.0,0.154,agile,,,,,,,
20.84,-2.37,48777.0,1474734325.0,0.456,0.072,4.560e-1+/-7.200e-2,477.68,19.98,4.459,19.98+/-4.459,160924.18252,1.0,0.912,agile,,,,,,,
24.83,-1.69,48778.0,1474740432.0,0.143,0.026,1.430e-1+/-2.600e-2,481.93,16.0,3.993,16.00+/-3.993,160924.20071,0.0,0.286,agile,,,,,,,
18.73,0.98,48787.0,1474788653.0,0.088,0.017,8.800e-2+/-1.700e-2,470.27,12.94,3.597,12.94+/-3.597,160925.09305,0.0,0.176,agile,,,,,,,
20.54,-0.85,48808.0,1474915517.0,0.074,0.02,7.400e-2+/-2.000e-2,480.61,9.6,3.158,9.6+/-3.158,160926.20451,2.0,0.148,agile,,,,,,,
20.54,-0.85,48808.0,1474915517.0,0.026,0.008,2.600e-2+/-8.000e-3,480.61,5.87,2.449,5.87+/-2.449,160926.20451,3.0,0.052,agile,,,,,,,
20.54,-0.85,48808.0,1474915517.0,0.097,0.028,9.700e-2+/-2.800e-2,480.61,6.01,2.45,6.01+/-2.45,160926.20451,3.0,0.194,agile,,,,,,,
20.54,-0.85,48808.0,1474915517.0,0.076,0.027,7.600e-2+/-2.700e-2,480.61,4.01,2.002,4.01+/-2.002,160926.20451,3.0,0.152,agile,,,,,,,
19.7,0.21,48809.0,1474921543.0,0.045,0.008,4.500e-2+/-8.000e-3,483.55,15.99,3.994,15.99+/-3.994,160926.22254,0.0,0.09,agile,,,,,,,
141.96,-2.13,48813.0,1474947755.0,0.17,0.017,1.700e-1+/-1.700e-2,467.89,50.93,7.117,50.93+/-7.117,160927.05423,0.0,0.34,agile,,,,,,,
-77.97,2.37,48830.0,1475052784.0,0.055,0.009,5.500e-2+/-9.000e-3,483.8,15.95,3.992,15.95+/-3.992,160928.1053,0.0,0.11,agile,,,,,,,
135.45,-2.39,48843.0,1475128839.0,0.115,0.023,1.150e-1+/-2.300e-2,468.37,12.94,3.601,12.94+/-3.601,160929.08003,0.0,0.23,agile,,,,,,,
-76.0,2.33,48845.0,1475137373.0,0.236,0.055,2.360e-1+/-5.500e-2,484.8,10.89,3.315,10.89+/-3.315,160929.10225,0.0,0.472,agile,,,,,,,
23.81,0.54,48871.0,1475296081.0,0.252,0.059,2.520e-1+/-5.900e-2,481.84,14.56,3.898,14.56+/-3.898,161001.0628,0.0,0.504,agile,,,,,,,
152.46,-2.02,48871.0,1475298237.0,0.049,0.009,4.900e-2+/-9.000e-3,467.77,14.99,3.865,14.99+/-3.865,161001.07035,0.0,0.098,agile,,,,,,,
142.66,-2.22,48899.0,1475467185.0,0.44,0.049,4.400e-1+/-4.900e-2,468.45,49.6,7.056,49.6+/-7.056,161003.05594,0.0,0.88,agile,,,,,,,
28.44,-2.08,48904.0,1475495467.0,0.194,0.034,1.940e-1+/-3.400e-2,468.33,16.89,4.116,16.89+/-4.116,161003.1351,0.0,0.388,agile,,,,,,,
29.53,-2.05,48904.0,1475495485.0,0.081,0.012,8.100e-2+/-1.200e-2,468.25,25.86,5.09,25.86+/-5.09,161003.13512,0.0,0.162,agile,,,,,,,
27.66,-2.08,48918.0,1475580009.0,0.332,0.062,3.320e-1+/-6.200e-2,469.62,15.92,3.995,15.92+/-3.995,161004.132,0.0,0.664,agile,,,,,,,
105.95,2.4,48921.0,1475599437.0,0.066,0.014,6.600e-2+/-1.400e-2,480.69,11.99,3.458,11.99+/-3.458,161004.18435,0.0,0.132,agile,,,,,,,
113.58,-0.66,48930.0,1475653924.0,0.085,0.012,8.500e-2+/-1.200e-2,467.44,24.93,4.984,24.93+/-4.984,161005.0952,0.0,0.17,agile,,,,,,,
-77.56,-0.61,48937.0,1475699028.0,0.053,0.009,5.300e-2+/-9.000e-3,467.7,17.98,4.234,17.98+/-4.234,161005.22234,0.0,0.106,agile,,,,,,,
113.22,-0.64,48944.0,1475738473.0,0.188,0.038,1.880e-1+/-3.800e-2,468.18,12.89,3.599,12.89+/-3.599,161006.09211,0.0,0.376,agile,,,,,,,
-66.68,1.9,48953.0,1475795849.0,0.1,0.02,1.000e-1+/-2.000e-2,468.09,12.94,3.6,12.94+/-3.60,161007.01172,0.0,0.2,agile,,,,,,,
-68.35,2.39,48954.0,1475801860.0,0.138,0.02,1.380e-1+/-2.000e-2,470.87,21.98,4.683,21.98+/-4.683,161007.02574,0.0,0.276,agile,,,,,,,
-66.01,2.41,48954.0,1475801899.0,0.158,0.019,1.580e-1+/-1.900e-2,471.18,35.91,5.985,35.91+/-5.985,161007.02581,0.0,0.316,agile,,,,,,,
17.09,-0.6,48962.0,1475845573.0,0.287,0.058,2.870e-1+/-5.800e-2,470.19,11.99,3.456,11.99+/-3.456,161007.15061,0.0,0.574,agile,,,,,,,
16.41,-2.26,48973.0,1475918037.0,0.148,0.017,1.480e-1+/-1.700e-2,479.59,35.96,5.984,35.96+/-5.984,161008.11135,0.0,0.296,agile,,,,,,,
16.49,-2.25,48973.0,1475918038.0,0.043,0.009,4.300e-2+/-9.000e-3,479.58,11.01,3.314,11.01+/-3.314,161008.11135,0.0,0.086,agile,,,,,,,
141.26,2.31,48974.0,1475920128.0,0.047,0.008,4.700e-2+/-8.000e-3,468.3,14.97,3.86,14.97+/-3.86,161008.11484,0.0,0.094,agile,,,,,,,
114.84,2.2,48977.0,1475937801.0,0.057,0.011,5.700e-2+/-1.100e-2,473.33,12.98,3.597,12.98+/-3.597,161008.16432,0.0,0.114,agile,,,,,,,
-55.54,2.23,48981.0,1475965143.0,0.036,0.007,3.600e-2+/-7.000e-3,467.68,13.98,3.733,13.98+/-3.733,161009.0019,0.0,0.072,agile,,,,,,,
-66.05,2.41,48984.0,1475977044.0,0.04,0.009,4.000e-2+/-9.000e-3,470.61,9.97,3.16,9.97+/-3.16,161009.03372,0.0,0.08,agile,,,,,,,
-65.44,1.89,48985.0,1475983093.0,0.093,0.012,9.300e-2+/-1.200e-2,474.07,26.94,5.183,26.94+/-5.183,161009.05181,0.0,0.186,agile,,,,,,,
14.95,-2.2,48986.0,1475990484.0,0.251,0.049,2.510e-1+/-4.900e-2,485.48,17.6,4.242,17.6+/-4.242,161009.07212,0.0,0.502,agile,,,,,,,
13.23,0.41,48992.0,1476020655.0,0.12,0.026,1.200e-1+/-2.600e-2,471.12,12.06,3.601,12.06+/-3.601,161009.15441,3.0,0.24,agile,,,,,,,
13.23,0.41,48992.0,1476020655.0,0.19,0.03,1.900e-1+/-3.000e-2,471.12,29.08,5.475,29.08+/-5.475,161009.15441,2.0,0.38,agile,,,,,,,
13.23,0.41,48992.0,1476020655.0,0.188,0.054,1.880e-1+/-5.400e-2,471.12,6.0,2.446,6.00+/-2.446,161009.15441,3.0,0.376,agile,,,,,,,
13.23,0.41,48992.0,1476020655.0,0.086,0.031,8.600e-2+/-3.100e-2,471.12,3.98,1.997,3.98+/-1.997,161009.15441,3.0,0.172,agile,,,,,,,
-65.21,2.44,48996.0,1476055573.0,0.182,0.04,1.820e-1+/-4.000e-2,467.69,10.67,3.306,10.67+/-3.306,161010.01261,1.0,0.364,agile,,,,,,,
-67.09,2.41,48998.0,1476061580.0,0.182,0.026,1.820e-1+/-2.600e-2,468.98,37.57,6.159,37.57+/-6.159,161010.03062,0.0,0.364,agile,,,,,,,
18.53,-2.18,49002.0,1476087177.0,0.045,0.009,4.500e-2+/-9.000e-3,483.0,9.96,3.155,9.96+/-3.155,161010.10125,0.0,0.09,agile,,,,,,,
12.9,2.18,49006.0,1476117280.0,0.065,0.015,6.500e-2+/-1.500e-2,467.99,9.97,3.156,9.97+/-3.156,161010.18344,0.0,0.13,agile,,,,,,,
17.39,1.64,49019.0,1476195869.0,0.108,0.023,1.080e-1+/-2.300e-2,471.05,11.94,3.458,11.94+/-3.458,161011.16242,0.0,0.216,agile,,,,,,,
14.61,1.57,49034.0,1476280374.0,0.181,0.019,1.810e-1+/-1.900e-2,473.38,47.89,6.908,47.89+/-6.908,161012.15525,0.0,0.362,agile,,,,,,,
112.35,-0.67,49036.0,1476294087.0,0.027,0.005,2.700e-2+/-5.000e-3,475.4,11.98,3.457,11.98+/-3.457,161012.19412,0.0,0.054,agile,,,,,,,
-60.95,2.48,49040.0,1476309302.0,0.027,0.005,2.700e-2+/-5.000e-3,468.46,12.01,3.461,12.01+/-3.461,161012.2355,0.0,0.054,agile,,,,,,,
97.18,2.42,49046.0,1476354231.0,0.039,0.008,3.900e-2+/-8.000e-3,470.16,12.98,3.597,12.98+/-3.597,161013.12235,0.0,0.078,agile,,,,,,,
10.73,2.48,49049.0,1476376937.0,0.097,0.02,9.700e-2+/-2.000e-2,469.48,12.93,3.598,12.93+/-3.598,161013.18421,0.0,0.194,agile,,,,,,,
-70.37,1.11,49050.0,1476381617.0,0.371,0.053,3.710e-1+/-5.300e-2,478.15,24.99,4.988,24.99+/-4.988,161013.20001,0.0,0.742,agile,,,,,,,
-65.77,2.09,49051.0,1476387734.0,0.117,0.027,1.170e-1+/-2.700e-2,473.59,10.0,3.157,10.00+/-3.157,161013.21421,0.0,0.234,agile,,,,,,,
-68.91,2.44,49053.0,1476393720.0,0.188,0.032,1.880e-1+/-3.200e-2,470.69,16.0,3.993,16.00+/-3.993,161013.2322,0.0,0.376,agile,,,,,,,
-65.23,2.47,49053.0,1476393782.0,0.089,0.019,8.900e-2+/-1.900e-2,470.23,10.95,3.31,10.95+/-3.31,161013.2323,0.0,0.178,agile,,,,,,,
-61.94,2.48,49053.0,1476393837.0,0.036,0.008,3.600e-2+/-8.000e-3,469.84,11.99,3.459,11.99+/-3.459,161013.23235,0.0,0.072,agile,,,,,,,
26.77,1.18,49062.0,1476443640.0,0.213,0.022,2.130e-1+/-2.200e-2,479.64,54.77,7.39,54.77+/-7.39,161014.1314,0.0,0.426,agile,,,,,,,
99.06,-1.2,49066.0,1476469005.0,0.214,0.031,2.140e-1+/-3.100e-2,472.48,23.95,4.889,23.95+/-4.889,161014.20164,0.0,0.428,agile,,,,,,,
-70.47,1.0,49070.0,1476496359.0,0.08,0.012,8.000e-2+/-1.200e-2,467.36,19.98,4.462,19.98+/-4.462,161015.03523,0.0,0.16,agile,,,,,,,
-124.67,0.2,49072.0,1476513567.0,0.061,0.008,6.100e-2+/-8.000e-3,468.0,25.81,5.085,25.81+/-5.085,161015.08392,3.0,0.122,agile,,,,,,,
-124.67,0.2,49072.0,1476513567.0,0.159,0.017,1.590e-1+/-1.700e-2,468.0,44.0,6.614,44.00+/-6.614,161015.08392,2.0,0.318,agile,,,,,,,
-124.67,0.2,49072.0,1476513567.0,0.117,0.014,1.170e-1+/-1.400e-2,468.0,41.54,6.461,41.54+/-6.461,161015.08392,3.0,0.234,agile,,,,,,,
-124.67,0.2,49072.0,1476513567.0,0.384,0.027,3.840e-1+/-2.700e-2,468.0,99.01,57.165,99.01+/-57.165,161015.08392,3.0,0.768,agile,,,,,,,
-124.67,0.2,49072.0,1476513567.0,0.297,0.044,2.970e-1+/-4.400e-2,468.0,25.78,5.092,25.78+/-5.092,161015.08392,3.0,0.594,agile,,,,,,,
-65.53,0.33,49077.0,1476544758.0,0.267,0.043,2.670e-1+/-4.300e-2,484.13,22.74,4.789,22.74+/-4.789,161015.17191,0.0,0.534,agile,,,,,,,
30.02,2.47,49090.0,1476624872.0,0.062,0.012,6.200e-2+/-1.200e-2,475.95,14.0,3.735,14.00+/-3.735,161016.15343,0.0,0.124,agile,,,,,,,
15.59,2.46,49119.0,1476799766.0,0.049,0.009,4.900e-2+/-9.000e-3,478.86,11.99,3.455,11.99+/-3.455,161018.16092,0.0,0.098,agile,,,,,,,
-104.39,-2.36,49130.0,1476864181.0,0.05,0.011,5.000e-2+/-1.100e-2,468.96,9.96,3.156,9.96+/-3.156,161019.1003,0.0,0.1,agile,,,,,,,
23.26,-0.15,49136.0,1476902560.0,0.093,0.012,9.300e-2+/-1.200e-2,469.16,31.95,5.646,31.95+/-5.646,161019.20424,0.0,0.186,agile,,,,,,,
-71.33,2.35,49152.0,1476991560.0,0.12,0.026,1.200e-1+/-2.600e-2,482.05,10.98,3.311,10.98+/-3.311,161020.2126,0.0,0.24,agile,,,,,,,
126.47,-2.24,49163.0,1477061307.0,0.03,0.005,3.000e-2+/-5.000e-3,467.18,14.96,3.861,14.96+/-3.861,161021.16482,0.0,0.06,agile,,,,,,,
143.14,1.28,49169.0,1477091780.0,0.066,0.015,6.600e-2+/-1.500e-2,482.62,12.36,3.599,12.36+/-3.599,161022.01162,0.0,0.132,agile,,,,,,,
139.76,-0.09,49174.0,1477127963.0,0.039,0.008,3.900e-2+/-8.000e-3,474.67,11.89,3.459,11.89+/-3.459,161022.11192,0.0,0.078,agile,,,,,,,
-73.0,2.46,49178.0,1477154586.0,0.023,0.004,2.300e-2+/-4.000e-3,485.35,11.99,3.456,11.99+/-3.456,161022.1843,0.0,0.046,agile,,,,,,,
-72.32,0.81,49182.0,1477172717.0,0.027,0.005,2.700e-2+/-5.000e-3,479.28,12.98,3.595,12.98+/-3.595,161022.23451,0.0,0.054,agile,,,,,,,
-68.42,-0.47,49183.0,1477178822.0,0.136,0.04,1.360e-1+/-4.000e-2,474.68,8.73,3.162,8.73+/-3.162,161023.0127,0.0,0.272,agile,,,,,,,
-74.46,2.46,49192.0,1477239108.0,0.055,0.009,5.500e-2+/-9.000e-3,484.76,15.97,3.99,15.97+/-3.99,161023.18114,0.0,0.11,agile,,,,,,,
-59.52,2.45,49192.0,1477239359.0,0.028,0.005,2.800e-2+/-5.000e-3,485.31,11.98,3.456,11.98+/-3.456,161023.18155,0.0,0.056,agile,,,,,,,
113.1,1.04,49202.0,1477296609.0,0.062,0.014,6.200e-2+/-1.400e-2,482.9,11.94,3.457,11.94+/-3.457,161024.101,0.0,0.124,agile,,,,,,,
142.85,-2.12,49205.0,1477309187.0,0.074,0.014,7.400e-2+/-1.400e-2,471.14,14.98,3.865,14.98+/-3.865,161024.13394,0.0,0.148,agile,,,,,,,
22.4,1.74,49205.0,1477313203.0,0.156,0.027,1.560e-1+/-2.700e-2,484.78,16.97,4.114,16.97+/-4.114,161024.14464,0.0,0.312,agile,,,,,,,
5.11,2.18,49232.0,1477482004.0,0.126,0.028,1.260e-1+/-2.800e-2,484.21,9.88,3.151,9.88+/-3.151,161026.134,0.0,0.252,agile,,,,,,,
-68.98,2.2,49249.0,1477583423.0,0.031,0.005,3.100e-2+/-5.000e-3,482.35,12.98,3.597,12.98+/-3.597,161027.17502,0.0,0.062,agile,,,,,,,
-68.95,2.2,49249.0,1477583424.0,0.066,0.011,6.600e-2+/-1.100e-2,482.35,18.01,4.235,18.01+/-4.235,161027.17502,0.0,0.132,agile,,,,,,,
13.36,-2.42,49251.0,1477596888.0,0.152,0.027,1.520e-1+/-2.700e-2,476.04,16.86,4.113,16.86+/-4.113,161027.21344,0.0,0.304,agile,,,,,,,
11.11,-1.16,49255.0,1477614965.0,0.065,0.009,6.500e-2+/-9.000e-3,467.51,24.01,4.89,24.01+/-4.89,161028.0236,0.0,0.13,agile,,,,,,,
-75.39,-1.7,49257.0,1477631631.0,0.09,0.014,9.000e-2+/-1.400e-2,468.81,23.97,4.887,23.97+/-4.887,161028.07135,0.0,0.18,agile,,,,,,,
12.43,1.95,49260.0,1477651218.0,0.031,0.007,3.100e-2+/-7.000e-3,482.15,9.97,3.157,9.97+/-3.157,161028.12401,0.0,0.062,agile,,,,,,,
115.22,-0.36,49287.0,1477813556.0,0.026,0.005,2.600e-2+/-5.000e-3,484.77,12.01,3.46,12.01+/-3.46,161030.08455,0.0,0.052,agile,,,,,,,
127.95,2.02,49298.0,1477880195.0,0.045,0.007,4.500e-2+/-7.000e-3,475.87,17.98,4.233,17.98+/-4.233,161031.03163,0.0,0.09,agile,,,,,,,
109.32,-0.13,49301.0,1477898001.0,0.024,0.005,2.400e-2+/-5.000e-3,483.31,11.97,3.454,11.97+/-3.454,161031.08132,0.0,0.048,agile,,,,,,,
118.57,-0.54,49307.0,1477934393.0,0.101,0.019,1.010e-1+/-1.900e-2,471.32,15.0,3.865,15.00+/-3.865,161031.18195,0.0,0.202,agile,,,,,,,
6.81,2.38,49315.0,1477980826.0,0.29,0.032,2.900e-1+/-3.200e-2,467.5,41.0,6.385,41.00+/-6.385,161101.07134,0.0,0.58,agile,,,,,,,
-14.7,2.42,49316.0,1477992542.0,0.3,0.066,3.000e-1+/-6.600e-2,469.71,10.85,3.314,10.85+/-3.314,161101.1029,0.0,0.6,agile,,,,,,,
10.9,-1.98,49321.0,1478017129.0,0.212,0.042,2.120e-1+/-4.200e-2,485.05,13.01,3.6,13.01+/-3.60,161101.17184,0.0,0.424,agile,,,,,,,
102.93,-1.18,49321.0,1478018674.0,0.063,0.012,6.300e-2+/-1.200e-2,476.02,15.86,3.993,15.86+/-3.993,161101.17443,0.0,0.126,agile,,,,,,,
116.12,-0.51,49329.0,1478067202.0,0.204,0.028,2.040e-1+/-2.800e-2,480.73,24.91,4.989,24.91+/-4.989,161102.07132,0.0,0.408,agile,,,,,,,
27.66,-0.86,49333.0,1478089874.0,0.185,0.026,1.850e-1+/-2.600e-2,481.31,24.91,4.986,24.91+/-4.986,161102.13311,0.0,0.37,agile,,,,,,,
26.21,-1.74,49334.0,1478095890.0,0.151,0.016,1.510e-1+/-1.600e-2,483.8,45.71,6.758,45.71+/-6.758,161102.15113,0.0,0.302,agile,,,,,,,
30.09,-1.86,49334.0,1478095955.0,0.402,0.073,4.020e-1+/-7.300e-2,484.12,14.99,3.864,14.99+/-3.864,161102.15123,0.0,0.804,agile,,,,,,,
100.54,-2.06,49334.0,1478097139.0,0.051,0.011,5.100e-2+/-1.100e-2,482.07,10.97,3.31,10.97+/-3.31,161102.15321,0.0,0.102,agile,,,,,,,
47.32,2.17,49342.0,1478150592.0,0.496,0.097,4.960e-1+/-9.700e-2,468.46,13.0,3.599,13.00+/-3.599,161103.06231,0.0,0.992,agile,,,,,,,
-13.97,1.86,49359.0,1478252224.0,0.035,0.008,3.500e-2+/-8.000e-3,467.98,9.99,3.157,9.99+/-3.157,161104.1037,0.0,0.07,agile,,,,,,,
122.04,-2.38,49387.0,1478417552.0,0.371,0.072,3.710e-1+/-7.200e-2,480.49,39.69,6.684,39.69+/-6.684,161106.08323,0.0,0.742,agile,,,,,,,
112.72,0.52,49392.0,1478447594.0,0.063,0.011,6.300e-2+/-1.100e-2,481.33,18.96,4.35,18.96+/-4.35,161106.16531,0.0,0.126,agile,,,,,,,
24.36,-2.08,49393.0,1478452147.0,0.101,0.019,1.010e-1+/-1.900e-2,484.64,13.97,3.734,13.97+/-3.734,161106.1809,0.0,0.202,agile,,,,,,,
111.15,2.19,49394.0,1478459646.0,0.031,0.007,3.100e-2+/-7.000e-3,474.22,10.97,3.309,10.97+/-3.309,161106.2014,0.0,0.062,agile,,,,,,,
98.64,2.44,49396.0,1478471512.0,0.026,0.005,2.600e-2+/-5.000e-3,469.38,9.96,3.159,9.96+/-3.159,161106.23315,0.0,0.052,agile,,,,,,,
104.92,-1.23,49400.0,1478495769.0,0.603,0.077,6.030e-1+/-7.700e-2,471.85,42.98,6.636,42.98+/-6.636,161107.0616,1.0,1.206,agile,,,,,,,
107.76,-1.38,49414.0,1478580359.0,0.053,0.009,5.300e-2+/-9.000e-3,470.26,15.97,3.992,15.97+/-3.992,161108.05455,0.0,0.106,agile,,,,,,,
115.23,-2.17,49417.0,1478598600.0,0.143,0.022,1.430e-1+/-2.200e-2,482.16,25.94,5.09,25.94+/-5.09,161108.105,0.0,0.286,agile,,,,,,,
100.53,1.92,49425.0,1478646667.0,0.038,0.007,3.800e-2+/-7.000e-3,469.59,15.98,3.989,15.98+/-3.989,161109.0011,0.0,0.076,agile,,,,,,,
122.17,-1.98,49431.0,1478683258.0,0.094,0.012,9.400e-2+/-1.200e-2,481.29,28.98,5.373,28.98+/-5.373,161109.10205,0.0,0.188,agile,,,,,,,
-70.18,0.06,49433.0,1478698151.0,0.247,0.081,2.470e-1+/-8.100e-2,466.92,8.47,3.203,8.47+/-3.203,161109.14291,0.0,0.494,agile,,,,,,,
-12.98,2.31,49442.0,1478753460.0,0.032,0.007,3.200e-2+/-7.000e-3,474.7,11.98,3.452,11.98+/-3.452,161110.0551,0.0,0.064,agile,,,,,,,
121.05,-2.44,49444.0,1478761743.0,0.088,0.016,8.800e-2+/-1.600e-2,475.29,16.88,4.121,16.88+/-4.121,161110.0809,1.0,0.176,agile,,,,,,,
-77.29,-1.38,49454.0,1478818802.0,0.053,0.011,5.300e-2+/-1.100e-2,480.55,12.0,3.458,12.00+/-3.458,161111.0,0.0,0.106,agile,,,,,,,
-68.27,1.15,49456.0,1478831034.0,0.063,0.012,6.300e-2+/-1.200e-2,484.99,13.0,3.602,13.00+/-3.602,161111.03235,0.0,0.126,agile,,,,,,,
5.38,0.18,49466.0,1478892654.0,0.031,0.007,3.100e-2+/-7.000e-3,483.3,11.98,3.459,11.98+/-3.459,161111.20305,0.0,0.062,agile,,,,,,,
102.05,-0.86,49475.0,1478948622.0,0.034,0.007,3.400e-2+/-7.000e-3,479.08,11.99,3.458,11.99+/-3.458,161112.12034,0.0,0.068,agile,,,,,,,
26.16,1.99,49482.0,1478983584.0,0.019,0.004,1.900e-2+/-4.000e-3,484.92,10.99,3.31,10.99+/-3.31,161112.21462,0.0,0.038,agile,,,,,,,
99.38,2.04,49494.0,1479051237.0,0.046,0.009,4.600e-2+/-9.000e-3,484.73,13.99,3.733,13.99+/-3.733,161113.16335,0.0,0.092,agile,,,,,,,
-63.57,1.43,49498.0,1479084734.0,0.082,0.011,8.200e-2+/-1.100e-2,482.94,25.92,5.087,25.92+/-5.087,161114.01521,0.0,0.164,agile,,,,,,,
-64.7,2.14,49499.0,1479090754.0,0.12,0.014,1.200e-1+/-1.400e-2,484.61,36.92,6.064,36.92+/-6.064,161114.03323,0.0,0.24,agile,,,,,,,
142.16,1.03,49503.0,1479118377.0,0.028,0.005,2.800e-2+/-5.000e-3,481.07,13.99,3.734,13.99+/-3.734,161114.11125,0.0,0.056,agile,,,,,,,
-69.87,-0.95,49510.0,1479157090.0,0.268,0.047,2.680e-1+/-4.700e-2,472.9,15.94,3.992,15.94+/-3.992,161114.21581,0.0,0.536,agile,,,,,,,
-71.18,0.09,49511.0,1479163107.0,0.102,0.023,1.020e-1+/-2.300e-2,476.53,9.98,3.157,9.98+/-3.157,161114.23382,0.0,0.204,agile,,,,,,,
119.96,2.4,49522.0,1479226701.0,0.077,0.012,7.700e-2+/-1.200e-2,484.87,18.0,4.234,18.00+/-4.234,161115.17182,0.0,0.154,agile,,,,,,,
22.42,1.08,49522.0,1479231101.0,0.297,0.051,2.970e-1+/-5.100e-2,478.32,17.72,4.238,17.72+/-4.238,161115.18314,0.0,0.594,agile,,,,,,,
118.44,1.07,49523.0,1479238754.0,0.246,0.042,2.460e-1+/-4.200e-2,481.24,16.96,4.117,16.96+/-4.117,161115.20391,0.0,0.492,agile,,,,,,,
-65.24,0.39,49525.0,1479247747.0,0.147,0.026,1.470e-1+/-2.600e-2,475.23,17.0,4.115,17.00+/-4.115,161115.2309,0.0,0.294,agile,,,,,,,
-64.56,1.45,49526.0,1479253797.0,0.17,0.028,1.700e-1+/-2.800e-2,479.17,19.92,4.461,19.92+/-4.461,161116.00495,0.0,0.34,agile,,,,,,,
-69.15,-0.23,49531.0,1479289956.0,0.214,0.05,2.140e-1+/-5.000e-2,478.09,10.89,3.313,10.89+/-3.313,161116.10523,0.0,0.428,agile,,,,,,,
101.95,2.16,49537.0,1479304899.0,0.055,0.011,5.500e-2+/-1.100e-2,481.34,12.98,3.604,12.98+/-3.604,161116.15013,0.0,0.11,agile,,,,,,,
