GeoLon(deg),GeoLat(deg),Orbit,Trigger Time,T50(ms),T50_Err(ms),T50+/-Err(ms),Satellite Altitude(km),ML Counts,ML Counts Err,ML Counts+/-Err,TGF Name,EventType,source
115.35,0.15,45944,1457610829,0.024,0.005,2.400e-2+/-5.000e-3,470.72,10.98,3.31,10.98+/-3.31,160310.12534,0,agile
27.47,-2.25,45944,1457615401,0.65,0.078,6.500e-1+/-7.800e-2,475.22,33.99,5.815,33.99+/-5.815,160310.141,1,agile
25.23,-1.65,45944,1457621406,0.218,0.02,2.180e-1+/-2.000e-2,472.51,61.99,7.839,61.99+/-7.839,160310.155,0,agile
100.06,2.23,45948,1457640792,0.077,0.017,7.700e-2+/-1.700e-2,484.06,9.94,3.155,9.94+/-3.155,160310.21131,0,agile
18.68,2.38,45950,1457657558,0.093,0.02,9.300e-2+/-2.000e-2,482.11,10.98,3.306,10.98+/-3.306,160311.01523,0,agile
21.67,-1.73,45959,1457705967,0.184,0.024,1.840e-1+/-2.400e-2,474.59,28.65,5.374,28.65+/-5.374,160311.15192,2,agile
21.67,-1.73,45959,1457705967,0.14,0.034,1.400e-1+/-3.400e-2,474.59,13.83,3.878,13.83+/-3.878,160311.15192,3,agile
21.67,-1.73,45959,1457705967,0.077,0.023,7.700e-2+/-2.300e-2,474.59,5.81,2.447,5.81+/-2.447,160311.15192,3,agile
24.38,2.19,45963,1457730186,0.072,0.014,7.200e-2+/-1.400e-2,473.47,13.98,3.734,13.98+/-3.734,160311.2203,0,agile
-12.49,1.85,45963,1457735612,0.024,0.005,2.400e-2+/-5.000e-3,471.96,10.01,3.158,10.01+/-3.158,160311.23333,0,agile
5.75,1.69,45977,1457814494,0.039,0.008,3.900e-2+/-8.000e-3,470.75,13.99,3.733,13.99+/-3.733,160312.21281,0,agile
-76.25,-0.81,45977,1457819163,0.687,0.093,6.870e-1+/-9.300e-2,473.85,27.0,5.184,27.00+/-5.184,160312.2246,1,agile
11.11,-0.07,45990,1457887116,0.167,0.027,1.670e-1+/-2.700e-2,473.26,22.85,4.791,22.85+/-4.791,160313.17383,0,agile
11.21,2.41,45992,1457905247,0.123,0.019,1.230e-1+/-1.900e-2,471.69,22.96,4.787,22.96+/-4.787,160313.22404,0,agile
76.33,1.4,45992,1457906339,0.07,0.015,7.000e-2+/-1.500e-2,481.16,11.0,3.31,11.00+/-3.31,160313.22585,0,agile
-0.09,-0.55,45998,1457935278,0.024,0.005,2.400e-2+/-5.000e-3,486.85,10.02,3.162,10.02+/-3.162,160314.07011,0,agile
103.96,-0.18,46000,1457949117,0.204,0.043,2.040e-1+/-4.300e-2,475.02,11.86,3.462,11.86+/-3.462,160314.10515,0,agile
101.79,2.34,46002,1457967210,0.028,0.005,2.800e-2+/-5.000e-3,470.76,13.99,3.734,13.99+/-3.734,160314.15533,0,agile
123.95,-1.36,46011,1458021982,0.02,0.004,2.000e-2+/-4.000e-3,481.49,11.0,3.311,11.00+/-3.311,160315.07062,0,agile
22.49,-2.24,46015,1458038410,0.201,0.027,2.010e-1+/-2.700e-2,486.39,35.88,5.992,35.88+/-5.992,160315.11401,0,agile
11.17,-1.93,46015,1458044264,0.078,0.017,7.800e-2+/-1.700e-2,484.8,9.87,3.157,9.87+/-3.157,160315.13174,3,agile
11.17,-1.93,46015,1458044264,0.082,0.016,8.200e-2+/-1.600e-2,484.8,13.83,3.735,13.83+/-3.735,160315.13174,2,agile
93.83,2.48,46017,1458057738,0.776,0.117,7.760e-1+/-1.170e-1,470.8,22.0,4.681,22.00+/-4.681,160315.17021,1,agile
29.19,-1.26,46029,1458129184,0.569,0.081,5.690e-1+/-8.100e-2,484.02,25.0,4.989,25.00+/-4.989,160316.1253,0,agile
29.7,-1.24,46029,1458129192,0.085,0.012,8.500e-2+/-1.200e-2,483.94,22.95,4.784,22.95+/-4.784,160316.12531,0,agile
9.98,1.1,46033,1458146994,0.293,0.053,2.930e-1+/-5.300e-2,475.66,17.8,4.238,17.8+/-4.238,160316.17495,0,agile
-1.14,0.47,46037,1458183066,0.07,0.015,7.000e-2+/-1.500e-2,476.75,11.98,3.453,11.98+/-3.453,160317.0351,0,agile
4.89,-0.16,46045,1458225481,0.035,0.007,3.500e-2+/-7.000e-3,482.6,14.98,3.865,14.98+/-3.865,160317.1538,0,agile
9.78,1.0,46051,1458261822,0.174,0.02,1.740e-1+/-2.000e-2,473.13,35.99,5.983,35.99+/-5.983,160318.01434,0,agile
94.01,2.48,46059,1458311591,0.305,0.051,3.050e-1+/-5.100e-2,471.48,23.91,4.898,23.91+/-4.898,160318.15331,0,agile
11.53,2.46,46061,1458328339,0.089,0.014,8.900e-2+/-1.400e-2,472.75,22.93,4.785,22.93+/-4.785,160318.20121,0,agile
59.1,-0.19,46065,1458341222,0.026,0.005,2.600e-2+/-5.000e-3,474.84,10.99,3.312,10.99+/-3.312,160318.2347,0,agile
98.38,2.45,46073,1458396280,0.082,0.014,8.200e-2+/-1.400e-2,472.25,17.94,4.233,17.94+/-4.233,160319.15044,0,agile
95.7,1.34,46075,1458408321,0.127,0.017,1.270e-1+/-1.700e-2,470.5,32.7,5.734,32.7+/-5.734,160319.18252,0,agile
112.1,0.49,46084,1458456950,0.027,0.005,2.700e-2+/-5.000e-3,486.2,11.0,3.312,11.00+/-3.312,160320.07555,0,agile
21.38,-0.37,46086,1458473558,0.084,0.012,8.400e-2+/-1.200e-2,488.18,25.97,5.088,25.97+/-5.088,160320.12323,0,agile
115.01,0.47,46090,1458493260,0.074,0.011,7.400e-2+/-1.100e-2,470.72,23.0,4.787,23.00+/-4.787,160320.1801,0,agile
-68.39,1.9,46092,1458508316,0.252,0.049,2.520e-1+/-4.900e-2,482.11,13.92,3.735,13.92+/-3.735,160320.22115,0,agile
103.22,2.02,46100,1458553504,0.023,0.005,2.300e-2+/-5.000e-3,482.62,12.01,3.46,12.01+/-3.46,160321.1045,0,agile
100.74,-0.04,46104,1458583679,0.243,0.046,2.430e-1+/-4.600e-2,470.44,14.01,3.736,14.01+/-3.736,160321.19075,0,agile
103.52,-0.16,46104,1458583725,0.298,0.044,2.980e-1+/-4.400e-2,470.55,22.95,4.789,22.95+/-4.789,160321.19084,0,agile
12.85,2.48,46133,1458751433,0.859,0.109,8.590e-1+/-1.090e-1,482.82,30.97,5.549,30.97+/-5.549,160323.17435,1,agile
102.4,2.08,46142,1458807330,0.205,0.053,2.050e-1+/-5.300e-2,487.82,11.6,3.624,11.6+/-3.624,160324.09153,0,agile
-115.54,-2.45,46144,1458821799,0.069,0.009,6.900e-2+/-9.000e-3,473.36,23.93,4.883,23.93+/-4.883,160324.13163,0,agile
88.12,2.17,46144,1458825222,0.043,0.008,4.300e-2+/-8.000e-3,480.16,13.01,3.601,13.01+/-3.601,160324.14134,0,agile
16.62,-2.31,46151,1458872369,0.063,0.015,6.300e-2+/-1.500e-2,471.29,14.91,3.875,14.91+/-3.875,160325.03192,0,agile
15.41,-2.48,46153,1458878391,0.115,0.024,1.150e-1+/-2.400e-2,473.64,10.92,3.308,10.92+/-3.308,160325.04595,0,agile
-148.59,2.05,46168,1458966298,0.055,0.008,5.500e-2+/-8.000e-3,483.31,21.94,4.68,21.94+/-4.68,160326.05245,0,agile
102.03,-1.7,46180,1459036982,0.059,0.011,5.900e-2+/-1.100e-2,475.59,16.93,4.114,16.93+/-4.114,160327.0103,0,agile
99.45,2.09,46184,1459057516,0.167,0.027,1.670e-1+/-2.700e-2,488.46,18.97,4.35,18.97+/-4.35,160327.07451,0,agile
-66.82,0.74,46194,1459121208,0.33,0.039,3.300e-1+/-3.900e-2,481.72,35.79,5.986,35.79+/-5.986,160328.01264,0,agile
9.06,-2.23,46194,1459122481,0.045,0.008,4.500e-2+/-8.000e-3,470.83,16.0,3.992,16.00+/-3.992,160328.0148,0,agile
110.44,-2.47,46207,1459190662,0.156,0.035,1.560e-1+/-3.500e-2,470.11,9.9,3.156,9.9+/-3.156,160328.20442,0,agile
128.21,2.48,46211,1459227222,0.053,0.011,5.300e-2+/-1.100e-2,488.5,12.95,3.598,12.95+/-3.598,160329.06534,0,agile
3.28,2.47,46217,1459255342,0.057,0.009,5.700e-2+/-9.000e-3,487.94,17.98,4.233,17.98+/-4.233,160329.14422,0,agile
-79.76,0.14,46223,1459296257,0.034,0.007,3.400e-2+/-7.000e-3,484.28,13.0,3.598,13.00+/-3.598,160330.02041,2,agile
-79.76,0.14,46223,1459296257,0.05,0.011,5.000e-2+/-1.100e-2,484.28,10.01,3.158,10.01+/-3.158,160330.02041,3,agile
27.05,0.38,46225,1459316177,0.246,0.049,2.460e-1+/-4.900e-2,475.81,12.95,3.6,12.95+/-3.60,160330.07361,0,agile
-8.1,1.18,46233,1459357895,0.204,0.098,2.040e-1+/-9.800e-2,488.07,9.01,3.31,9.01+/-3.31,160330.19113,1,agile
27.36,0.65,46245,1459437057,0.038,0.007,3.800e-2+/-7.000e-3,488.11,13.99,3.736,13.99+/-3.736,160331.17105,0,agile
102.3,-2.21,46249,1459450403,0.192,0.034,1.920e-1+/-3.400e-2,471.16,33.8,6.041,33.8+/-6.041,160331.20532,0,agile
3.19,-0.63,46254,1459484999,0.049,0.009,4.900e-2+/-9.000e-3,470.29,13.98,3.734,13.98+/-3.734,160401.06295,0,agile
13.85,-0.98,46263,1459533529,0.204,0.032,2.040e-1+/-3.200e-2,486.26,19.98,4.458,19.98+/-4.458,160401.19584,0,agile
94.02,1.74,46272,1459583219,0.028,0.005,2.800e-2+/-5.000e-3,487.15,11.0,3.312,11.00+/-3.312,160402.09465,0,agile
119.57,-2.48,46276,1459607827,0.042,0.008,4.200e-2+/-8.000e-3,478.98,14.98,3.864,14.98+/-3.864,160402.1637,0,agile
101.88,-0.71,46286,1459680051,0.081,0.012,8.100e-2+/-1.200e-2,488.57,23.96,4.885,23.96+/-4.885,160403.12405,0,agile
104.24,-0.81,46286,1459680091,0.047,0.008,4.700e-2+/-8.000e-3,488.49,19.98,4.459,19.98+/-4.459,160403.12413,2,agile
104.24,-0.81,46286,1459680091,0.05,0.008,5.000e-2+/-8.000e-3,488.49,21.01,4.574,21.01+/-4.574,160403.12413,3,agile
26.09,0.56,46288,1459690864,0.111,0.014,1.110e-1+/-1.400e-2,488.07,31.0,5.554,31.00+/-5.554,160403.1541,0,agile
108.68,-1.98,46290,1459704340,0.027,0.007,2.700e-2+/-7.000e-3,475.18,10.0,3.158,10.00+/-3.158,160403.19254,0,agile
100.33,-1.65,46302,1459770678,0.09,0.016,9.000e-2+/-1.600e-2,488.19,16.92,4.118,16.92+/-4.118,160404.13511,0,agile
106.07,-1.84,46302,1459770775,0.152,0.019,1.520e-1+/-1.900e-2,487.81,31.94,5.643,31.94+/-5.643,160404.13525,0,agile
117.92,-2.19,46317,1459855582,0.036,0.007,3.600e-2+/-7.000e-3,487.88,12.97,3.598,12.97+/-3.598,160405.13262,0,agile
28.7,0.35,46317,1459860124,0.128,0.017,1.280e-1+/-1.700e-2,485.7,26.87,5.182,26.87+/-5.182,160405.1442,0,agile
119.32,-2.25,46319,1459867693,0.078,0.015,7.800e-2+/-1.500e-2,481.76,13.97,3.736,13.97+/-3.736,160405.16481,0,agile
36.72,-1.96,46319,1459872349,0.03,0.007,3.000e-2+/-7.000e-3,488.5,9.99,3.157,9.99+/-3.157,160405.18054,0,agile
100.63,-1.38,46320,1459879467,0.042,0.008,4.200e-2+/-8.000e-3,476.97,14.98,3.864,14.98+/-3.864,160405.20042,0,agile
18.35,-2.34,46320,1459890172,0.051,0.011,5.100e-2+/-1.100e-2,483.15,12.99,3.598,12.99+/-3.598,160405.23025,0,agile
18.94,-1.72,46321,1459896226,0.077,0.011,7.700e-2+/-1.100e-2,479.09,27.39,5.276,27.39+/-5.276,160406.00434,0,agile
97.82,1.62,46323,1459897548,0.127,0.016,1.270e-1+/-1.600e-2,470.01,28.92,5.373,28.92+/-5.373,160406.01054,0,agile
6.2,2.35,46327,1459926226,0.031,0.005,3.100e-2+/-5.000e-3,470.59,13.98,3.735,13.98+/-3.735,160406.09034,0,agile
98.79,0.4,46327,1459927779,0.181,0.03,1.810e-1+/-3.000e-2,483.91,17.97,4.235,17.97+/-4.235,160406.09293,0,agile
24.33,0.5,46329,1459944659,0.387,0.038,3.870e-1+/-3.800e-2,483.13,54.02,7.325,54.02+/-7.325,160406.14105,0,agile
25.28,0.46,46329,1459944675,0.132,0.023,1.320e-1+/-2.300e-2,483.29,17.93,4.232,17.93+/-4.232,160406.14111,0,agile
101.16,0.83,46335,1459976170,0.21,0.039,2.100e-1+/-3.900e-2,472.06,14.87,3.865,14.87+/-3.865,160406.22561,0,agile
65.08,0.29,46337,1459981608,0.196,0.042,1.960e-1+/-4.200e-2,473.69,10.99,3.309,10.99+/-3.309,160407.00264,0,agile
25.01,-0.45,46337,1459986979,0.151,0.019,1.510e-1+/-1.900e-2,476.3,31.94,5.643,31.94+/-5.643,160407.01561,0,agile
-13.65,-0.01,46339,1459998417,0.053,0.012,5.300e-2+/-1.200e-2,475.16,9.96,3.151,9.96+/-3.151,160407.05065,0,agile
-7.38,2.11,46341,1460010607,0.107,0.015,1.070e-1+/-1.500e-2,470.05,25.96,5.09,25.96+/-5.09,160407.083,0,agile
-174.66,-0.77,46345,1460031975,0.051,0.011,5.100e-2+/-1.100e-2,478.85,11.99,3.457,11.99+/-3.457,160407.14261,0,agile
100.8,-2.08,46347,1460042642,0.051,0.008,5.100e-2+/-8.000e-3,485.06,19.99,4.463,19.99+/-4.463,160407.1724,0,agile
10.56,0.98,46372,1460198251,0.337,0.078,3.370e-1+/-7.800e-2,474.27,14.77,3.88,14.77+/-3.88,160409.12373,0,agile
10.33,-0.1,46374,1460204290,0.13,0.023,1.300e-1+/-2.300e-2,477.94,16.93,4.116,16.93+/-4.116,160409.14181,0,agile
7.79,-1.07,46374,1460210291,0.058,0.015,5.800e-2+/-1.500e-2,481.47,16.48,4.162,16.48+/-4.162,160409.15581,0,agile
9.86,-1.15,46374,1460210326,0.138,0.016,1.380e-1+/-1.600e-2,481.81,34.95,5.901,34.95+/-5.901,160409.15584,0,agile
13.91,-1.32,46374,1460210394,0.081,0.017,8.100e-2+/-1.700e-2,482.48,10.84,3.311,10.84+/-3.311,160409.15595,0,agile
8.34,0.04,46382,1460246565,0.724,0.817,7.240e-1+/-8.170e-1,481.94,27.07,7.567,27.07+/-7.567,160410.02024,1,agile
7.69,1.09,46384,1460252598,0.14,0.019,1.400e-1+/-1.900e-2,478.09,28.85,5.37,28.85+/-5.37,160410.03431,0,agile
106.56,-2.03,46386,1460278426,0.027,0.005,2.700e-2+/-5.000e-3,484.06,13.97,3.734,13.97+/-3.734,160410.10534,0,agile
29.88,-1.91,46390,1460295269,0.351,0.081,3.510e-1+/-8.100e-2,482.94,12.82,3.612,12.82+/-3.612,160410.15342,0,agile
124.4,-1.18,46390,1460296859,0.063,0.011,6.300e-2+/-1.100e-2,486.82,17.99,4.235,17.99+/-4.235,160410.16005,0,agile
15.24,-2.47,46390,1460307110,0.251,0.024,2.510e-1+/-2.400e-2,487.05,51.05,7.124,51.05+/-7.124,160410.18515,0,agile
145.85,-2.37,46400,1460357649,0.058,0.012,5.800e-2+/-1.200e-2,484.46,11.92,3.458,11.92+/-3.458,160411.0854,0,agile
-85.6,2.37,46402,1460377939,0.058,0.009,5.800e-2+/-9.000e-3,470.77,19.99,4.463,19.99+/-4.463,160411.14321,0,agile
100.59,1.03,46406,1460399197,0.112,0.035,1.120e-1+/-3.500e-2,482.47,8.89,3.152,8.89+/-3.152,160411.20263,0,agile
120.09,-1.78,46413,1460441822,0.196,0.04,1.960e-1+/-4.000e-2,478.05,12.01,3.459,12.01+/-3.459,160412.0817,0,agile
24.98,-2.45,46419,1460476486,0.218,0.027,2.180e-1+/-2.700e-2,485.06,34.89,5.9,34.89+/-5.90,160412.17544,0,agile
-74.82,-1.71,46419,1460486897,0.285,0.04,2.850e-1+/-4.000e-2,476.37,24.99,4.988,24.99+/-4.988,160412.20481,0,agile
26.01,-0.12,46422,1460494636,0.047,0.008,4.700e-2+/-8.000e-3,487.51,15.97,3.991,15.97+/-3.991,160412.22571,0,agile
138.43,-1.46,46431,1460544867,0.04,0.008,4.000e-2+/-8.000e-3,487.9,12.99,3.598,12.99+/-3.598,160413.12542,0,agile
13.83,-2.27,46433,1460566947,0.146,0.019,1.460e-1+/-1.900e-2,484.86,27.98,5.281,27.98+/-5.281,160413.19022,0,agile
9.58,2.11,46440,1460597097,0.036,0.008,3.600e-2+/-8.000e-3,482.64,9.98,3.155,9.98+/-3.155,160414.03245,0,agile
10.43,-1.38,46445,1460633366,0.509,0.09,5.090e-1+/-9.000e-2,471.77,16.0,3.993,16.00+/-3.993,160414.13292,0,agile
17.67,-1.64,46445,1460633488,0.112,0.026,1.120e-1+/-2.600e-2,472.57,10.01,3.159,10.01+/-3.159,160414.13312,0,agile
27.45,-1.96,46445,1460633651,0.26,0.054,2.600e-1+/-5.400e-2,473.84,11.95,3.459,11.95+/-3.459,160414.13341,0,agile
9.84,-2.12,46447,1460639399,0.279,0.031,2.790e-1+/-3.100e-2,474.64,42.69,6.542,42.69+/-6.542,160414.15095,0,agile
144.63,-2.43,46457,1460702093,0.126,0.026,1.260e-1+/-2.600e-2,479.34,12.02,3.463,12.02+/-3.463,160415.08345,0,agile
10.2,-0.38,46457,1460711925,0.072,0.016,7.200e-2+/-1.600e-2,469.83,10.93,3.311,10.93+/-3.311,160415.11184,0,agile
115.81,-1.32,46459,1460719739,0.17,0.036,1.700e-1+/-3.600e-2,485.59,14.87,3.87,14.87+/-3.87,160415.13285,0,agile
22.67,-2.38,46459,1460724219,0.045,0.008,4.500e-2+/-8.000e-3,474.47,17.67,4.233,17.67+/-4.233,160415.14433,0,agile
102.45,-1.29,46469,1460779949,0.038,0.007,3.800e-2+/-7.000e-3,469.86,13.98,3.735,13.98+/-3.735,160416.06122,0,agile
-15.07,2.31,46469,1460784021,0.02,0.005,2.000e-2+/-5.000e-3,479.59,8.85,2.995,8.85+/-2.995,160416.07202,0,agile
14.26,-2.26,46473,1460808683,0.084,0.014,8.400e-2+/-1.400e-2,471.65,21.89,4.68,21.89+/-4.68,160416.14112,0,agile
15.98,-2.3,46473,1460808711,0.049,0.008,4.900e-2+/-8.000e-3,471.83,17.97,4.234,17.97+/-4.234,160416.14115,0,agile
16.14,-2.3,46473,1460808714,0.309,0.065,3.090e-1+/-6.500e-2,471.85,11.79,3.459,11.79+/-3.459,160416.14115,0,agile
99.95,-0.94,46473,1460810120,0.414,0.046,4.140e-1+/-4.600e-2,484.87,42.71,6.543,42.71+/-6.543,160416.14352,0,agile
-128.71,1.66,46488,1460878802,0.09,0.02,9.000e-2+/-2.000e-2,488.31,9.97,3.16,9.97+/-3.16,160417.094,0,agile
108.49,-1.52,46488,1460888823,0.019,0.004,1.900e-2+/-4.000e-3,480.43,9.99,3.157,9.99+/-3.157,160417.1227,0,agile
29.55,-2.46,46490,1460893543,0.116,0.017,1.160e-1+/-1.700e-2,471.88,20.98,4.573,20.98+/-4.573,160417.13454,0,agile
113.34,2.46,46493,1460919125,0.024,0.005,2.400e-2+/-5.000e-3,485.31,11.99,3.458,11.99+/-3.458,160417.2052,0,agile
17.54,-2.46,46503,1460983987,0.063,0.011,6.300e-2+/-1.100e-2,471.64,16.99,4.116,16.99+/-4.116,160418.1453,0,agile
22.69,-1.07,46505,1460996158,0.047,0.009,4.700e-2+/-9.000e-3,479.28,12.95,3.601,12.95+/-3.601,160418.18155,0,agile
103.29,2.48,46507,1461003558,0.163,0.024,1.630e-1+/-2.400e-2,487.57,23.9,4.888,23.9+/-4.888,160418.20191,0,agile
98.02,2.38,46507,1461009513,0.147,0.022,1.470e-1+/-2.200e-2,485.94,24.94,4.989,24.94+/-4.989,160418.21583,0,agile
18.08,2.37,46509,1461020257,0.028,0.005,2.800e-2+/-5.000e-3,488.22,10.96,3.308,10.96+/-3.308,160419.00573,0,agile
106.72,-2.25,46513,1461039874,0.02,0.004,2.000e-2+/-4.000e-3,469.8,13.0,3.599,13.00+/-3.599,160419.06243,0,agile
111.39,-2.11,46515,1461052035,0.097,0.012,9.700e-2+/-1.200e-2,472.95,32.94,5.73,32.94+/-5.73,160419.09471,0,agile
114.78,2.39,46519,1461082310,0.062,0.009,6.200e-2+/-9.000e-3,488.25,22.0,4.679,22.00+/-4.679,160419.18115,0,agile
104.37,-2.22,46525,1461124438,0.069,0.011,6.900e-2+/-1.100e-2,470.45,21.98,4.68,21.98+/-4.68,160420.05535,0,agile
50.4,-1.3,46527,1461129576,0.08,0.012,8.000e-2+/-1.200e-2,473.71,21.92,4.678,21.92+/-4.678,160420.07193,0,agile
-87.2,1.55,46529,1461145394,0.073,0.011,7.300e-2+/-1.100e-2,484.71,24.99,4.989,24.99+/-4.989,160420.11431,0,agile
107.62,0.69,46532,1461154704,0.09,0.019,9.000e-2+/-1.900e-2,481.4,11.99,3.456,11.99+/-3.456,160420.14182,0,agile
98.42,1.31,46532,1461160593,0.026,0.005,2.600e-2+/-5.000e-3,483.62,11.99,3.455,11.99+/-3.455,160420.15563,0,agile
135.04,-0.22,46542,1461227680,0.036,0.007,3.600e-2+/-7.000e-3,475.9,13.0,3.6,13.00+/-3.60,160421.10344,0,agile
24.88,-2.35,46544,1461237919,0.278,0.062,2.780e-1+/-6.200e-2,469.73,15.89,4.009,15.89+/-4.009,160421.13251,0,agile
18.3,-1.98,46546,1461243851,0.032,0.007,3.200e-2+/-7.000e-3,470.27,13.97,3.732,13.97+/-3.732,160421.15041,0,agile
25.1,-1.77,46546,1461243965,0.104,0.015,1.040e-1+/-1.500e-2,470.74,24.95,4.988,24.95+/-4.988,160421.1506,0,agile
27.7,-1.68,46546,1461244008,0.464,0.053,4.640e-1+/-5.300e-2,470.95,41.83,6.465,41.83+/-6.465,160421.15064,0,agile
-66.91,2.19,46553,1461290764,0.163,0.034,1.630e-1+/-3.400e-2,484.56,11.73,3.457,11.73+/-3.457,160422.0406,1,agile
11.12,0.36,46555,1461298121,0.567,0.081,5.670e-1+/-8.100e-2,484.22,29.7,5.474,29.7+/-5.474,160422.06084,1,agile
99.43,0.41,46559,1461323770,0.042,0.008,4.200e-2+/-8.000e-3,475.51,14.97,3.865,14.97+/-3.865,160422.13161,0,agile
113.42,2.43,46563,1461342135,0.076,0.016,7.600e-2+/-1.600e-2,487.52,11.99,3.459,11.99+/-3.459,160422.18221,0,agile
117.22,-1.84,46570,1461390544,0.034,0.005,3.400e-2+/-5.000e-3,469.66,15.98,3.992,15.98+/-3.992,160423.0749,0,agile
-87.57,2.18,46570,1461393148,0.086,0.022,8.600e-2+/-2.200e-2,487.93,9.36,3.155,9.36+/-3.155,160423.08322,0,agile
15.75,-1.88,46570,1461394887,0.043,0.007,4.300e-2+/-7.000e-3,478.12,16.97,4.114,16.97+/-4.114,160423.09012,0,agile
14.71,-2.02,46572,1461412995,0.312,0.034,3.120e-1+/-3.400e-2,469.84,52.9,7.269,52.9+/-7.269,160423.14031,0,agile
17.17,-1.95,46572,1461413036,0.275,0.061,2.750e-1+/-6.100e-2,469.76,11.13,3.464,11.13+/-3.464,160423.14035,2,agile
17.17,-1.95,46572,1461413036,0.081,0.015,8.100e-2+/-1.500e-2,469.76,14.72,3.865,14.72+/-3.865,160423.14035,3,agile
115.33,1.99,46574,1461414682,0.045,0.008,4.500e-2+/-8.000e-3,479.83,14.99,3.866,14.99+/-3.866,160423.14312,0,agile
-1.96,1.79,46580,1461461058,0.131,0.031,1.310e-1+/-3.100e-2,487.99,9.1,3.154,9.1+/-3.154,160424.03241,0,agile
98.46,-2.48,46582,1461468790,0.053,0.009,5.300e-2+/-9.000e-3,474.32,15.0,3.865,15.00+/-3.865,160424.05331,0,agile
102.71,-2.2,46584,1461474903,0.024,0.005,2.400e-2+/-5.000e-3,470.99,10.0,3.156,10.00+/-3.156,160424.0715,0,agile
97.96,2.18,46588,1461505035,0.042,0.007,4.200e-2+/-7.000e-3,478.59,16.98,4.112,16.98+/-4.112,160424.15371,0,agile
104.28,-0.34,46600,1461571615,0.03,0.005,3.000e-2+/-5.000e-3,469.72,12.0,3.458,12.00+/-3.458,160425.10065,0,agile
115.25,0.16,46600,1461571798,0.039,0.008,3.900e-2+/-8.000e-3,470.17,13.0,3.603,13.00+/-3.603,160425.10095,0,agile
119.36,0.35,46600,1461571867,0.03,0.007,3.000e-2+/-7.000e-3,470.41,10.96,3.31,10.96+/-3.31,160425.1011,0,agile
78.78,1.66,46604,1461589314,0.538,0.082,5.380e-1+/-8.200e-2,473.4,24.79,4.994,24.79+/-4.994,160425.15015,1,agile
10.4,0.86,46604,1461600253,0.063,0.009,6.300e-2+/-9.000e-3,470.88,20.95,4.569,20.95+/-4.569,160425.18041,0,agile
10.81,2.06,46607,1461624429,0.045,0.007,4.500e-2+/-7.000e-3,484.7,18.98,4.35,18.98+/-4.35,160426.0047,0,agile
116.44,1.75,46619,1461686632,0.078,0.014,7.800e-2+/-1.400e-2,484.71,19.9,4.464,19.9+/-4.464,160426.18035,0,agile
-72.22,2.48,46623,1461719723,0.076,0.019,7.600e-2+/-1.900e-2,476.56,9.89,3.158,9.89+/-3.158,160427.03152,0,agile
-74.39,0.74,46627,1461737816,0.059,0.009,5.900e-2+/-9.000e-3,486.57,18.0,4.235,18.00+/-4.235,160427.08165,0,agile
20.5,0.33,46631,1461763582,0.031,0.007,3.100e-2+/-7.000e-3,469.9,9.99,3.156,9.99+/-3.156,160427.15262,0,agile
115.2,1.34,46642,1461831643,0.022,0.005,2.200e-2+/-5.000e-3,469.61,10.0,3.157,10.00+/-3.157,160428.10204,0,agile
115.69,2.47,46644,1461843734,0.061,0.009,6.100e-2+/-9.000e-3,472.98,19.98,4.463,19.98+/-4.463,160428.13421,0,agile
9.69,0.96,46646,1461854044,0.197,0.022,1.970e-1+/-2.200e-2,469.83,42.9,6.541,42.9+/-6.541,160428.1634,0,agile
101.32,-0.3,46655,1461909968,0.085,0.014,8.500e-2+/-1.400e-2,473.36,17.96,4.234,17.96+/-4.234,160429.0806,0,agile
104.21,0.93,46658,1461916059,0.081,0.012,8.100e-2+/-1.200e-2,470.54,21.0,4.572,21.00+/-4.572,160429.09473,0,agile
15.63,2.37,46665,1461956868,0.201,0.031,2.010e-1+/-3.100e-2,473.27,20.95,4.571,20.95+/-4.571,160429.21074,0,agile
107.91,-2.43,46667,1461970506,0.035,0.008,3.500e-2+/-8.000e-3,487.49,9.99,3.156,9.99+/-3.156,160430.0055,0,agile
-77.89,0.76,46669,1461991555,0.035,0.008,3.500e-2+/-8.000e-3,480.5,10.98,3.311,10.98+/-3.311,160430.06455,0,agile
22.31,-0.56,46673,1462011370,0.058,0.011,5.800e-2+/-1.100e-2,476.91,12.99,3.598,12.99+/-3.598,160430.12161,0,agile
95.55,2.21,46675,1462024680,0.096,0.016,9.600e-2+/-1.600e-2,472.86,16.98,4.119,16.98+/-4.119,160430.1558,0,agile
100.65,2.1,46675,1462024766,0.034,0.007,3.400e-2+/-7.000e-3,473.55,11.98,3.458,11.98+/-3.458,160430.15592,0,agile
19.95,2.28,46677,1462041540,0.032,0.007,3.200e-2+/-7.000e-3,472.09,9.97,3.151,9.97+/-3.151,160430.2039,0,agile
14.67,1.29,46689,1462107926,0.186,0.032,1.860e-1+/-3.200e-2,472.98,21.77,4.689,21.77+/-4.689,160501.15052,0,agile
100.24,2.08,46689,1462109358,0.042,0.007,4.200e-2+/-7.000e-3,471.77,15.98,3.992,15.98+/-3.992,160501.15291,0,agile
27.02,2.34,46689,1462114175,0.306,0.043,3.060e-1+/-4.300e-2,469.82,24.81,4.989,24.81+/-4.989,160501.16493,0,agile
