Trigger Time,Type,Sigma,Normalised Duration,Max Count,source
1078913671,Solar Activity,9.2568,,5354.0,integral
1078913691,Solar Activity,106.965,,5354.0,integral
1078913812,Solar Activity,6.5155,,4396.0,integral
1078913835,Solar Activity,20.5446,,4396.0,integral
1078914091,Solar Activity,9.174,,4636.0,integral
1078914242,Solar Activity,6.0807,,6826.0,integral
1078914800,Solar Activity,6.7185,,4364.0,integral
1078914819,Solar Activity,17.0472,,4364.0,integral
1078915021,Solar Activity,9.0434,,4672.0,integral
1078915024,Solar Activity,9.3568,,4672.0,integral
1078915145,Solar Activity,9.1654,,4888.0,integral
1078915349,Solar Activity,10.0737,,4780.0,integral
1078916001,Solar Activity,6.6165,,4976.0,integral
1078916005,Solar Activity,9.6773,,4976.0,integral
1078916235,Solar Activity,6.2623,,4392.0,integral
1078916381,Solar Activity,6.0317,,4380.0,integral
1078916665,Solar Activity,6.2343,,4314.0,integral
1078916774,Solar Activity,9.8742,,4540.0,integral
1078916915,Solar Activity,8.0567,,4270.0,integral
1078917130,Solar Activity,12.132,,4618.0,integral
1078917160,Solar Activity,33.8983,,4614.0,integral
1078999159,Short Spike,6.2325,,4392.0,integral
1079049755,Possible GRB,9.5755,0.2,6764.0,integral
1079049756,Possible GRB,12.9593,0.2,6764.0,integral
1079052533,Undefined,6.9304,,4286.0,integral
1079053100,Solar Activity,9.2691,,4306.0,integral
1079057524,Undefined,6.1081,,4246.0,integral
1079058314,Undefined,6.1315,,4246.0,integral
1079058785,Undefined,9.1717,,4270.0,integral
1079059189,Undefined,6.708,,4232.0,integral
1079059913,Undefined,9.0444,,4494.0,integral
1079059918,Undefined,9.0162,,4494.0,integral
1079060273,Undefined,6.1671,,4276.0,integral
1079060420,Solar Activity,6.2239,,4416.0,integral
1079060572,Solar Activity,9.4151,,4430.0,integral
1079061007,Short Spike,11.7517,,4716.0,integral
1079066151,Undefined,10.9098,,4496.0,integral
1079066508,Undefined,9.0566,,4368.0,integral
1079066748,Undefined,6.0601,,4538.0,integral
1079068270,Short Spike,12.3424,,4596.0,integral
1079073221,Short Spike,8.1884,,4418.0,integral
1079076375,Undefined,9.2352,,4420.0,integral
1079080873,Undefined,6.7665,,4284.0,integral
1079083941,Undefined,9.3571,,4318.0,integral
1079085522,Undefined,7.8139,,4250.0,integral
1079087308,Undefined,6.5097,,4308.0,integral
1079088526,Undefined,6.3027,,4224.0,integral
1079094498,Undefined,6.2677,,4470.0,integral
1079101466,Short Spike,6.3257,,4358.0,integral
1079111755,Undefined,6.043,,4292.0,integral
1079116153,Undefined,9.0436,,4590.0,integral
1079116777,Solar Activity,9.7548,,4348.0,integral
1079117357,Solar Activity,9.2757,,4334.0,integral
1079120611,Undefined,6.6291,,4232.0,integral
1079121969,Solar Activity,6.4754,,4300.0,integral
1079124549,Undefined,6.4357,,4244.0,integral
1079124764,Solar Activity,6.0397,,4358.0,integral
1079124965,Undefined,6.0504,,4226.0,integral
1079126263,Undefined,6.1457,,4396.0,integral
1079126615,Undefined,9.0811,,4354.0,integral
1079126939,Undefined,6.3598,,4534.0,integral
1079127652,Short Spike,6.7751,,4430.0,integral
1079131949,Short Spike,6.8146,,4548.0,integral
1079134205,Undefined,9.1434,,4300.0,integral
1079135169,Undefined,6.5838,,4322.0,integral
1079135968,Undefined,6.0434,,4254.0,integral
1079136679,Undefined,9.0498,,4328.0,integral
1079137171,Undefined,9.225,,4312.0,integral
1079137300,Undefined,6.0013,,4346.0,integral
1079137944,Solar Activity,9.0614,,4252.0,integral
1079138910,Undefined,9.2677,,4376.0,integral
1079139056,Undefined,6.8588,,4282.0,integral
1079139419,Undefined,10.6084,,4268.0,integral
1079139806,Solar Activity,12.2802,,4534.0,integral
1079140003,Solar Activity,6.1757,,4552.0,integral
1079140345,Undefined,9.0707,,4610.0,integral
1079140670,Solar Activity,9.2238,,4572.0,integral
1079140769,Solar Activity,7.2705,,4400.0,integral
1079140774,Solar Activity,9.0759,,4400.0,integral
1079140779,Solar Activity,18.6474,,4400.0,integral
1079141070,Solar Activity,9.1709,,4540.0,integral
1079141325,Short Spike,6.3694,,4592.0,integral
1079141447,Solar Activity,9.1074,,4386.0,integral
1079141661,Solar Activity,9.3116,,4500.0,integral
1079141817,Solar Activity,9.287,,4780.0,integral
1079141818,Solar Activity,9.4349,,4780.0,integral
1079142030,Solar Activity,6.5985,,4524.0,integral
1079142426,Undefined,6.6381,,4790.0,integral
1079143180,Solar Activity,9.173,,4628.0,integral
1079143194,Solar Activity,17.254,,4628.0,integral
1079143610,Solar Activity,6.1794,,4456.0,integral
1079143887,Solar Activity,6.3595,,4374.0,integral
1079144679,Undefined,6.0862,,4360.0,integral
1079144685,Solar Activity,9.1703,,4360.0,integral
1079147973,Solar Activity,9.1469,,4556.0,integral
1079148277,Solar Activity,9.013,,4464.0,integral
1079148297,Solar Activity,14.5995,,4464.0,integral
1079149400,Undefined,6.081,,4358.0,integral
1079149651,Undefined,6.1664,,4388.0,integral
1079150133,Undefined,6.4879,,4530.0,integral
1079150433,Undefined,6.018,,4506.0,integral
1079150966,Short Spike,9.4437,,4744.0,integral
1079150967,Short Spike,11.915,,4744.0,integral
1079154399,Undefined,6.5591,,4334.0,integral
1079157589,Undefined,6.1395,,4400.0,integral
1079157709,Solar Activity,12.918,,4412.0,integral
1079157870,Short Spike,10.4337,,4706.0,integral
1079157998,Solar Activity,9.8114,,4352.0,integral
1079158168,Undefined,6.1547,,4422.0,integral
1079158589,Undefined,9.1107,,4406.0,integral
1079158920,Undefined,6.4173,,4370.0,integral
1079159436,Undefined,9.124,,4626.0,integral
1079159856,Undefined,6.4422,,4532.0,integral
1079160021,Solar Activity,9.0849,,4562.0,integral
1079160420,Solar Activity,9.0419,,4624.0,integral
1079160661,Solar Activity,9.0086,,4678.0,integral
1079160775,Solar Activity,10.2358,,4544.0,integral
1079160869,Solar Activity,9.0328,,4428.0,integral
1079160889,Solar Activity,9.0265,,4428.0,integral
1079160988,Solar Activity,6.2957,,4422.0,integral
1079161082,Solar Activity,10.2954,,4442.0,integral
1079161102,Undefined,16.9388,,4656.0,integral
1079161502,Solar Activity,9.4279,,4418.0,integral
1079161834,Undefined,6.2417,,4498.0,integral
1079161952,Solar Activity,9.1768,,4582.0,integral
1079162475,Solar Activity,9.1227,,4454.0,integral
1079163560,Solar Activity,9.2294,,4314.0,integral
1079163907,Solar Activity,9.6446,,4526.0,integral
1079168950,Undefined,12.1254,,4422.0,integral
1079169811,Undefined,6.0532,,4348.0,integral
1079171262,Undefined,6.0726,,4348.0,integral
1079171425,Short Spike,10.2363,,5346.0,integral
1079171673,Solar Activity,6.6267,,4446.0,integral
1079173114,Solar Activity,7.6571,,5122.0,integral
1079175290,Short Spike,9.1669,,4690.0,integral
1079292917,Short Spike,11.5098,0.1,4516.0,integral
1079296888,Short Spike,6.0411,0.1,4370.0,integral
1079301402,Possible GRB,11.4063,0.1,4728.0,integral
1079316276,Undefined,6.2586,,4300.0,integral
1079321439,Undefined,9.1336,,4396.0,integral
1079361302,Possible GRB,8.7386,0.1,4482.0,integral
1079384600,Undefined,7.7975,,4336.0,integral
1079386225,Undefined,6.0702,,4296.0,integral
1079395362,Short Spike,6.2231,,4636.0,integral
1079395726,Short Spike,9.1179,,4502.0,integral
1079395849,Short Spike,9.1367,,4626.0,integral
1079395870,Solar Activity,13.1311,,4552.0,integral
1079396173,Solar Activity,7.1868,,4432.0,integral
1079397406,Possible GRB,6.257,0.5,4882.0,integral
1079400450,Solar Activity,6.0963,,4424.0,integral
1079401337,Solar Activity,16.652,,4428.0,integral
1079402022,Solar Activity,16.0481,,4898.0,integral
1079402049,Short Spike,11.1314,,4898.0,integral
1079402161,Possible GRB,9.3099,60,4802.0,integral
1079402164,Possible GRB,10.25,,4802.0,integral
1079402173,Possible GRB,45.1196,60,4802.0,integral
1079402331,Possible GRB,9.1148,40,4462.0,integral
1079402529,Solar Activity,9.2974,,4488.0,integral
1079402735,Solar Activity,6.191,,4524.0,integral
1079402868,Solar Activity,6.0496,,4534.0,integral
1079403419,Solar Activity,6.4882,,5582.0,integral
1079403430,Solar Activity,24.4422,,5582.0,integral
1079404122,Short Spike,6.1475,,4376.0,integral
1079404951,Undefined,6.3527,,4390.0,integral
1079405428,Solar Activity,9.6825,,4444.0,integral
1079405666,Solar Activity,40.1037,,4886.0,integral
1079406724,Undefined,7.2672,,4358.0,integral
1079410187,Solar Activity,6.514,,4316.0,integral
1079411150,Undefined,6.0706,,4410.0,integral
1079425242,Short Spike,8.4723,,4410.0,integral
1079513207,Possible GRB,6.0608,0.1,5062.0,integral
1079532860,Short Spike,6.8849,,4734.0,integral
1079646521,Short Spike,9.9163,,4664.0,integral
1079659606,Solar Activity,6.141,,4598.0,integral
1079660812,Solar Activity,6.1273,,4416.0,integral
1079661658,Solar Activity,8.5127,,4414.0,integral
1079683807,Solar Activity,6.2123,,4530.0,integral
1079691248,Short Spike,9.4044,,4640.0,integral
1079804720,,6.2294,,5110.0,integral
1079814158,Possible GRB,9.2226,20,6188.0,integral
1079814159,Undefined,9.307,,6188.0,integral
1079815259,Undefined,9.5228,,5354.0,integral
1079815260,,9.3614,,5354.0,integral
1079866091,Short Spike,7.0282,0.05,4418.0,integral
1079878754,Short Spike,6.6866,0.05,4538.0,integral
1079881289,Short Spike,6.4578,0.05,4436.0,integral
1079885937,Short Spike,6.0265,0.1,4508.0,integral
1079890716,Undefined,6.1765,0.1,4436.0,integral
1079905828,,6.5024,,4398.0,integral
1079915468,Short Spike,9.0823,0.1,4414.0,integral
1079915654,Short Spike,6.2538,0.1,4484.0,integral
1079916202,Undefined,6.372,,4388.0,integral
1079940542,Possible GRB,32.2288,0.25,11938.0,integral
1079940542,,28.9182,,11938.0,integral
1080046975,Short Spike,6.0515,0.1,4736.0,integral
1080067862,Short Spike,6.2715,,4380.0,integral
1080123670,Possible GRB,13.5966,0.35,15702.0,integral
1080123672,Undefined,32.4419,,15702.0,integral
1080164429,Short Spike,6.0142,,4384.0,integral
1080166928,Short Spike,9.4872,,5306.0,integral
1080169179,Short Spike,8.9771,,4528.0,integral
1080170574,Short Spike,6.8089,,4928.0,integral
1080208099,Short Spike,6.0095,,4400.0,integral
1080393632,Short Spike,7.7074,,4424.0,integral
1080404364,Solar Activity,6.6599,,4406.0,integral
1080404365,Solar Activity,9.1078,,4406.0,integral
1080418998,Solar Activity,6.1825,,4476.0,integral
1080419754,Possible GRB,6.019,0.1,5276.0,integral
1080421958,Solar Activity,9.4368,,4656.0,integral
1080422886,Short Spike,6.511,,4438.0,integral
1080423814,Solar Activity,9.1163,,4438.0,integral
1080424364,,9.0583,,4398.0,integral
1080427470,,9.2048,,4594.0,integral
1080427472,,9.592,,4594.0,integral
1080428948,,9.353,,4488.0,integral
1080430437,,6.0153,,4418.0,integral
1080430552,,9.0081,,4656.0,integral
1080430563,,10.2866,,4656.0,integral
1080430883,,6.1604,,4378.0,integral
1080431058,,9.2924,,4840.0,integral
1080431076,,12.8813,,4840.0,integral
1080433260,,9.3321,,5346.0,integral
1080433597,,9.6135,,4454.0,integral
1080435157,,6.5507,,4362.0,integral
1080437124,Possible GRB,10.4489,0.15,5844.0,integral
1080437566,,6.0809,,4624.0,integral
1080439787,,9.0583,,4582.0,integral
1080449979,,6.1082,,4396.0,integral
1080450437,,9.3713,,4474.0,integral
1080451152,,6.0814,,4626.0,integral
1080451597,,6.1455,,4464.0,integral
1080451727,,9.2929,,4594.0,integral
1080452137,,9.3198,,4460.0,integral
1080452345,,6.3471,,4524.0,integral
1080452353,,7.115,,4524.0,integral
1080452373,,14.6954,,4436.0,integral
1080453191,,6.5302,,4392.0,integral
1080458705,,9.3356,,4446.0,integral
1080458724,,14.8347,,4396.0,integral
1080459445,,6.5552,,4452.0,integral
1080459563,Solar Activity,9.0462,,4546.0,integral
1080467272,Radiation Belt,6.0434,,4464.0,integral
1080555735,Short Spike,6.3743,,4488.0,integral
1080558649,Possible GRB,17.0874,2,18278.0,integral
1080558651,Possible GRB,21.7596,,18278.0,integral
1080613153,Short Spike,6.2149,,4450.0,integral
1080615727,Undefined,6.6302,,4346.0,integral
1080652478,Possible GRB,9.0159,8,4366.0,integral
1080661392,Undefined,6.0811,,4378.0,integral
1080666030,Possible GRB,9.1631,,15462.0,integral
1080666031,Possible GRB,9.6475,0.15,15462.0,integral
1080884827,Short Spike,10.2659,,4748.0,integral
1080894646,Short Spike,7.8007,,4436.0,integral
1080938825,Short Spike,12.0274,,4702.0,integral
1080965340,Possible GRB,6.8288,0.15,6628.0,integral
1081076331,Confirmed GRB,9.3683,,4300.0,integral
1081083969,Short Spike,6.772,,4390.0,integral
1081092780,Short Spike,6.1803,,4626.0,integral
1081105898,Short Spike,10.8298,0.15,4440.0,integral
1081192120,Solar Activity,9.208,60,4546.0,integral
1081192237,Solar Activity,6.031,,4468.0,integral
1081192257,Solar Activity,14.5261,,4480.0,integral
1081192900,Solar Activity,9.1882,,4896.0,integral
1081193258,Short Spike,6.0383,0.3,4346.0,integral
1081222525,Solar Activity,6.0555,,4326.0,integral
1081222971,Solar Activity,9.0298,,4388.0,integral
1081222973,Solar Activity,9.29,,4388.0,integral
1081223581,Solar Activity,9.2091,,4504.0,integral
1081223739,Solar Activity,6.2355,10,4536.0,integral
1081225812,Solar Activity,9.0445,60,4320.0,integral
1081386113,Undefined,6.1283,,4608.0,integral
1081386272,Undefined,7.7891,,4458.0,integral
1081386879,Undefined,9.6152,,4534.0,integral
1081387375,Undefined,6.397,,4466.0,integral
1081387744,Undefined,6.1537,,4376.0,integral
1081393984,Undefined,6.0987,,4406.0,integral
1081405301,Possible GRB,11.0304,0.15,6742.0,integral
1081408247,Short Spike,6.2782,,4414.0,integral
1081409991,Short Spike,6.2627,,4462.0,integral
1081410339,Short Spike,7.7977,,4500.0,integral
1081411695,Undefined,9.0582,,4420.0,integral
1081420880,Short Spike,9.1974,,4604.0,integral
1081423532,Undefined,9.4182,,4454.0,integral
1081423803,Short Spike,9.1858,,4452.0,integral
1081423941,Short Spike,6.0087,,4514.0,integral
1081433433,Short Spike,6.1653,,4634.0,integral
1081478724,Short Spike,6.8901,,4764.0,integral
1081487691,Short Spike,6.3977,,4690.0,integral
1081487910,Undefined,6.2027,1,4498.0,integral
1081488217,Undefined,6.2408,,4482.0,integral
1081580744,Short Spike,7.5801,,4562.0,integral
1081599583,Undefined,9.3955,,4440.0,integral
1081656886,Solar Activity,6.4779,,4360.0,integral
1081861446,Short Spike,6.5346,,4612.0,integral
1081861796,Short Spike,17.1114,,5484.0,integral
1081895845,Short Spike,8.3549,,4696.0,integral
1081898859,Short Spike,8.057,,4666.0,integral
1081919843,Short Spike,11.2333,,4744.0,integral
1081931245,Short Spike,11.661,,5054.0,integral
1081940879,Solar Activity,9.2752,,5118.0,integral
1081967072,Short Spike,6.0589,,4712.0,integral
1082104488,Possible GRB,9.482,~0.2,4812.0,integral
1082139622,Possible GRB,9.2592,0.2,6120.0,integral
1082145564,Possible GRB,10.5619,0.8,5316.0,integral
1082145566,Possible GRB,15.2072,0.8,5316.0,integral
1082166426,Short Spike,6.4121,,4566.0,integral
1082189109,Possible GRB,6.0033,0.8,4556.0,integral
1082201749,Short Spike,6.7885,0.1,4582.0,integral
1082209935,Possible GRB,6.905,0.1,4702.0,integral
1082239303,Possible GRB,11.6562,0.1,4804.0,integral
1082244062,Short Spike,6.6105,,4594.0,integral
1082270190,Possible GRB,11.0824,0.1,4954.0,integral
1082380351,Short Spike,13.3753,,5148.0,integral
1082438197,Short Spike,6.2338,,4558.0,integral
1082469983,Short Spike,-1.0,0.1,-1.0,integral
1082469990,Undefined,-1.0,,-1.0,integral
1082513163,Short Spike,6.4762,,4682.0,integral
1082514615,Solar Activity,9.1091,,8622.0,integral
1082514618,Solar Activity,10.1959,,8622.0,integral
1082519458,Short Spike,10.2289,,4720.0,integral
1082529605,Short Spike,9.7631,,6346.0,integral
1082529606,Short Spike,-1.0,0.1,-1.0,integral
1082687008,Solar Activity,9.4889,,4850.0,integral
1082687010,Solar Activity,11.4361,,4850.0,integral
1082700485,Possible GRB,10.6345,1,4998.0,integral
1082700487,Possible GRB,10.4597,,4998.0,integral
1082714064,Solar Activity,6.1245,,4418.0,integral
1082789700,Solar Activity,9.0264,,4548.0,integral
1082903513,Short Spike,6.1719,,5686.0,integral
1082910211,Possible GRB,9.3141,,8518.0,integral
1082910213,Possible GRB,15.2353,12,8518.0,integral
1082925490,Short Spike,6.0409,,4524.0,integral
1083011801,Short Spike,6.3397,,4728.0,integral
1083045821,Short Spike,6.0824,,4396.0,integral
1083131187,Short Spike,8.0809,,4598.0,integral
1083235932,Solar Activity,6.2871,,4694.0,integral
1083252180,Short Spike,9.8872,0.1,4750.0,integral
1083292447,Short Spike,9.4459,,5160.0,integral
1083292448,Short Spike,14.4745,0.1,5160.0,integral
1083465430,Short Spike,7.9806,0.1,4718.0,integral
1083479815,Possible GRB,9.2314,,6268.0,integral
1083479817,Undefined,9.3157,,6268.0,integral
1083479821,,9.0205,,6268.0,integral
1083504549,Undefined,6.2159,,4528.0,integral
1083543094,Short Spike,6.3854,0.1,5968.0,integral
1083564806,Short Spike,6.0458,0.1,4530.0,integral
1083651931,Short Spike,8.9922,0.1,4690.0,integral
1083663617,Short Spike,10.049,0.1,4838.0,integral
1083696280,Short Spike,9.0522,,4656.0,integral
1083719116,Possible GRB,8.8634,0.1,4664.0,integral
1083743857,Short Spike,8.1143,,4614.0,integral
1083756560,Short Spike,8.3084,,4696.0,integral
1083763097,Possible GRB,6.2874,0.1,6066.0,integral
1083811538,Possible GRB,9.3607,10,4500.0,integral
1083926597,Possible GRB,9.6387,4,4662.0,integral
1083926598,Possible GRB,10.1643,4,4662.0,integral
1083968259,Short Spike,6.4538,0.1,4704.0,integral
1083980211,Short Spike,8.8732,0.1,4706.0,integral
1084000768,Short Spike,9.359,0.15,4746.0,integral
1084183175,Possible GRB,9.6285,5,4588.0,integral
1084193382,Short Spike,6.1828,0.1,4600.0,integral
1084229847,Short Spike,7.9281,,4610.0,integral
1084241276,Short Spike,10.4123,,4764.0,integral
1084258312,Short Spike,12.9618,,4838.0,integral
1084280489,,-1.0,,-1.0,integral
1084280509,Possible GRB,9.0898,50,4536.0,integral
1084328662,Short Spike,6.0693,,5326.0,integral
1084434603,Solar Activity,6.0393,,4588.0,integral
1084434891,Solar Activity,6.6535,,4534.0,integral
1084442068,Short Spike,6.7359,,4686.0,integral
1084487194,Short Spike,10.9984,0.1,5068.0,integral
1084500908,Short Spike,9.1103,0.1,4804.0,integral
1084508315,Short Spike,8.5248,0.1,4620.0,integral
1084519270,Short Spike,6.5051,0.1,4592.0,integral
1084546673,Short Spike,6.4812,0.1,4734.0,integral
1084595202,,9.769,,4814.0,integral
1084595203,Possible GRB,10.3326,1.2,4814.0,integral
1085026350,Short Spike,18.798,,5608.0,integral
1085041412,Short Spike,8.5523,,4702.0,integral
1085091291,Short Spike,7.2564,,4642.0,integral
1085117326,Short Spike,7.3822,,4642.0,integral
1085283266,Short Spike,6.2225,,4632.0,integral
1085456173,Possible GRB,15.7884,0.4,5582.0,integral
1085482925,Short Spike,7.6519,,4690.0,integral
1085763338,Possible GRB,9.0837,8,5528.0,integral
1085779954,Short Spike,18.0778,,5510.0,integral
1085798989,Short Spike,6.019,,4666.0,integral
1085805867,Short Spike,6.0661,,4704.0,integral
1085829643,Undefined,8.7602,,4734.0,integral
1085882478,Short Spike,6.1341,,4812.0,integral
1085979208,Short Spike,10.0518,,4854.0,integral
1085992328,Short Spike,9.1866,,4756.0,integral
1086020299,,6.1177,,4554.0,integral
1086025943,,9.1919,,4670.0,integral
1086036900,,13.7307,,5226.0,integral
1086045302,,9.221,,4606.0,integral
1086045303,,9.2861,,4606.0,integral
1086071589,Possible GRB,9.1116,2,4748.0,integral
1086082564,Short Spike,7.1168,,4716.0,integral
1086106917,Short Spike,10.6509,,4994.0,integral
1086235080,Short Spike,6.1566,,4710.0,integral
1086277250,Possible GRB,9.1612,10,4664.0,integral
1086304116,Short Spike,7.6734,,4788.0,integral
1086338859,Short Spike,-1.0,,-1.0,integral
1086357730,Short Spike,9.6538,,4792.0,integral
1086383770,Short Spike,8.0227,0.1,5106.0,integral
1086384898,Short Spike,6.6022,0.1,4844.0,integral
1087009421,Short Spike,9.0074,0.1,4670.0,integral
1087021438,Short Spike,6.3436,0.1,6004.0,integral
1087067620,Short Spike,6.4136,,4592.0,integral
1087076625,Possible GRB,10.2854,1.5,6034.0,integral
1087076627,Undefined,10.7338,,6034.0,integral
1087101766,Possible GRB,6.4335,0.2,8346.0,integral
1087121238,Short Spike,9.0619,,4786.0,integral
1087122018,Short Spike,12.954,,5152.0,integral
1087180324,Short Spike,6.0026,,4672.0,integral
1087298550,Possible GRB,-1.0,40,-1.0,integral
1087379486,Short Spike,6.0231,,4712.0,integral
1087395098,Short Spike,6.6723,,4742.0,integral
1087395663,Short Spike,6.8248,,4738.0,integral
1087438288,Short Spike,8.5857,,4826.0,integral
1088615540,,16.7158,,4704.0,integral
1088616195,,13.1387,,5460.0,integral
1088616852,,16.6849,,4768.0,integral
1088617508,,14.3093,,4614.0,integral
1088618164,,14.1824,,4640.0,integral
1088618804,,12.5941,,4684.0,integral
1088619460,,15.1702,,4638.0,integral
1088621220,,12.4417,,4706.0,integral
1088621892,,14.5949,,4632.0,integral
1088622548,,16.054,,4610.0,integral
1088623204,,11.4201,,4614.0,integral
1088623860,,12.8629,,4640.0,integral
1088624516,,12.0965,,4604.0,integral
1088625172,,12.6322,,4610.0,integral
1088625844,,14.5327,,4688.0,integral
1088626500,,11.1231,,4704.0,integral
1088627156,,13.2236,,4614.0,integral
1088902125,Possible GRB,-1.0,90,-1.0,integral
1088985672,Possible GRB,-1.0,0.2,-1.0,integral
1089334666,,-1.0,,-1.0,integral
1089334686,Possible GRB,-1.0,,-1.0,integral
1089334687,Undefined,-1.0,,-1.0,integral
1089427943,Short Spike,6.8773,,6612.0,integral
1089630544,Short Spike,6.7828,,4726.0,integral
1089657144,Possible GRB,12.1822,0.5,5748.0,integral
1089657145,Possible GRB,13.6318,,5748.0,integral
1089677698,Solar Activity,9.0006,,4732.0,integral
1089678455,Short Spike,9.7254,,4798.0,integral
1089877481,Possible GRB,6.469,0.2,7284.0,integral
1089904745,Short Spike,13.2155,,5260.0,integral
1089915708,Solar Activity,9.2016,,4956.0,integral
1089929909,Short Spike,7.2908,,4728.0,integral
1089943360,Solar Activity,6.1658,,4684.0,integral
1089946945,Possible GRB,9.3588,~30,4780.0,integral
1089986016,Solar Activity,10.0601,,9594.0,integral
1090151199,Solar Activity,9.2491,,4588.0,integral
1090155158,Short Spike,7.5267,0.15,4652.0,integral
1090157918,Short Spike,10.3142,0.1,4926.0,integral
1090167937,Solar Activity,6.2023,,4692.0,integral
1090430037,Short Spike,7.3827,,4754.0,integral
1090432108,Short Spike,7.7627,,4696.0,integral
1090479685,Solar Activity,9.4275,,4558.0,integral
1090494880,Possible GRB,9.1146,0.2,4692.0,integral
1090507267,Short Spike,6.3291,,4782.0,integral
1090518192,Solar Activity,6.9138,,5026.0,integral
1090519013,Undefined,6.1458,,4886.0,integral
1090660269,Solar Activity,6.4057,,4560.0,integral
1090672552,Short Spike,6.0758,,4604.0,integral
1090740919,Possible GRB,9.9301,0.2,4650.0,integral
1090741651,Solar Activity,6.2127,7,5104.0,integral
1090742557,Solar Activity,6.1425,,4342.0,integral
1090742808,Undefined,6.1581,,4388.0,integral
1090743348,Solar Activity,10.8102,2x2,4778.0,integral
1090743780,Solar Activity,6.0626,,4340.0,integral
1090749282,Solar Activity,6.1202,,4326.0,integral
1090749472,Solar Activity,9.4391,,8018.0,integral
1090750775,Solar Activity,6.1102,,5074.0,integral
1090750794,,9.4868,,5074.0,integral
1090750799,Solar Activity,21.4876,,5074.0,integral
1090750939,Solar Activity,9.1123,,5616.0,integral
1090751028,Solar Activity,11.4059,,6998.0,integral
1090751038,Solar Activity,63.478,,6998.0,integral
1090751238,Undefined,6.1195,,4336.0,integral
1090751588,Solar Activity,9.1759,,4368.0,integral
1090760343,Solar Activity,6.6845,,4452.0,integral
1090761633,Solar Activity,6.0043,,4370.0,integral
1090770639,Undefined,6.237,,4414.0,integral
1090771156,Solar Activity,9.4196,,4466.0,integral
1090771313,Solar Activity,9.0554,,4562.0,integral
1090771850,Solar Activity,9.9673,,6814.0,integral
1090772013,Solar Activity,6.5351,,4796.0,integral
1090772137,Solar Activity,9.2547,,5262.0,integral
1090772156,Solar Activity,22.6308,,5262.0,integral
1090906068,Short Spike,6.4099,,4666.0,integral
1090907220,Solar Activity,6.9441,,4592.0,integral
1090908822,Solar Activity,9.2329,,4808.0,integral
1090908962,Undefined,9.0182,,4866.0,integral
1090908977,Undefined,9.071,,4866.0,integral
1090911848,Solar Activity,6.0308,,4890.0,integral
1090912711,Undefined,6.8125,,4676.0,integral
1090913277,Undefined,9.0542,,4706.0,integral
1090913685,Undefined,9.0205,,4892.0,integral
1090913921,Undefined,6.0092,,4764.0,integral
1090914210,Undefined,9.3554,,5104.0,integral
1090917515,Solar Activity,16.1656,,4838.0,integral
1090917939,Solar Activity,9.0584,,4740.0,integral
1090917940,Solar Activity,9.1382,,4740.0,integral
1090918511,Undefined,6.3606,,4892.0,integral
1090919559,Undefined,10.204,,4560.0,integral
1090919728,Undefined,11.9305,,4606.0,integral
1090922931,Undefined,6.21,,4942.0,integral
1090923718,Short Spike,7.7589,,4726.0,integral
1090924464,Short Spike,6.0701,,4736.0,integral
1090924603,Undefined,6.0374,,4724.0,integral
1090924621,Undefined,9.5276,,4846.0,integral
1090925466,Undefined,9.0618,,4896.0,integral
1090929515,Undefined,6.1562,,4708.0,integral
1090936556,Undefined,6.4631,,4556.0,integral
1090946877,Short Spike,6.4256,,4740.0,integral
1090962390,Short Spike,6.305,,4566.0,integral
1090967619,Solar Activity,9.3684,,4810.0,integral
1090968142,Solar Activity,9.3278,,4900.0,integral
1090968407,Solar Activity,9.1936,,4548.0,integral
1090968408,Solar Activity,9.2313,,4548.0,integral
1090968696,Solar Activity,9.5074,,4986.0,integral
1090969252,Solar Activity,9.1892,,5092.0,integral
1090970107,Undefined,9.251,,4714.0,integral
1090970108,Undefined,9.3768,,4714.0,integral
1090970114,Solar Activity,9.2648,,4714.0,integral
1090970243,Solar Activity,14.1756,,4656.0,integral
1090970263,Solar Activity,17.0393,,4526.0,integral
1090970675,Solar Activity,6.1772,,4566.0,integral
1090970891,Solar Activity,9.7285,,4818.0,integral
1090972238,Solar Activity,9.1246,,4572.0,integral
1090973337,Possible GRB,10.2694,0.3,5408.0,integral
1090973339,Possible GRB,14.7358,,5408.0,integral
1090973897,Short Spike,9.3267,,4634.0,integral
1091014164,Short Spike,6.3748,,4406.0,integral
1091058042,Short Spike,6.457,,4444.0,integral
1091143630,Short Spike,7.7818,,4522.0,integral
1091146636,Short Spike,7.1415,,4688.0,integral
1091161687,Undefined,6.6078,,4442.0,integral
1091210231,Short Spike,6.4541,,4640.0,integral
1091240643,Short Spike,6.5788,,5582.0,integral
1091415962,Short Spike,8.8771,,4854.0,integral
1091467823,Short Spike,6.0551,,4718.0,integral
1091469740,Possible GRB,10.2054,1,4592.0,integral
1091488547,Possible GRB,12.6497,0.1,4728.0,integral
1091497958,Short Spike,6.2412,,4492.0,integral
1091502331,Short Spike,6.2416,,4440.0,integral
1091550813,Short Spike,10.4965,,4598.0,integral
1091690420,Possible GRB,6.4984,0.1,7454.0,integral
1091704560,Short Spike,6.764,,4544.0,integral
1091738039,Short Spike,6.19,,4488.0,integral
1091741136,Short Spike,6.4238,,4368.0,integral
1091775970,Short Spike,6.762,,4480.0,integral
1091777970,Short Spike,8.2277,,4560.0,integral
