name,ra,dec,lii,bii,error_radius,time,end_time,Trigger Time,trigger_type,reliability,trigger_timescale,trigger_algorithm,channel_low,channel_high,adc_low,adc_high,detector_mask,geo_long,geo_lat,ra_scx,dec_scx,ra_scz,dec_scz,theta,phi,localization_source
TGF190402512,25.1667,-56.85,289.8479,-59.0102,50.0,1554200076.664849,1554200658.30587,1554200210.44292,TGF,1.0,16,43,5,7,1353,4095,11000,221.6833,3.4167,1.0116,39.6652,208.1593,47.0204,170.0,210.0,"Fermi, GBM FSW"
TGF160614507,240.3667,-56.85,326.7467,-3.0393,26.4667,1465898845.813715,1465899460.222775,1465898980.567561,TGF,1.0,16,116,5,7,1353,4095,10000100111011,283.05,10.7,94.138,32.7862,30.6773,-34.7484,85.0,213.0,"Fermi, GBM FSW"
TGF190509787,341.7,-56.85,330.9488,-52.9615,26.4833,1557420656.407763,1557421270.818391,1557420794.298103,TGF,1.0,16,119,5,7,1353,4095,11,14.0333,-4.2,60.7948,37.1122,190.1687,39.9773,155.0,180.0,"Fermi, GBM FSW"
TGF150220749,338.8667,-56.8333,332.5435,-51.756,29.2667,1424451353.137851,1424451967.547916,1424451486.724091,TGF,1.0,16,119,5,7,1353,4095,11,138.6333,-5.6333,316.0764,3.3917,223.3506,38.7437,135.0,310.0,"Fermi, GBM FSW"
TGF210513395,190.14,-56.67,301.4294,6.17,90.0,1620890789.503308,1620891403.913654,1620890926.097578,TGF,1.0,16,116,5,7,1353,4095,10011000000011,206.5833,-12.25,70.6532,-17.6508,188.7816,-55.9833,1.0436,104.299,"Fermi, GBM"
TGF200328092,91.1,-56.5833,264.9956,-28.7178,30.3667,1585357800.888647,1585358415.297948,1585357934.122525,TGF,1.0,16,116,5,7,1353,4095,11000011,46.85,-12.75,347.0183,11.1543,253.126,18.9968,140.0,243.0,"Fermi, GBM FSW"
TGF121001844,37.8,-56.4833,278.5488,-55.6667,12.1667,1349115172.137085,1349115786.547592,1349115310.267335,TGF,1.0,16,50,4,7,497,4095,1100,327.767,19.783,179.1928,1.4451,268.4139,-28.3184,85.0064,117.008,"Fermi, LAT"
TGF181218815,195.6333,-56.4833,304.4726,6.3553,26.6667,1545157883.645292,1545158498.059219,1545158020.848329,TGF,1.0,16,116,5,7,1353,4095,100100000010,21.2667,0.0,273.465,-28.4895,24.2748,-33.209,90.0,60.0,"Fermi, GBM FSW"
TGF130123444,108.0333,-56.45,267.1774,-19.6129,26.0333,1358933797.290945,1358934411.701131,1358933930.509052,TGF,1.0,16,116,5,7,1353,4095,11001,5.0333,-2.1,335.9333,13.1103,259.7414,-45.7013,75.0,235.0,"Fermi, GBM FSW"
TGF150202436,136.5667,-56.4,275.3517,-6.1124,23.5333,1422869107.539546,1422869721.947922,1422869242.949353,TGF,1.0,16,43,5,7,1353,4095,11000000011100,30.0167,-4.0667,286.0616,5.4741,11.8247,-37.6299,75.0,125.0,"Fermi, GBM FSW"
TGF121207917,264.9167,-56.4,335.6652,-13.1836,26.0,1354913873.074383,1354914487.485252,1354914005.428644,TGF,1.0,16,119,5,7,1353,4095,11,10.783,-0.05,250.6938,-45.4478,85.4622,-43.5903,80.0,350.0,"Fermi, GBM FSW"
TGF160824468,9.6833,-56.2667,306.5448,-60.7723,38.9,1472029930.322666,1472030544.732249,1472030068.70876,TGF,1.0,16,119,5,7,1353,4095,11,200.8333,22.3833,168.3222,-62.4872,332.1508,-26.5761,40.0,39.0,"Fermi, GBM FSW"
TGF101007410,45.4167,-56.2667,273.3624,-52.7289,28.4833,1286437649.217537,1286438263.627723,1286437787.123609,TGF,1.0,16,119,5,7,1353,4095,11,355.35,13.4,219.9886,13.6435,139.0275,-32.9126,65.0,216.0,"Fermi, GBM FSW"
TGF121212349,121.65,-56.25,270.3059,-12.7014,32.8167,1355296835.267343,1355297449.678655,1355296971.60569,TGF,1.0,16,119,5,7,1353,4095,11,,,265.7087,-19.3657,341.8349,34.3022,145.006,105.01,"Fermi, GBM"
TGF191021129,1.6667,-56.2,315.3418,-59.8365,32.1,1571619817.579146,1571620431.988809,1571619951.117146,TGF,1.0,16,116,5,7,1353,4095,1010000010,12.4167,12.8167,182.6714,-32.2473,68.1163,-33.3731,50.0,268.0,"Fermi, GBM FSW"
TGF151210379,194.2833,-56.1333,303.7308,6.7296,27.25,1449734627.250749,1449735241.661538,1449734759.460975,TGF,1.0,16,119,5,7,1353,4095,11,154.0,-5.5,294.5066,13.9639,37.914,42.9993,160.0,150.0,"Fermi, GBM FSW"
TGF111106412,279.95,-56.0667,339.5083,-20.6775,22.7,1320569478.621563,1320570093.032111,1320569614.911792,TGF,1.0,16,118,5,7,1353,4095,10101001,65.483,15.6,189.1919,2.5347,277.6605,-31.1194,25.0,96.0,"Fermi, GBM FSW"
TGF150820209,38.7333,-56.05,277.3529,-55.6349,26.4833,1440039514.141698,1440040128.551039,1440039652.367704,TGF,1.0,16,116,5,7,1353,4095,1000001111011,168.15,-4.0833,156.2825,5.0624,240.7711,-47.3132,75.0,110.0,"Fermi, GBM FSW"
TGF141003298,172.0167,-55.95,291.3952,5.043,28.35,1412312783.15856,1412313241.918172,1412312919.608755,TGF,1.0,16,119,5,7,1353,4095,11,282.5833,8.3167,177.7082,11.8688,72.3763,51.5208,135.0,302.0,"Fermi, GBM FSW"
TGF220622088,169.8,-55.65,290.1159,4.9097,16.3833,1655856255.58881,1655856861.808938,1655856386.967337,TGF,1.0,16,117,5,7,1353,4095,10100100000010,20.0167,-3.25,95.577,19.3815,347.956,40.7122,165.0,240.0,"Fermi, GBM FSW"
TGF190301418,226.7,-55.6,321.2861,2.3724,21.7833,1551430741.573307,1551431355.984539,1551430875.655581,TGF,1.0,16,43,5,7,1353,4095,10010001111000,133.7333,-2.3667,354.6995,-23.8581,111.5983,-45.6502,65.0084,89.0117,"Fermi, LAT"
TGF161118052,218.2667,-55.5833,317.0102,4.4858,25.9667,1479427942.926233,1479428557.337625,1479428075.360598,TGF,1.0,16,119,5,7,1353,4095,11,283.2833,-0.4333,243.8499,-39.7324,27.1539,-43.9701,80.0,21.0,"Fermi, GBM FSW"
TGF120329894,4.4667,-55.55,312.7177,-60.9358,17.4333,1333049081.168349,1333049687.386344,1333049212.562446,TGF,1.0,16,43,5,7,1353,4095,10001000000000,5.317,-3.267,18.2259,47.8831,180.6759,40.7621,165.003,160.023,"Fermi, GBM"
TGF120510198,264.1167,-55.5167,336.2202,-12.3543,31.4,1336617805.308567,1336618419.716942,1336617939.454249,TGF,1.0,16,119,5,7,1353,4095,11,87.95,-9.767,87.0861,-11.7517,5.6771,35.6807,125.0,242.0,"Fermi, GBM FSW"
TGF120223380,43.0833,-55.2,273.3435,-54.421,35.0,1329984262.19548,1329984876.605143,1329984396.661538,TGF,1.0,16,119,5,7,1353,4095,11,104.2,-2.883,312.5689,29.8952,5.344,-46.4581,25.0394,192.018,"Fermi, GBM"
TGF230425046,144.333,-55.1833,277.5849,-2.1678,28.6333,1682377433.112583,1682378047.522688,1682377566.346662,TGF,1.0,16,116,5,7,1353,4095,1111100011,342.1833,5.4667,357.8542,-32.8421,236.4098,-38.9442,59.9956,273.013,"Fermi, GBM"
TGF180102449,113.2667,-55.1667,267.0837,-16.4064,34.8333,1514886291.213995,1514886897.433721,1514886422.992399,TGF,1.0,16,119,5,7,1353,4095,11,138.3,-18.8167,283.2823,-23.4327,74.6459,-63.7188,20.0,120.0,"Fermi, GBM FSW"
TGF101022830,306.8167,-55.0833,342.9128,-35.5033,35.15,1287770026.462711,1287770591.721042,1287770111.808175,TGF,1.0,16,118,5,7,1353,4095,11001,294.617,0.033,198.8688,-3.2668,291.9784,-43.5423,15.0,120.0,"Fermi, GBM FSW"
TGF111210260,337.85,-54.9667,335.5639,-52.3563,24.3667,1323493936.391781,1323494550.802571,1323494075.146048,TGF,1.0,16,116,5,7,1353,4095,10011010000011,134.467,-19.65,246.1376,-1.2079,338.726,-64.9731,10.0,270.0,"Fermi, GBM FSW"
TGF190330372,281.8167,-54.8333,341.1115,-21.3109,16.9,1553932404.673599,1553933019.084066,1553932536.931702,TGF,1.0,16,116,5,7,1353,4095,1001000100011,100.4833,4.1833,357.1984,37.2868,28.5445,-48.2809,60.0,115.9833,"Fermi, GBM FSW"
TGF100705663,66.7167,-54.8,263.804,-42.4683,30.5833,1278337929.762062,1278338486.826311,1278338065.651971,TGF,1.0,16,118,5,7,1353,4095,1011001,277.683,9.667,117.2687,35.1498,57.7671,-35.7836,20.0,240.0,"Fermi, GBM FSW"
TGF121008333,115.0333,-54.7,267.0873,-15.2893,26.2167,1349675854.093543,1349676468.502843,1349675986.911491,TGF,1.0,16,117,5,7,1353,4095,10100000010,89.367,22.717,146.797,35.1035,216.4732,-26.2954,75.0,94.0,"Fermi, GBM FSW"
TGF171018276,359.1167,-54.6667,319.2301,-60.6879,35.0,1508301351.336832,1508301842.865247,1508301486.811092,TGF,1.0,16,117,5,7,1353,4095,110100000010,279.9333,8.9333,202.6181,-53.6201,23.9592,-36.3725,25.0,324.0,"Fermi, GBM FSW"
TGF151111631,41.3833,-54.5,273.5207,-55.6199,50.0,1447250813.418035,1447251427.82806,1447250946.572091,TGF,1.0,16,116,5,7,1353,4095,10100000011011,256.6667,8.8833,231.6955,-35.046,205.2166,51.9176,170.0,270.0,"Fermi, GBM FSW"
TGF100920577,152.45,-54.2833,280.6878,1.4546999999999999,27.2833,1284983351.478043,1284983965.889154,1284983490.456489,TGF,1.0,16,118,5,7,1353,4095,1100101,104.317,-4.567,199.4867,41.7104,336.9945,39.6011,165.0,160.0,"Fermi, GBM FSW"
TGF170118975,280.9833,-54.1667,341.6346,-20.6476,26.3833,1484778123.864649,1484778738.275197,1484778259.114891,TGF,1.0,16,116,5,7,1353,4095,1000001010011,14.8333,-2.6167,262.5564,22.9229,150.7327,41.318,145.0,290.0,"Fermi, GBM FSW"
TGF141218784,220.4667,-53.8,318.8945,5.614,23.35,1418924775.883837,1418925390.294345,1418924912.798122,TGF,1.0,16,116,5,7,1353,4095,10111110010011,83.5167,5.8167,294.9244,28.2934,63.5571,49.2319,165.0,200.0,"Fermi, GBM FSW"
TGF150817861,83.5667,-53.6667,261.2345,-32.7893,34.7833,1439836655.245154,1439837261.46162,1439836781.790836,TGF,1.0,16,117,5,7,1353,4095,1010100000010,121.4667,8.7667,113.528,-9.756,16.9319,-33.7462,50.0,327.0,"Fermi, GBM FSW"
TGF160622824,73.9833,-53.5667,261.3087,-38.4703,26.4833,1466617499.771744,1466618114.178993,1466617634.861375,TGF,1.0,16,119,5,7,1353,4095,11,76.3333,-1.95,173.7263,25.8439,255.5199,-16.42,110.001,118.001,"Fermi, GBM"
TGF170206414,145.633,-53.3167,276.9227,-0.2645,35.0333,1486371207.304591,1486371821.71538,1486371345.418869,TGF,1.0,16,118,5,7,1353,4095,1000101,130.3167,-23.05,315.8792,-12.7726,54.2088,-32.5805,65.2081,115.924,"Fermi, GBM"
TGF151115569,79.3833,-53.2333,260.6728,-35.2744,29.4167,1447591050.685546,1447591665.097019,1447591189.776081,TGF,1.0,16,117,5,7,1353,4095,1000100000010,100.6,6.2167,245.4651,-43.701,24.4278,-38.2835,40.0,78.0,"Fermi, GBM FSW"
TGF140811380,140.1833,-53.1667,274.4333,-2.3766,29.6,1407740728.910789,1407741236.822096,1407740864.288731,TGF,1.0,16,119,5,7,1353,4095,11,295.85,11.7333,152.8074,-1.0213,64.275,55.161,125.0,317.0,"Fermi, GBM FSW"
TGF190826301,150.2167,-53.1333,278.9415,1.6027,31.0167,1566796273.661792,1566796888.072582,1566796406.495994,TGF,1.0,16,117,5,7,1353,4095,110000000010,206.0,-12.7333,159.0499,14.4116,262.5573,42.2687,135.0,57.9833,"Fermi, GBM FSW"
TGF150401405,264.4167,-53.1333,338.4096,-11.2963,35.0,1427874036.793381,1427874495.553114,1427874171.883576,TGF,1.0,16,119,5,7,1353,4095,11,283.7333,8.5167,3.5064,2.8022,274.2005,-13.9,40.0,258.0,"Fermi, GBM FSW"
TGF121031293,74.95,-53.1,260.6541,-37.935,15.2833,1351663174.29395,1351663780.512629,1351663305.976117,TGF,1.0,16,116,5,7,1353,4095,11000000000011,150.617,-7.633,204.0407,-25.3233,272.8263,37.4057,160.0,90.0,"Fermi, GBM FSW"
TGF121101287,95.2667,-53.0667,261.5152,-25.7945,26.5167,1351749059.725629,1351749674.136338,1351749193.503821,TGF,1.0,16,117,5,7,1353,4095,100100000010,147.733,-6.4,215.9445,-13.282,322.0435,-49.593,70.0,97.0,"Fermi, GBM FSW"
TGF150423749,339.467,-52.95,337.5187,-54.2558,16.0667,1429804592.343231,1429805206.753054,1429804730.153306,TGF,1.0,16,117,5,7,1353,4095,1100000000010,3.55,0.3167,25.9664,18.0501,97.915,-43.5569,70.0031,80.9922,"Fermi, GBM"
TGF110719400,356.4333,-52.9333,323.8242,-61.4482,29.2,1311060852.497658,1311061466.905873,1311060988.547413,TGF,1.0,16,116,5,7,1353,4095,1000000101011,296.433,19.633,89.3069,7.2501999999999995,3.2595,-28.4501,25.0,252.0,"Fermi, GBM FSW"
TGF200714606,303.7167,-52.8667,345.6226,-33.6978,26.3333,1594729833.169149,1594730423.004091,1594729968.963504,TGF,1.0,16,119,5,7,1353,4095,11,277.8,11.8833,131.9156,30.1431,55.1353,-21.4956,85.0,203.0,"Fermi, GBM FSW"
TGF211121129,101.95,-52.85,262.3521,-21.8376,35.1833,1637460173.697951,1637460788.111517,1637460306.148732,TGF,1.0,16,119,5,7,1353,4095,11,24.3833,-7.3167,250.122,-8.6849,152.2332,-41.9405,34.9167,227.351,"Fermi, GBM"
TGF170615456,149.5667,-52.85,278.4584,1.5905,31.85,1497516839.81106,1497517454.22193,1497516974.997331,TGF,1.0,16,119,5,7,1353,4095,11,118.25,4.3833,88.1351,29.0898,215.6282,47.5707,115.0,100.0,"Fermi, GBM FSW"
TGF170220864,129.0833,-52.8,269.7918,-7.2059,29.1667,1487619747.56282,1487620361.972322,1487619882.444768,TGF,1.0,16,119,5,7,1353,4095,11,142.4667,5.0,325.921,-18.486,219.9211,-39.5041,60.0,250.0,"Fermi, GBM FSW"
TGF141208860,303.3667,-52.5167,346.0345,-33.4747,26.1667,1418067375.963588,1418067990.373412,1418067513.309775,TGF,1.0,16,117,5,7,1353,4095,10111000000010,107.1333,-6.4,216.1259,19.9371,106.6987,42.519800000000004,165.0,200.0,"Fermi, GBM FSW"
TGF190913935,345.8667,-52.5,333.9935,-57.6212,16.75,1568406263.235019,1568406877.645205,1568406395.141003,TGF,1.0,16,116,5,7,1353,4095,100000100011,261.4667,17.4333,164.613,-23.4856,198.9469,62.2468,160.0,135.0,"Fermi, GBM FSW"
TGF181002333,171.483,-52.4833,289.9713,8.2235,50.0,1538459857.865922,1538460472.276108,1538459992.172053,TGF,1.0,16,118,5,7,1353,4095,10000101,306.9167,19.6,181.8791,18.2214,46.5817,65.1484,150.029,309.936,"Fermi, GBM"
TGF131108034,9.4833,-52.4667,307.7187,-64.5359,27.15,1383868036.186869,1383868650.598101,1383868168.845092,TGF,1.0,16,117,5,7,1353,4095,1001000000010,273.65,10.2833,239.6162,-31.9568,355.6005,-35.0813,20.0,75.0,"Fermi, GBM FSW"
TGF211105790,306.2,-52.4,346.212,-35.1987,21.5333,1636134919.234863,1636135533.644767,1636135053.172982,TGF,1.0,16,43,5,7,1353,4095,1010000,131.8,-13.4667,206.8595,-7.1325,121.4688,32.7082,160.0,270.0,"Fermi, GBM FSW"
TGF101114700,205.45,-52.3167,310.7034,9.7935,32.5333,1289749526.15418,1289750140.563843,1289749662.028277,TGF,1.0,16,118,5,7,1353,4095,1001001,150.1,-6.817,188.8635,30.1267,71.9056,37.9972,145.0,281.0,"Fermi, GBM FSW"
TGF181229647,172.85,-51.9667,290.6081,8.9796,26.0333,1546093768.352951,1546094382.766838,1546093901.763774,TGF,1.0,16,119,5,7,1353,4095,11,9.2667,-5.6667,270.1202,-26.2116,351.4517,17.0216,145.049,60.973,"Fermi, GBM"
TGF180531403,304.75,-51.9667,346.7272,-34.3049,50.0,1527752279.6747,1527752820.357786,1527752416.07742,TGF,1.0,16,119,5,7,1353,4095,11,277.2833,10.1667,80.9117,6.1003,342.6446,53.377,110.0,236.0,"Fermi, GBM FSW"
TGF171216456,201.9333,-51.8667,308.6178,10.6039,25.8333,1513418024.212673,1513418638.623624,1513418159.206992,TGF,1.0,16,116,5,7,1353,4095,1001000101011,146.75,-6.2333,311.1665,22.8201,60.5558,38.2729,150.0,170.0,"Fermi, GBM FSW"
TGF190620907,169.9833,-51.8333,288.8738,8.5233,26.75,1561059859.243834,1561060473.6541,1561059993.245924,TGF,1.0,16,50,4,7,497,4095,10100000000000,325.3667,12.75,101.5122,16.0762,180.574,-33.3621,20.0,90.0,"Fermi, GBM FSW"
TGF160426457,328.867,-51.6833,343.9606,-49.0031,26.2333,1461660935.410582,1461661549.821492,1461661072.244883,TGF,1.0,16,117,5,7,1353,4095,11000000000010,136.9,-8.05,41.9539,4.5445,126.2101,-51.5437,75.0114,83.0023,"Fermi, LAT"
TGF191202988,40.8667,-51.5833,269.8061,-57.7279,20.6333,1575326420.33776,1575327034.747624,1575326559.571888,TGF,1.0,16,118,5,7,1353,4095,1101,119.5333,-0.8167,258.7089,-37.4371,213.8474,42.795,170.0,300.0,"Fermi, GBM FSW"
TGF231222461,42.13,-51.48,268.7637,-57.1678,50.0,1703239311.531052,1703239925.942606,1703239445.789386,TGF,1.0,16,118,5,7,1353,4095,1010001,123.1833,14.0333,277.8413,-11.7864,348.2928,58.0519,117.995,101.999,"Fermi, GBM"
TGF130131559,194.2333,-51.4333,303.8057,11.4291,21.6833,1359634994.86987,1359635601.088911,1359635126.616128,TGF,1.0,16,116,5,7,1353,4095,1000010010,94.6833,8.6167,330.4195,-34.0755,90.2626,-36.3408,70.0,86.0,"Fermi, GBM FSW"
TGF181110809,291.2667,-51.3667,346.311,-25.9404,27.1167,1541874176.358081,1541874749.810171,1541874274.679978,TGF,1.0,16,119,5,7,1353,4095,11,120.7167,-8.9167,233.3626,-8.107,132.8412,-52.0425,75.0,297.0,"Fermi, GBM FSW"
TGF170325758,174.4,-51.3167,291.3433,9.886,26.0833,1490461768.100117,1490461956.519252,1490461901.494284,TGF,1.0,16,119,5,7,1353,4095,11,293.6,0.5333,6.8317,46.582,3.2127,-43.361,85.0245,188.017,"Fermi, GBM"
TGF131203777,328.5,-51.2167,344.7463,-48.9398,14.1167,1386092182.608882,1386092797.018906,1386092315.923065,TGF,1.0,16,43,5,7,1353,4095,11111110001000,132.5333,-5.4833,259.2595,-12.4549,154.735,-48.6303,80.0,293.0,"Fermi, GBM FSW"
TGF230129721,150.4333,-51.1833,277.8722,3.2395,33.65,1675008972.23956,1675009586.651033,1675009105.201904,TGF,1.0,16,116,5,7,1353,4095,11100100001010,23.5333,-5.4333,321.2242,-22.4156,62.142,-24.6632,70.0,107.0,"Fermi, GBM FSW"
TGF220108685,214.7667,-51.1333,316.6595,9.3878,26.5667,1641655458.735546,1641656073.150077,1641655597.890696,TGF,1.0,16,119,5,7,1353,4095,11,15.2667,-6.8167,287.2324,-22.4266,15.5447,4.0818,130.0,52.0,"Fermi, GBM FSW"
TGF190209144,334.6167,-51.0667,342.7094,-52.5569,30.7333,1549679063.836075,1549679678.248917,1549679203.070886,TGF,1.0,16,119,5,7,1353,4095,11,20.6,-6.8333,333.7513,-1.9442,241.4322,-50.0068,55.0,323.0,"Fermi, GBM FSW"
TGF100513287,310.0333,-50.9167,347.9992,-37.6036,21.9333,1273726280.251086,1273726894.661352,1273726413.245134,TGF,1.0,16,116,5,7,1353,4095,11000101010011,90.85,15.5,51.757,63.1994,49.3515,-26.7803,75.0,141.0,"Fermi, GBM FSW"
TGF150528946,324.8333,-50.8333,346.2812,-46.8408,29.0167,1432845606.899706,1432846221.309087,1432845743.829681,TGF,1.0,16,117,5,7,1353,4095,11000000000010,214.3,7.0,52.104,37.8988,105.2421,-37.6188,85.0,117.0,"Fermi, GBM FSW"
TGF200816881,168.6667,-50.5,287.6082,9.4702,34.9333,1597604770.786965,1597605385.197151,1597604907.685116,TGF,1.0,16,119,5,7,1353,4095,11,269.1167,16.0333,120.7062,44.812,174.1645,-30.9355,20.0,135.0,"Fermi, GBM FSW"
TGF121125700,130.1333,-50.45,268.2955,-5.2734,23.0,1353858303.785039,1353858918.195145,1353858437.083049,TGF,1.0,16,117,5,7,1353,4095,1100000000010,16.1,-5.95,219.0736,4.7083,303.5625,-49.3842,80.0,93.0,"Fermi, GBM FSW"
TGF180626653,139.65,-50.3333,272.187,-0.6173,26.2667,1530020293.383457,1530020907.792798,1530020429.561515,TGF,1.0,16,119,5,7,1353,4095,11,165.5833,-9.0167,76.2192,0.1742,346.4438,-52.2031,75.0,287.0,"Fermi, GBM FSW"
TGF120114563,322.1833,-50.3333,347.5373,-45.317,35.0333,1326544151.328045,1326544765.738311,1326544284.610122,TGF,1.0,16,119,5,7,1353,4095,11,20.633,-17.283,290.2407,27.2219,304.9514,-61.9939,15.0,300.0,"Fermi, GBM FSW"
TGF230218873,90.49,-50.26,257.8146,-28.1975,90.0,1676750137.404563,1676750751.818047,1676750269.359389,TGF,1.0,16,119,5,7,1353,4095,11,17.3833,-6.9333,337.1519,-18.3298,90.7771,-50.4199,0.2514,289.453,"Fermi, GBM"
TGF150917769,195.2833,-50.1667,304.523,12.6751,26.1667,1442507062.2457,1442507676.65484,1442507200.759654,TGF,1.0,16,119,5,7,1353,4095,11,169.05,21.6,172.0381,4.1226,79.454,32.026,130.0,314.0,"Fermi, GBM FSW"
TGF190710651,169.2667,-50.15,287.8401,9.936,50.0,1562765743.652183,1562766349.870943,1562765875.222421,TGF,1.0,16,119,5,7,1353,4095,11,267.8,10.8833,127.3582,32.9332,55.0033,-25.0776,85.0,269.0,"Fermi, GBM FSW"
TGF170401359,234.4,-49.9333,328.2867,4.5783000000000005,32.85,1491028438.130862,1491029052.540524,1491028577.044974,TGF,1.0,16,43,5,7,1353,4095,1011100000,4.4667,10.45,22.3581,13.1355,301.8148,-35.1482,50.0,203.0,"Fermi, GBM FSW"
TGF110924559,316.5667,-49.85,348.9806,-41.8357,33.1833,1316863331.578079,1316863945.988345,1316863466.092336,TGF,1.0,16,119,5,7,1353,4095,11,142.05,-6.433,195.7326,-23.378,316.5719,-49.8603,0.0,0.0,"Fermi, GBM FSW"
TGF201229999,5.85,-49.5167,314.6164,-66.9706,28.1667,1609282543.322454,1609283157.736181,1609282675.597215,TGF,1.0,16,119,5,7,1353,4095,11,73.7167,-15.6833,290.8128,-12.1885,188.1386,-45.4487,85.0,289.0,"Fermi, GBM FSW"
TGF170826843,288.6667,-49.5167,347.8844,-23.9088,24.8167,1503771093.943101,1503771700.159447,1503771225.496843,TGF,1.0,16,116,5,7,1353,4095,10010000010,146.4667,-1.2333,145.9448,-25.8262,359.3071,-59.9088,40.0,258.0,"Fermi, GBM FSW"
TGF171223392,321.6833,-49.2833,349.0891,-45.2005,34.9,1514017363.183674,1514017977.594303,1514017495.937812,TGF,1.0,16,119,5,7,1353,4095,11,128.4333,-11.95,252.4612,10.7389,323.9353,-59.167,10.0,300.0,"Fermi, GBM FSW"
TGF181206829,83.5,-49.2333,255.9751,-32.5474,26.15,1544122325.199813,1544122874.073721,1544122397.07305,TGF,1.0,16,116,5,7,1353,4095,10000000010011,283.3333,-3.1833,233.0722,-2.7828,326.0083,-46.4998,70.0,124.0,"Fermi, GBM FSW"
TGF240310563,321.183,-49.1667,349.3318,-44.8989,34.85,1710073671.318863,1710074285.729291,1710073807.704967,TGF,1.0,16,119,5,7,1353,4095,11,346.9667,-5.9833,6.3155,34.1892,328.8495,-49.4405,4.9978,120.054,"Fermi, GBM"
TGF150102255,128.967,-49.0667,266.7311,-5.0419,17.65,1420175133.090931,1420175747.501962,1420175268.533206,TGF,1.0,16,1,3,4,259,1352,1100,119.95,-13.0833,263.501,5.1648,345.6083,-56.6458,69.9963,124.027,"Fermi, GBM"
TGF111209613,106.9333,-49.0167,259.5864,-17.6232,32.3333,1323438026.899423,1323438641.310574,1323438160.181701,TGF,1.0,16,117,5,7,1353,4095,110000000010,91.183,13.617,274.4336,-48.1341,49.8979,-32.5706,45.0,79.0,"Fermi, GBM FSW"
TGF110315661,55.3167,-48.95,258.3764,-50.8128,50.0,1300200576.5157,1300201190.926127,1300200709.205948,TGF,1.0,16,116,5,7,1353,4095,11101101010011,149.767,-2.967,334.4939,19.2933,226.8048,40.9575,170.0,210.0,"Fermi, GBM FSW"
TGF100903902,346.2167,-48.7833,339.3216,-60.1298,20.15,1283542589.674504,1283543204.084609,1283542728.892659,TGF,1.0,16,119,5,7,1353,4095,11,290.967,1.983,141.33,-18.9237,210.7942,45.657,150.0,130.0,"Fermi, GBM FSW"
TGF100901312,31.2667,-48.7667,274.4817,-64.0945,28.4833,1283318845.290077,1283319459.69986,1283318978.092052,TGF,1.0,16,119,5,7,1353,4095,11,143.567,-7.283,171.0598,-4.6015,266.6584,-50.4782,70.0,118.0,"Fermi, GBM FSW"
TGF160704661,329.1333,-48.75,348.1772,-50.0751,32.8167,1467640196.602736,1467640811.012158,1467640331.852697,TGF,1.0,16,116,5,7,1353,4095,11000010011,108.45,22.7833,125.8289,-56.4372,281.1421,-31.0826,40.0,63.0,"Fermi, GBM FSW"
TGF200528208,232.6667,-48.7,328.086,6.2388,26.05,1590634643.364291,1590635257.774115,1590634779.638346,TGF,1.0,16,119,5,7,1353,4095,11,112.85,-7.5167,70.0725,36.0375,44.1104,-51.02,80.0,195.0,"Fermi, GBM FSW"
TGF170902029,11.0333,-48.6667,306.2116,-68.415,26.3167,1504305587.248166,1504306201.658513,1504305726.338339,TGF,1.0,16,117,5,7,1353,4095,1011100000010,270.2833,22.8333,157.1905,-4.1591,235.4738,70.2984,150.0,190.0,"Fermi, GBM FSW"
TGF230729220,55.3833,-48.5833,257.8022,-50.8831,27.1167,1690600459.844917,1690601066.065165,1690600590.967441,TGF,1.0,16,118,5,7,1353,4095,11001,271.5167,12.5333,131.188,25.0902,266.0049,56.404,160.0,239.984,"Fermi, GBM"
TGF160607387,76.5333,-48.2333,254.4813,-37.0855,33.6,1465283680.006814,1465284294.41708,1465283818.392988,TGF,1.0,16,116,5,7,1353,4095,10000000000111,103.2,24.8667,60.4581,32.0639,133.5646,-24.8865,50.0016,78.9848,"Fermi, GBM"
TGF151028625,148.95,-48.2333,275.3051,4.9902999999999995,50.0,1446040640.000747,1446041254.411054,1446040776.386891,TGF,1.0,16,116,5,7,1353,4095,10110110010111,14.75,5.75,220.861,-4.0357,306.2252,48.8812,165.0,0.0,"Fermi, GBM FSW"
TGF171030532,203.7167,-48.1667,310.3738,14.0765,35.1667,1509363806.084235,1509364420.494059,1509363942.966212,TGF,1.0,16,116,5,7,1353,4095,1011000000111,295.1833,1.65,245.2737,33.7476,192.4157,-42.1048,10.0,270.0,"Fermi, GBM FSW"
TGF230331173,135.367,-47.85,268.4592,-0.9795,50.0,1680228551.822501,1680229067.92632,1680228589.934908,TGF,1.0,16,119,5,7,1353,4095,11,26.4167,-25.55,7.9099,4.0429,278.0794,-2.3969,120.192,237.888,"Fermi, GBM"
TGF130525418,37.2,-47.7167,266.7349,-61.9949,25.8167,1369468746.597299,1369469361.007766,1369468885.575584,TGF,1.0,16,116,5,7,1353,4095,1101000101011,122.2667,10.4833,63.316,22.0002,179.6761,47.6993,155.0,48.0,"Fermi, GBM FSW"
TGF171108283,145.85,-47.7167,273.3695,4.0683,17.2,1510119909.068871,1510120523.479056,1510120047.775018,TGF,1.0,16,119,5,7,1353,4095,11,140.5,-3.4833,195.5141,20.7855,261.518,-46.974,70.0,81.0,"Fermi, GBM FSW"
