name,ra,dec,lii,bii,error_radius,time,end_time,Trigger Time,trigger_type,reliability,trigger_timescale,trigger_algorithm,channel_low,channel_high,adc_low,adc_high,detector_mask,geo_long,geo_lat,ra_scx,dec_scx,ra_scz,dec_scz,theta,phi,localization_source
TGF220903773,75.25,13.2,187.5687,-17.3037,34.95,1662222665.452203,1662223279.861182,1662222797.934003,TGF,1.0,16,119,5,7,1353,4095,11,172.2,25.2333,166.4221,4.9307,73.1965,33.1132,20.0813,270.033,"Fermi, GBM"
TGF150122819,66.0,13.5833,181.523,-24.3204,26.85,1421951852.395132,1421952466.804916,1421951987.229162,TGF,1.0,16,119,5,7,1353,4095,11,128.1667,-8.2667,315.0564,-7.3850999999999996,215.7031,-51.4269,135.0,238.0,"Fermi, GBM FSW"
TGF180901684,259.8,13.9,35.5236,26.6108,34.9333,1535811806.315795,1535812420.728073,1535811940.846306,TGF,1.0,16,118,5,7,1353,4095,10001001,15.8667,2.2833,159.8919,8.2925,248.644,-8.498,25.0201,251.996,"Fermi, GBM"
TGF180530478,80.2833,13.9333,189.7267,-12.8163,26.4833,1527672388.439678,1527673002.852117,1527672525.082348,TGF,1.0,16,117,5,7,1353,4095,10100000000010,256.6333,10.4667,82.2506,2.9352,348.2438,53.7291,80.0,5.0,"Fermi, GBM FSW"
TGF150327463,261.9,13.9667,36.5007,24.7714,27.9333,1427450691.974933,1427451273.617001,1427450797.096632,TGF,1.0,16,119,5,7,1353,4095,11,22.5333,-23.1833,10.8992,8.8927,292.0011,-50.9035,70.0,107.0,"Fermi, GBM FSW"
TGF190612260,17.5667,14.0,129.8501,-48.6187,31.0667,1560312695.272551,1560313154.033732,1560312829.61107,TGF,1.0,16,119,5,7,1353,4095,11,277.7667,7.5833,76.7052,29.8792,302.1608,50.6803,70.0,306.0,"Fermi, GBM FSW"
TGF140924695,203.0667,14.1667,341.2654,73.9175,26.7,1411569477.702297,1411570092.112242,1411569611.0164,TGF,1.0,16,119,5,7,1353,4095,11,181.3833,18.0667,184.4591,-6.4855,107.2495,62.8197,80.0,26.0,"Fermi, GBM FSW"
TGF151128116,347.15,14.3833,88.7631,-41.5658,29.2167,1448675056.674439,1448675671.085067,1448675194.244644,TGF,1.0,16,119,5,7,1353,4095,11,129.0,-10.9,223.1057,26.6686,268.8522,-54.2558,95.0,248.0,"Fermi, GBM FSW"
TGF121023222,272.55,15.0167,42.0067,15.7823,26.8167,1350962234.176621,1350962848.586726,1350962370.94679,TGF,1.0,16,117,5,7,1353,4095,1000100000010,287.417,14.367,218.5871,27.7779,7.5473,58.4177,80.0,51.0,"Fermi, GBM FSW"
TGF100905109,312.2333,15.1,60.9549,-17.619,34.8833,1283646889.488418,1283647503.898765,1283647028.082637,TGF,1.0,16,119,5,7,1353,4095,11,281.083,25.05,209.3005,-19.9844,308.9577,-24.7634,40.0,243.0,"Fermi, GBM FSW"
TGF190604577,67.8167,15.1667,181.363,-21.9577,26.1167,1559648955.866995,1559649570.280963,1559649090.893863,TGF,1.0,16,116,5,7,1353,4095,1001100000010,95.55,15.85,62.8005,6.4798,164.2393,60.2005,80.0,0.0,"Fermi, GBM FSW"
TGF210821332,326.1,15.3167,70.2903,-27.8781,26.1333,1629525386.603102,1629525894.515535,1629525519.565205,TGF,1.0,16,119,5,7,1353,4095,11,107.55,15.4833,142.6144,-1.6476,229.8298,59.3718,80.0,190.0,"Fermi, GBM FSW"
TGF161207863,307.94,15.44,58.7965,-14.0192,3.86,1481139594.540113,1481140208.950138,1481139728.446126,TGF,1.0,16,43,5,7,1353,4095,10100,175.0167,-10.4167,275.5498,28.7886,233.9929,-53.7091,93.2575,327.449,"Fermi, LAT"
TGF200218664,282.3,15.45,46.511,7.4609,23.05,1582037596.524806,1582038210.937768,1582037734.639607,TGF,1.0,16,117,5,7,1353,4095,1100000010,138.5667,-13.45,326.769,-22.1816,197.7731,-57.0597,100.0,57.0,"Fermi, GBM FSW"
TGF210427309,220.5667,15.5,14.2867,61.7798,26.25,1619500973.728846,1619501588.141888,1619501112.227713,TGF,1.0,16,118,5,7,1353,4095,11010001,131.15,-11.2167,28.5981,17.9387,107.7687,-30.1295,115.0,205.0,"Fermi, GBM FSW"
TGF110218834,231.7,15.65,23.3531,52.2336,34.8333,1298055515.882586,1298056130.292691,1298055654.140818,TGF,1.0,16,119,5,7,1353,4095,11,100.667,3.667,321.255,41.0911,160.8282,47.2137,65.0,282.0,"Fermi, GBM FSW"
TGF110801661,289.4833,15.7,49.883,1.4073,34.8833,1312206610.888195,1312207225.297536,1312206745.658214,TGF,1.0,16,119,5,7,1353,4095,11,121.25,12.267,179.7476,-25.9718,288.7411,-33.7481,50.0,236.0,"Fermi, GBM FSW"
TGF110913740,119.95,16.2,205.5073,22.2335,25.2833,1315928636.063205,1315929250.473028,1315928769.313256,TGF,1.0,16,117,5,7,1353,4095,10000100000010,87.233,22.35,169.1451,18.8386,15.0772,69.2243,80.0,314.0,"Fermi, GBM FSW"
TGF180530413,84.95,16.3167,190.093,-7.7328,23.2167,1527666705.33375,1527667213.248074,1527666842.904438,TGF,1.0,16,117,5,7,1353,4095,1100000010,282.15,9.9,83.0037,2.3431,349.8794,53.1027,80.0,10.0,"Fermi, GBM FSW"
TGF200718544,206.15,16.35,354.4601,73.6349,34.5,1595070076.53383,1595070690.946712,1595070215.000631,TGF,1.0,16,117,5,7,1353,4095,100100000010,136.8833,9.8,118.418,20.7193,238.9916,53.3637,44.9944,78.9869,"Fermi, GBM"
TGF121103428,318.2,16.5333,65.8432,-21.331,35.0167,1351934014.379033,1351934628.789501,1351934151.165256,TGF,1.0,16,119,5,7,1353,4095,11,195.067,25.083,242.3177,-60.9167,28.4239,-24.7825,80.0,262.0,"Fermi, GBM FSW"
TGF150527948,325.0667,16.55,70.5502,-26.3113,33.0167,1432759397.167352,1432760011.576693,1432759536.161368,TGF,1.0,16,116,5,7,1353,4095,10110101001,189.5,-7.95,109.968,-16.4972,32.9084,37.0942,65.0,205.0,"Fermi, GBM FSW"
TGF230802316,42.3,16.7167,159.4261,-37.6725,35.2333,1690954361.693551,1690954976.106311,1690954496.576223,TGF,1.0,16,119,5,7,1353,4095,11,264.7833,25.4333,132.5896,14.0765,327.5749,75.4486,70.0052,273.981,"Fermi, GBM"
TGF111023352,208.8333,16.7833,1.2333,71.9606,32.5333,1319351033.650213,1319351648.061003,1319351171.124543,TGF,1.0,16,119,5,7,1353,4095,11,145.5,-7.033,214.843,-21.9581,333.7759,-50.1929,125.0,341.0,"Fermi, GBM FSW"
TGF110522841,335.3,16.7833,78.8704,-32.9422,34.85,1306087747.097549,1306088361.50689,1306087885.467589,TGF,1.0,16,118,5,7,1353,4095,10010001,99.583,3.917,54.4862,40.8636,253.9709,47.4583,70.0,290.0,"Fermi, GBM FSW"
TGF230707033,335.967,16.85,79.5055,-33.3016,27.0667,1688683501.182814,1688684115.593442,1688683635.856998,TGF,1.0,16,119,5,7,1353,4095,11,273.5667,13.95,112.9677,18.4526,190.7147,-32.4577,144.98,184.009,"Fermi, GBM"
TGF200715712,192.6167,17.1333,301.5954,80.0025,26.3833,1594825411.757746,1594826026.16922,1594825543.584068,TGF,1.0,16,117,5,7,1353,4095,10001000000010,137.65,22.4833,115.6839,20.1508,300.7789,69.7758,80.0,72.0,"Fermi, GBM FSW"
TGF121023616,254.0833,17.2,36.587,32.9638,25.9667,1350996271.516322,1350996885.926829,1350996405.534545,TGF,1.0,16,116,5,7,1353,4095,10000010011,124.767,6.85,230.0041,22.0295,349.1532,50.2833,80.0,21.0,"Fermi, GBM FSW"
TGF160722829,235.4333,17.75,28.6292,49.7477,34.85,1469209879.68121,1469210494.090511,1469210012.115052,TGF,1.0,16,119,5,7,1353,4095,11,278.0833,24.6667,119.5279,-15.5934,138.222,73.5837,75.0,120.0,"Fermi, GBM FSW"
TGF210805224,56.05,17.8,170.8427,-28.5823,30.6333,1628133589.871894,1628134204.284333,1628133724.65861,TGF,1.0,16,116,5,7,1353,4095,10100000000011,268.1667,16.7667,133.6815,27.2234,335.3682,61.0297,70.0,290.0,"Fermi, GBM FSW"
TGF100216663,82.9667,17.8167,187.7969,-8.5566,34.8,1266331979.938938,1266332594.350854,1266332118.709539,TGF,1.0,16,118,5,7,1353,4095,1101,111.433,-0.6,358.7173,21.0062,109.8257,43.1638,34.0388,69.2074,"Fermi, GBM"
TGF181017911,174.4833,17.8833,237.7157,70.7033,26.9833,1539805756.132105,1539806362.35183,1539805890.134516,TGF,1.0,16,119,5,7,1353,4095,11,302.4333,6.0833,214.4508,-19.9826,321.2122,-38.4174,145.0,0.0,"Fermi, GBM FSW"
TGF100125883,228.4333,18.2167,25.2972,56.1144,27.0667,1264450158.424531,1264450772.835924,1264450296.12308,TGF,1.0,16,117,5,7,1353,4095,11100000000000,24.884,-1.334,293.3947,45.4632,134.461,42.5581,80.6211,300.7725,"Fermi, GBM FSW"
TGF230901482,73.2833,18.3167,182.0716,-15.8859,30.2667,1693560741.565302,1693561355.974442,1693560873.551148,TGF,1.0,16,119,5,7,1353,4095,11,260.4,8.9833,148.5494,23.612,31.814,45.8224,43.8076,300.098,"Fermi, GBM"
TGF231112114,167.0,18.4333,227.5415,64.6838,32.1,1699753318.722139,1699753933.132848,1699753456.660438,TGF,1.0,16,119,5,7,1353,4095,11,331.1333,9.8,205.405,15.1137,94.3312,53.0893,64.9979,331.997,"Fermi, GBM"
TGF190930439,340.7333,18.4333,85.0193,-34.8101,50.0,1569832218.337458,1569832832.748851,1569832357.027955,TGF,1.0,16,119,5,7,1353,4095,11,294.2167,10.9333,188.1877,-3.2693,99.1627,16.5883,110.0,156.0,"Fermi, GBM FSW"
TGF160424403,172.733,18.4833,233.7222,69.5693,30.5333,1461483501.599908,1461484116.010898,1461483639.650255,TGF,1.0,16,116,5,7,1353,4095,100000001001,143.7167,5.3,42.136,29.2929,171.4502,48.476,30.0162,140.009,"Fermi, GBM"
TGF221001571,81.95,18.7833,186.4478,-8.8525,28.4,1664624439.545596,1664625053.956023,1664624574.667856,TGF,1.0,16,117,5,7,1353,4095,10111100000010,141.9833,-7.1167,165.4516,46.241,22.125,37.5257,55.0029,291.984,"Fermi, GBM"
TGF140620586,307.4667,18.9167,61.4915,-11.6975,33.4667,1403265721.804342,1403266246.099587,1403265854.15808,TGF,1.0,16,118,5,7,1353,4095,10010101,271.4333,8.5333,83.4928,19.1703,8.5059,-36.6899,80.0,122.9833,"Fermi, GBM FSW"
TGF221006771,278.9,18.95,48.2948,11.8998,34.75,1665073648.29973,1665074262.71241,1665073783.246332,TGF,1.0,16,119,5,7,1353,4095,11,323.55,20.5,185.0269,-12.1165,264.3727,40.7344,25.0711,107.948,"Fermi, GBM"
TGF110101344,35.3833,19.0167,150.6869,-38.9508,34.7,1293865994.867881,1293866609.277181,1293866130.245782,TGF,1.0,16,119,5,7,1353,4095,11,139.65,-15.517,300.7507,-12.8244,22.8452,31.1401,15.0,120.0,"Fermi, GBM FSW"
TGF150918289,65.8833,19.2167,176.7418,-20.8181,34.6,1442552075.581589,1442552689.991252,1442552212.287748,TGF,1.0,16,117,5,7,1353,4095,1001000000010,296.75,7.0667,168.2124,37.8253,8.01,50.472,55.0,273.0,"Fermi, GBM FSW"
TGF230331948,58.9,19.2667,171.8472,-25.6406,26.35,1680295354.883695,1680295969.294323,1680295494.102091,TGF,1.0,16,119,5,7,1353,4095,11,10.65,2.0167,356.9874,39.8035,209.3423,45.3919,109.983,53.9791,"Fermi, GBM"
TGF210413552,291.7,19.2833,54.0406,1.2308,26.3833,1618312384.926045,1618312999.336512,1618312518.256201,TGF,1.0,16,119,5,7,1353,4095,11,11.0,-7.3833,22.32,39.1575,21.9333,-50.8418,105.0,78.0,"Fermi, GBM FSW"
TGF150213940,253.8333,19.3,38.8359,33.9363,35.5667,1423863098.839255,1423863713.248917,1423863234.633288,TGF,1.0,16,118,5,7,1353,4095,1000101,126.0333,-7.25,343.4189,-16.4354,256.2751,9.5881,10.0,120.0,"Fermi, GBM FSW"
TGF210914220,102.7667,19.4,195.4916,8.6328,26.2333,1631589275.962391,1631589890.374991,1631589411.229129,TGF,1.0,16,116,5,7,1353,4095,110000000011,264.05,25.4167,173.2958,13.8091,334.2449,75.4239,80.0,293.0,"Fermi, GBM FSW"
TGF181001729,277.8833,19.5667,48.4584,13.0294,28.7667,1538407666.413465,1538408280.824576,1538407802.639884,TGF,1.0,16,116,5,7,1353,4095,11111101000111,119.0333,-0.9667,191.2679,46.9079,5.3523,42.9395,75.0,73.0,"Fermi, GBM FSW"
TGF100604105,60.6667,19.6667,172.8119,-24.1679,27.2,1275611341.569968,1275611955.97963,1275611475.267975,TGF,1.0,16,119,5,7,1353,4095,11,11.0,5.8,78.7936,14.8052,331.1297,48.9421,75.0,350.0,"Fermi, GBM FSW"
TGF170702203,11.8667,19.9167,121.6567,-42.9452,33.1,1498963790.511748,1498964404.91779,1498963928.817053,TGF,1.0,16,116,5,7,1353,4095,10010000000011,282.1,6.7,208.941,45.6286,277.9433,-19.3182,100.0,247.0,"Fermi, GBM FSW"
TGF200823468,43.7667,19.9333,158.6634,-34.2223,34.8833,1598173880.304833,1598174494.714013,1598174017.778841,TGF,1.0,16,119,5,7,1353,4095,11,275.6,20.7167,150.9898,12.4796,52.8516,32.6039,15.0,220.0,"Fermi, GBM FSW"
TGF220814776,266.2333,19.9833,44.3297,23.2752,30.4667,1660494917.382842,1660495531.792948,1660495049.768928,TGF,1.0,16,119,5,7,1353,4095,11,300.4167,21.2333,141.9057,-22.0688,152.8878,67.56,80.0,129.0,"Fermi, GBM FSW"
TGF180405504,284.8,19.9833,51.6725,7.3256,17.8667,1522922633.877186,1522923248.288579,1522922772.31168,TGF,1.0,16,119,5,7,1353,4095,11,145.8667,-5.9167,17.7435,-40.7582,191.1389,-49.053,107.312,105.787,"Fermi, GBM"
TGF210915165,1.0333,20.0167,108.0374,-41.4829,35.7333,1631670908.512451,1631671522.923844,1631671047.346942,TGF,1.0,16,119,5,7,1353,4095,11,27.7167,-8.6167,175.9825,2.9398999999999997,85.9446,0.7383,84.9858,157.019,"Fermi, GBM"
TGF150126368,282.2833,20.2333,50.8568,9.5609,26.15,1422258436.459261,1422259050.869447,1422258575.693469,TGF,1.0,16,117,5,7,1353,4095,11000000000010,140.55,-16.9833,294.1026,9.3105,6.4126,-61.6519,105.0,5.0,"Fermi, GBM FSW"
TGF101115695,31.3333,20.4167,145.4645,-39.2001,34.7833,1289835478.17914,1289836092.589608,1289835616.917434,TGF,1.0,16,119,5,7,1353,4095,11,146.1,-5.983,231.9612,-17.3437,120.83,-49.098,105.0,193.0,"Fermi, GBM FSW"
TGF141001026,238.0833,20.4833,33.8431,48.3126,31.6333,1412116504.771645,1412117119.182797,1412116641.413954,TGF,1.0,16,119,5,7,1353,4095,11,268.3333,14.3,156.8069,-1.8242,246.9018,-2.9754,25.0,288.0,"Fermi, GBM FSW"
TGF180808673,57.7667,20.6167,169.9557,-25.43,25.9167,1533737208.355808,1533737822.766598,1533737340.838011,TGF,1.0,16,119,5,7,1353,4095,11,349.2667,14.7667,129.2954,1.1782,221.2217,58.5395,100.0,288.0,"Fermi, GBM FSW"
TGF240425042,161.067,20.6167,218.6494,60.2927,26.25,1713999496.348809,1714000110.758914,1713999630.670832,TGF,1.0,16,117,5,7,1353,4095,11100000010,171.95,-3.3167,0.0344,-24.8463,66.541,40.7256,79.9981,164.974,"Fermi, GBM"
TGF140227023,154.2,20.7333,214.6901,54.2316,26.5167,1393457466.349201,1393458080.75653,1393457599.822707,TGF,1.0,16,118,5,7,1353,4095,101001,110.4167,-1.8167,4.4923,25.863,303.7603,-45.2424,145.0,176.0,"Fermi, GBM FSW"
TGF220105805,54.1167,21.1,166.7924,-27.39,28.3167,1641406601.821871,1641407216.23608,1641406739.824945,TGF,1.0,16,117,5,7,1353,4095,10101000000010,129.8,-13.5667,297.6653,-6.6975,197.1695,-57.1929,135.0,230.0,"Fermi, GBM FSW"
TGF170530108,0.25,21.2167,107.4937,-40.1382,28.3,1496104439.582312,1496105053.991894,1496104573.920228,TGF,1.0,16,119,5,7,1353,4095,11,185.5,-6.6333,72.243,15.8808,142.62,-49.7307,140.0,55.0,"Fermi, GBM FSW"
TGF111212461,14.1333,21.2667,124.5192,-41.5893,50.0,1323684077.599351,1323684683.818392,1323684209.105578,TGF,1.0,16,119,5,7,1353,4095,11,115.167,10.0,264.2567,-16.1833,331.1313,53.5383,45.0,122.0,"Fermi, GBM FSW"
TGF201224115,284.8667,21.3,52.8922,7.8508,26.5333,1608774226.071829,1608774840.484147,1608774361.530317,TGF,1.0,16,119,5,7,1353,4095,11,35.9167,-24.95,274.8048,-22.3846,171.4608,-29.2656,120.0,35.0,"Fermi, GBM FSW"
TGF180401513,95.65,21.4833,190.6016,3.6157,29.75,1522577785.267156,1522578399.676055,1522577919.748905,TGF,1.0,16,119,5,7,1353,4095,11,13.6,-3.4333,345.5518,-23.2123,53.9749,40.6137,40.0,132.9833,"Fermi, GBM FSW"
TGF230525064,323.36,21.62,73.407,-21.6747,50.0,1684970981.942564,1684971596.353112,1684971116.280761,TGF,1.0,16,116,5,7,1353,4095,11000000011,249.5667,9.4167,62.9105,22.7128,186.1167,52.6093,96.9938,269.999,"Fermi, GBM"
TGF100214868,6.65,21.6833,115.2996,-40.8201,29.5,1266176895.46562,1266177509.877697,1266177029.660225,TGF,1.0,16,119,5,7,1353,4095,11,27.717,-11.45,325.9596,-34.6332,156.6608,-54.8953,140.0,305.0,"Fermi, GBM FSW"
TGF140104715,174.5667,22.1833,225.5123,72.6751,34.85,1388851611.343789,1388852225.74959,1388851747.057034,TGF,1.0,16,119,5,7,1353,4095,11,97.2667,0.7833,251.24,30.2358,126.574,44.3005,45.0,302.0,"Fermi, GBM FSW"
TGF150806270,207.2167,22.4167,16.1855,76.15,28.3167,1438835224.977748,1438835839.38733,1438835360.627827,TGF,1.0,16,117,5,7,1353,4095,1000100000010,278.6667,7.1667,140.828,37.5913,300.7661,50.6622,75.0,57.0,"Fermi, GBM FSW"
TGF150609905,109.05,22.5667,195.0538,15.2844,26.5333,1433878849.716827,1433879464.125726,1433878985.590763,TGF,1.0,16,119,5,7,1353,4095,11,119.6667,-0.8167,74.4391,22.1238,350.0456,-13.512599999999999,120.0,0.0,"Fermi, GBM FSW"
TGF190525670,130.3,22.6833,202.5962,33.6592,29.1333,1558792916.438462,1558793530.84909,1558793055.67283,TGF,1.0,16,116,5,7,1353,4095,10100000000010,123.1,9.1667,66.4958,33.4679,216.7187,52.7055,70.0,54.0,"Fermi, GBM FSW"
TGF110222468,103.5,22.7,192.7679,10.669599999999999,35.0,1298369541.758211,1298370147.977856,1298369672.944705,TGF,1.0,16,119,5,7,1353,4095,11,143.817,-20.833,338.1656,-23.1401,131.6739,-64.4755,90.0,230.0,"Fermi, GBM FSW"
TGF181208578,229.35,22.7,33.481,56.7256,15.05,1544273414.717974,1544274020.93617,1544273546.176122,TGF,1.0,16,116,5,7,1353,4095,1001100100011,177.7667,4.1833,253.7101,-49.643299999999996,78.2087,-40.2694,150.0,60.0,"Fermi, GBM FSW"
TGF110617920,133.7167,23.0333,203.3762,36.7622,25.8667,1308340979.05506,1308341593.464442,1308341113.105068,TGF,1.0,16,119,5,7,1353,4095,11,24.183,7.967,134.7132,-17.1113,238.1683,-37.0827,115.0,327.0,"Fermi, GBM FSW"
TGF120925954,270.0167,23.1,48.8605,21.1531,35.0167,1348606329.800633,1348606944.210738,1348606464.426778,TGF,1.0,16,119,5,7,1353,4095,11,5.033,8.033,163.8022,31.0812,35.2772,45.938,95.0,91.0,"Fermi, GBM FSW"
TGF190418919,268.05,23.15,48.2042,22.8571,34.55,1555617708.28582,1555618322.697736,1555617843.328339,TGF,1.0,16,118,5,7,1353,4095,1010001,121.6,-0.85,27.5236,11.0257,298.2791,-3.8717,40.0,125.0,"Fermi, GBM FSW"
TGF141008650,201.9,23.35,10.1145,80.9955,25.5,1412775212.495501,1412775826.906452,1412775348.849821,TGF,1.0,16,119,5,7,1353,4095,11,87.7167,18.4333,162.335,-15.8858,248.4143,13.5097,45.0,324.0,"Fermi, GBM FSW"
TGF190806065,226.6667,23.5167,33.7971,59.3198,34.7167,1565047901.49098,1565048335.674383,1565048033.42911,TGF,1.0,16,116,5,7,1353,4095,1000000010011,281.2167,7.3167,142.7191,34.7364,289.6012,50.3799,55.0,68.0,"Fermi, GBM FSW"
TGF141212602,53.3333,23.55,164.3895,-26.0044,31.5833,1418390671.63846,1418391286.048485,1418390806.136584,TGF,1.0,16,119,5,7,1353,4095,11,20.25,-7.3667,231.9512,24.3908,288.2111,-50.7732,130.0,209.0,"Fermi, GBM FSW"
TGF240513898,221.167,23.6667,31.5555,64.2499,29.95,1715628683.234806,1715629297.647406,1715628819.125399,TGF,1.0,16,117,5,7,1353,4095,10111000000010,273.3333,11.25,43.3609,22.2645,123.8433,-21.9929,104.966,223.998,"Fermi, GBM"
TGF130724667,165.4,23.85,214.3173,65.0474,34.7167,1374674317.465049,1374674931.87447,1374674455.5471,TGF,1.0,16,119,5,7,1353,4095,11,274.0,14.9667,142.1898,35.3732,78.2686,-31.7658,100.0,339.0,"Fermi, GBM FSW"
TGF121224612,200.1,24.0667,9.4106,82.79,7.15,1356356383.253954,1356356997.664985,1356356515.480153,TGF,1.0,16,43,5,7,1353,4095,11110111011100,,,255.1611,-12.4755,353.5568,-33.4221,155.001,0.0327,"Fermi, GBM"
TGF091130219,39.45,24.1,151.9816,-32.7033,26.0667,1259554394.09814,1259555008.509895,1259554532.98059,TGF,1.0,16,119,5,7,1353,4095,0,,,234.2109,-53.3378,259.8329,33.8678,,,"Fermi, GBM FSW"
TGF130608438,185.6333,24.1167,236.1425,82.824,26.7333,1370680133.512974,1370680747.921751,1370680267.610778,TGF,1.0,16,119,5,7,1353,4095,11,271.8,23.0167,78.8601,14.7118,300.4561,70.654,75.0,99.0,"Fermi, GBM FSW"
TGF120818995,251.0667,24.2333,43.6165,37.9324,33.3667,1345326648.428459,1345327254.646535,1345326779.90254,TGF,1.0,16,116,5,7,1353,4095,10100000000001,274.7,12.267,142.2444,17.4184,220.1501,-33.7363,65.0,260.0,"Fermi, GBM FSW"
TGF160818576,166.1667,24.3333,213.5595,65.8375,25.65,1471520794.576943,1471521408.986686,1471520927.795009,TGF,1.0,16,50,4,7,497,4095,101100000000,126.95,16.6667,149.6042,15.3683,269.7779,61.3287,75.0,10.0,"Fermi, GBM FSW"
TGF191012787,248.0,24.3833,42.8027,40.6595,25.3167,1570899099.70791,1570899714.118378,1570899234.430133,TGF,1.0,16,119,5,7,1353,4095,11,75.7167,12.0833,172.0657,-44.35,41.3548,-33.7117,155.017,252.019,"Fermi, GBM"
TGF120723882,201.767,24.8333,18.9255,81.6727,16.8667,1343070432.053822,1343071046.462117,1343070563.975577,TGF,1.0,16,50,4,7,497,4095,10000100,85.833,25.217,77.5843,2.3236,348.6518,-24.6613,150.001,170.03,"Fermi, GBM"
TGF240303255,161.45,24.8833,210.335,61.7541,24.05,1709442294.651027,1709442909.064069,1709442426.7657,TGF,1.0,16,1,3,4,259,1352,100100,151.7,-4.3833,334.6409,-11.3533,59.5013,24.0446,90.0032,194.987,"Fermi, GBM"
TGF111004631,268.95,25.05,50.4474,22.7609,35.1167,1317733612.493397,1317734226.903221,1317733744.623359,TGF,1.0,16,119,5,7,1353,4095,11,27.85,-1.617,170.77,19.0812,240.3421,-45.2569,75.0,270.9833,"Fermi, GBM FSW"
TGF191113904,295.2167,25.1667,60.7651,1.2334,19.55,1573677610.975416,1573677832.164319,1573677748.594384,TGF,1.0,16,117,5,7,1353,4095,1100000010,292.8333,1.6167,219.9659,-18.078,310.3045,-1.0373,30.0,280.0,"Fermi, GBM FSW"
TGF140807514,263.0333,25.2,48.6159,27.8576,35.1167,1407406654.342984,1407407268.752767,1407406791.497058,TGF,1.0,16,43,5,7,1353,4095,11111100000,113.0,-5.0833,161.3303,14.6418,249.441,-7.1923,35.0,263.0,"Fermi, GBM FSW"
TGF130803857,137.3667,25.2167,201.8908,40.5724,26.2833,1375554702.660263,1375555308.876769,1375554834.118089,TGF,1.0,16,116,5,7,1353,4095,100000010010,90.4667,24.1667,136.362,9.4846,14.1681,72.59,75.0,5.0,"Fermi, GBM FSW"
TGF211220171,234.9167,25.35,40.0026,52.4098,34.7333,1639969464.818546,1639970079.229335,1639969598.452704,TGF,1.0,16,119,5,7,1353,4095,11,132.0,-11.95,274.4533,-55.3327,262.0341,34.0353,25.0,276.0,"Fermi, GBM FSW"
TGF200901904,192.45,25.3667,291.0641,88.2006,25.75,1598989166.70396,1598989781.114307,1598989303.810237,TGF,1.0,16,117,5,7,1353,4095,110000000010,16.15,10.75,169.0742,21.3996,292.2564,54.3961,75.0,15.9833,"Fermi, GBM FSW"
TGF181004456,268.8333,25.3833,50.7465,22.976,26.0167,1538643294.820498,1538643901.038051,1538643426.054467,TGF,1.0,16,119,5,7,1353,4095,11,304.85,24.6333,191.8584,-11.0268,142.6908,73.4044,75.0,83.0,"Fermi, GBM FSW"
TGF120630434,22.4167,25.45,133.6977,-36.6213,19.8833,1341044528.089665,1341045142.492448,1341044666.122149,TGF,1.0,16,43,5,7,1353,4095,101100000000,92.283,24.9,93.1166,0.7631,185.7659,73.9254,80.0,288.0,"Fermi, GBM FSW"
TGF140624292,19.6333,25.5,130.5892,-36.9686,29.9667,1403585926.470673,1403586540.880778,1403586060.760751,TGF,1.0,16,119,5,7,1353,4095,11,356.3,4.95,122.6904,-9.4772,43.4324,48.1513,30.0,230.0,"Fermi, GBM FSW"
TGF140628393,219.3167,25.6167,35.31,66.2915,23.8667,1403940197.096385,1403940623.086672,1403940333.562312,TGF,1.0,16,119,5,7,1353,4095,11,283.2,7.3,111.0185,7.8457,11.4091,50.4616,100.0,103.0,"Fermi, GBM FSW"
TGF170507854,179.4667,25.7167,216.6228,77.9294,32.25,1494181659.361039,1494182265.578511,1494181792.355087,TGF,1.0,16,116,5,7,1353,4095,1100011,105.3667,0.3333,34.4298,39.3169,251.6789,44.185,60.0,110.0,"Fermi, GBM FSW"
TGF140423311,197.9167,26.2333,22.8725,85.3939,32.5667,1398230746.740259,1398231361.149238,1398230879.04612,TGF,1.0,16,119,5,7,1353,4095,11,142.65,-9.7833,24.3699,25.1108,75.3256,-53.3505,130.0,216.0,"Fermi, GBM FSW"
TGF140315270,231.2333,26.3,40.4909,55.8468,26.2,1394861223.840035,1394861838.250141,1394861359.298122,TGF,1.0,16,116,5,7,1353,4095,11001,83.9667,-2.3667,4.8672,-13.5599,289.8318,46.9538,50.0,203.0,"Fermi, GBM FSW"
TGF180523662,65.4667,26.3833,170.812,-16.3525,26.2,1527083427.14894,1527084041.560252,1527083560.879295,TGF,1.0,16,119,5,7,1353,4095,11,158.5,24.4167,60.9361,16.0604,258.0023,73.2405,80.0,5.0,"Fermi, GBM FSW"
TGF201224632,217.0833,26.45,36.6869,68.3988,26.25,1608818844.380088,1608819458.793291,1608818977.614851,TGF,1.0,16,117,5,7,1353,4095,11000000000010,138.0667,-15.0,274.8694,-27.8186,67.3861,-59.2568,140.0,70.0,"Fermi, GBM FSW"
TGF170328470,152.033,26.55,204.2644,53.7306,19.2333,1490692492.734379,1490693107.145087,1490692625.008535,TGF,1.0,16,1,3,4,259,1352,100100,36.5833,-8.9833,340.7297,-20.4913,54.9301,36.0757,80.0006,179.98,"Fermi, GBM"
TGF141215011,336.6167,26.5667,86.9003,-25.9808,25.9,1418598809.00555,1418599415.223625,1418598940.095685,TGF,1.0,16,119,5,7,1353,4095,11,11.7667,-3.3167,257.3284,-30.8359,128.269,-46.5478,150.0,260.0,"Fermi, GBM FSW"
