Top,Flux,Region,Start,Trigger Time,Links,
8,X3.72,9632,1001323920,1001327880,1001329740,https://www.spaceweatherlive.com/en/archive/2001/09/24/xray.html
9,X3.14,9415,986879160,986880360,986881320,https://www.spaceweatherlive.com/en/archive/2001/04/10/xray.html
10,X2.9,9415,987068340,987071280,987072540,https://www.spaceweatherlive.com/en/archive/2001/04/12/xray.html
11,X2.45,9393,985859820,985860900,985861920,https://www.spaceweatherlive.com/en/archive/2001/03/29/xray.html
12,X2.34,9661,1003452420,1003453500,1003453980,https://www.spaceweatherlive.com/en/archive/2001/10/19/xray.html
13,X2.31,9661,1003507980,1003509000,1003509780,https://www.spaceweatherlive.com/en/archive/2001/10/19/xray.html
14,X2.01,9393,986205840,986206440,986206800,https://www.spaceweatherlive.com/en/archive/2001/04/02/xray.html
15,X1.97,9672,1004020920,1004022120,1004023680,https://www.spaceweatherlive.com/en/archive/2001/10/25/xray.html
16,X1.8,9511,993268920,993269280,993269460,https://www.spaceweatherlive.com/en/archive/2001/06/23/xray.html
17,X1.77,9415,986268300,986270220,986273700,https://www.spaceweatherlive.com/en/archive/2001/04/03/xray.html
18,X1.72,9672,1003772640,1003773540,1003774440,https://www.spaceweatherlive.com/en/archive/2001/10/22/xray.html
19,X1.68,9704,1006681500,1006681860,1006682040,https://www.spaceweatherlive.com/en/archive/2001/11/25/xray.html
20,X1.59,9393,986209080,986211360,986213100,https://www.spaceweatherlive.com/en/archive/2001/04/02/xray.html
21,X1.48,9684,1004889780,1004890800,1004893020,https://www.spaceweatherlive.com/en/archive/2001/11/04/xray.html
22,X1.41,9704,1006468320,1006471800,1006387560,https://www.spaceweatherlive.com/en/archive/2001/11/22/xray.html
23,X1.36,9608,1000068000,1000068300,1000068480,https://www.spaceweatherlive.com/en/archive/2001/09/09/xray.html
24,X1.34,9748,1009618680,1009619100,1009620360,https://www.spaceweatherlive.com/en/archive/2001/12/29/xray.html
25,X1.3,9687,1005202740,1005203040,1005203160,https://www.spaceweatherlive.com/en/archive/2001/11/08/xray.html
26,X1.3,9628,1001911260,1001913300,1001913780,https://www.spaceweatherlive.com/en/archive/2001/10/01/xray.html
27,X1.21,9417,986459820,986462520,986464440,https://www.spaceweatherlive.com/en/archive/2001/04/05/xray.html
28,X1.16,9608,1000741440,1000741800,1000742040,https://www.spaceweatherlive.com/en/archive/2001/09/17/xray.html
29,X1.14,9415,986829600,986830440,986832000,https://www.spaceweatherlive.com/en/archive/2001/04/09/xray.html
30,X1.13,9433,988284360,988290720,988291140,https://www.spaceweatherlive.com/en/archive/2001/04/26/xray.html
31,X1.12,9502,992431320,992432520,992433060,https://www.spaceweatherlive.com/en/archive/2001/06/13/xray.html
32,X1.1,9313,980024760,980025600,980026320,https://www.spaceweatherlive.com/en/archive/2001/01/20/xray.html
33,X1.09,9628,1001391840,1001392800,1001393520,https://www.spaceweatherlive.com/en/archive/2001/09/25/xray.html
34,X1.02,9742,1009341120,1009345200,1009349220,https://www.spaceweatherlive.com/en/archive/2001/12/26/xray.html
35,M9.91,9715,1006964760,1006965300,1006965660,https://www.spaceweatherlive.com/en/archive/2001/11/28/xray.html
36,M9.6,9672,1003760820,1003763280,1003764660,https://www.spaceweatherlive.com/en/archive/2001/10/22/xray.html
37,M9.58,9368,984196800,984197100,984197220,https://www.spaceweatherlive.com/en/archive/2001/03/10/xray.html
38,M9.37,9672,1003803060,1003803780,1003804440,https://www.spaceweatherlive.com/en/archive/2001/10/23/xray.html
39,M9.22,-,990338400,990338580,990338760,https://www.spaceweatherlive.com/en/archive/2001/05/20/xray.html
40,M9.11,9502,992599260,992599980,992600400,https://www.spaceweatherlive.com/en/archive/2001/06/15/xray.html
41,M8.99,9503,993248040,993248520,993249060,https://www.spaceweatherlive.com/en/archive/2001/06/22/xray.html
42,M8.68,9601,999699900,999700320,999700440,https://www.spaceweatherlive.com/en/archive/2001/09/05/xray.html
43,M8.27,9658,1003484100,1003484580,1003485300,https://www.spaceweatherlive.com/en/archive/2001/10/19/xray.html
44,M8.22,9368,984049980,984050280,984050460,https://www.spaceweatherlive.com/en/archive/2001/03/08/xray.html
45,M8.19,9690,1005161400,1005163260,1005164760,https://www.spaceweatherlive.com/en/archive/2001/11/07/xray.html
46,M8.1,9727,1008193260,1008194400,1008195480,https://www.spaceweatherlive.com/en/archive/2001/12/12/xray.html
47,M8.08,9608,1000611540,1000612380,1000613880,https://www.spaceweatherlive.com/en/archive/2001/09/16/xray.html
48,M8.02,9511,993255000,993255300,993255600,https://www.spaceweatherlive.com/en/archive/2001/06/23/xray.html
49,M7.95,9715,1007028720,1007030160,1007030580,https://www.spaceweatherlive.com/en/archive/2001/11/29/xray.html
50,M7.89,-,986122500,986127420,986131440,https://www.spaceweatherlive.com/en/archive/2001/04/01/xray.html
1,X6.98,0039,1027383480,1027384500,1027385220,https://www.spaceweatherlive.com/en/archive/2002/07/23/xray.html
2,X4.74,0039,1027199040,1027200600,1027202040,https://www.spaceweatherlive.com/en/archive/2002/07/20/xray.html
3,X4.54,0069,1030150140,1030151520,1030152660,https://www.spaceweatherlive.com/en/archive/2002/08/24/xray.html
4,X4.39,0030,1026763140,1026763680,1026764040,https://www.spaceweatherlive.com/en/archive/2002/07/15/xray.html
5,X3.07,9961,1021908060,1021908420,1021908660,https://www.spaceweatherlive.com/en/archive/2002/05/20/xray.html
6,X2.61,0030,1026977040,1026978240,1026978540,https://www.spaceweatherlive.com/en/archive/2002/07/18/xray.html
7,X2.23,0095,1030711620,1030714140,1030714500,https://www.spaceweatherlive.com/en/archive/2002/08/30/xray.html
8,X2.2,9906,1019349780,1019353860,1019356680,https://www.spaceweatherlive.com/en/archive/2002/04/21/xray.html
9,X2.19,0017,1025662080,1025662380,1025662560,https://www.spaceweatherlive.com/en/archive/2002/07/03/xray.html
10,X1.79,0162,1036082820,1036083120,1036083300,https://www.spaceweatherlive.com/en/archive/2002/10/31/xray.html
11,X1.53,0039,1028401140,1028401620,1028401860,https://www.spaceweatherlive.com/en/archive/2002/08/03/xray.html
12,X1.43,0069,1029907680,1029908040,1029908160,https://www.spaceweatherlive.com/en/archive/2002/08/21/xray.html
13,X1.36,9773,1010598120,1010599260,1010599920,https://www.spaceweatherlive.com/en/archive/2002/01/09/xray.html
14,X1.25,0044,1027716660,1027717920,1027718940,https://www.spaceweatherlive.com/en/archive/2002/07/26/xray.html
15,X1.22,0030,1026889080,1026889980,1026890340,https://www.spaceweatherlive.com/en/archive/2002/07/17/xray.html
16,X1.17,9893,1018441380,1018441860,1018442400,https://www.spaceweatherlive.com/en/archive/2002/04/10/xray.html
17,X1.06,0198,1037584860,1037585280,1037585460,https://www.spaceweatherlive.com/en/archive/2002/11/18/xray.html
18,M9.77,0226,1040389980,1040390280,1040390400,https://www.spaceweatherlive.com/en/archive/2002/12/20/xray.html
19,M9.5,-,1028451480,1028454900,1028457180,https://www.spaceweatherlive.com/en/archive/2002/08/04/xray.html
20,M8.82,-,1017933840,1017934320,1017934680,https://www.spaceweatherlive.com/en/archive/2002/04/04/xray.html
21,M8.54,0139,1033850520,1033851600,1033852080,https://www.spaceweatherlive.com/en/archive/2002/10/05/xray.html
22,M8.43,0030,1026398640,1026399060,1026399420,https://www.spaceweatherlive.com/en/archive/2002/07/11/xray.html
23,M8.25,9866,1016069880,1016070600,1016071320,https://www.spaceweatherlive.com/en/archive/2002/03/14/xray.html
24,M7.76,0069,1029980820,1029981420,1029981900,https://www.spaceweatherlive.com/en/archive/2002/08/22/xray.html
25,M7.63,0017,1025726400,1025727000,1025727660,https://www.spaceweatherlive.com/en/archive/2002/07/03/xray.html
26,M7.61,-,1027720980,1027721820,1027722720,https://www.spaceweatherlive.com/en/archive/2002/07/26/xray.html
27,M7.49,0069,1029497520,1029501120,1029503220,https://www.spaceweatherlive.com/en/archive/2002/08/16/xray.html
28,M7.39,9825,1014184320,1014185520,1014185760,https://www.spaceweatherlive.com/en/archive/2002/02/20/xray.html
29,M7.2,9961,1021891740,1021891980,1021892160,https://www.spaceweatherlive.com/en/archive/2002/05/20/xray.html
30,M7.14,0069,1029807180,1029807600,1029807780,https://www.spaceweatherlive.com/en/archive/2002/08/20/xray.html
31,M7.1,0044,1027641840,1027642200,1027642560,https://www.spaceweatherlive.com/en/archive/2002/07/26/xray.html
32,M7,-,1027909740,1027910280,1027910760,https://www.spaceweatherlive.com/en/archive/2002/07/29/xray.html
33,M6.81,-,1027938420,1027939440,1027941180,https://www.spaceweatherlive.com/en/archive/2002/07/29/xray.html
34,M6.81,9961,1021889640,1021890540,1021890840,https://www.spaceweatherlive.com/en/archive/2002/05/20/xray.html
35,M6.67,0044,1027722960,1027723080,1027723260,https://www.spaceweatherlive.com/en/archive/2002/07/26/xray.html
36,M6.64,-,1030560720,1030561140,1030561560,https://www.spaceweatherlive.com/en/archive/2002/08/28/xray.html
37,M6.59,0180,1036847280,1036848180,1036848960,https://www.spaceweatherlive.com/en/archive/2002/11/09/xray.html
38,M6.4,9830,1014421740,1014336600,1014337620,https://www.spaceweatherlive.com/en/archive/2002/02/22/xray.html
39,M6.38,-,1010986140,1010989620,1010996700,https://www.spaceweatherlive.com/en/archive/2002/01/14/xray.html
40,M6.24,9825,1014198360,1014199140,1014199440,https://www.spaceweatherlive.com/en/archive/2002/02/20/xray.html
41,M6.08,9825,1014173040,1014173460,1014173760,https://www.spaceweatherlive.com/en/archive/2002/02/20/xray.html
42,M5.82,9871,1016393040,1016393460,1016393640,https://www.spaceweatherlive.com/en/archive/2002/03/17/xray.html
43,M5.79,9901,1018632660,1018634520,1018635420,https://www.spaceweatherlive.com/en/archive/2002/04/12/xray.html
44,M5.77,0137,1033709640,1033709880,1033710060,https://www.spaceweatherlive.com/en/archive/2002/10/04/xray.html
45,M5.62,-,1014292560,1014294360,1014294960,https://www.spaceweatherlive.com/en/archive/2002/02/21/xray.html
46,M5.32,9893,1018913640,1018829640,1018830300,https://www.spaceweatherlive.com/en/archive/2002/04/15/xray.html
47,M5.2,-,1012487760,1012488240,1012488600,https://www.spaceweatherlive.com/en/archive/2002/01/31/xray.html
48,M5.05,-,1014224580,1014225060,1014225480,https://www.spaceweatherlive.com/en/archive/2002/02/20/xray.html
49,M5,0137,1033728840,1033729500,1033729740,https://www.spaceweatherlive.com/en/archive/2002/10/04/xray.html
50,M5,0069,1029616740,1029617460,1029617820,https://www.spaceweatherlive.com/en/archive/2002/08/17/xray.html
1,X40+,0486,1067974140,1067975580,1067976360,https://www.spaceweatherlive.com/en/archive/2003/11/04/xray.html
2,X24.57+,0486,1067334660,1067339400,1067340240,https://www.spaceweatherlive.com/en/archive/2003/10/28/xray.html
3,X14.36,0486,1067459820,1067460540,1067461260,https://www.spaceweatherlive.com/en/archive/2003/10/29/xray.html
4,X11.96,0486,1067792580,1067793900,1067794740,https://www.spaceweatherlive.com/en/archive/2003/11/02/xray.html
5,X7.77,0486,1066897140,1066898100,1066898940,https://www.spaceweatherlive.com/en/archive/2003/10/23/xray.html
6,X5.61,0488,1067852580,1067853300,1067854740,https://www.spaceweatherlive.com/en/archive/2003/11/03/xray.html
7,X5.17,0365,1054081020,1054081620,1054082340,https://www.spaceweatherlive.com/en/archive/2003/05/28/xray.html
8,X3.88,0488,1067821740,1067823000,1067823900,https://www.spaceweatherlive.com/en/archive/2003/11/03/xray.html
9,X2.37,0375,1055361660,1055362440,1055363220,https://www.spaceweatherlive.com/en/archive/2003/06/11/xray.html
10,X2.27,0375,1055194260,1055194740,1055194980,https://www.spaceweatherlive.com/en/archive/2003/06/09/xray.html
11,X2.27,0314,1047927000,1047927900,1047928560,https://www.spaceweatherlive.com/en/archive/2003/03/17/xray.html
12,X2.2,0314,1047988260,1047989280,1047990000,https://www.spaceweatherlive.com/en/archive/2003/03/18/xray.html
13,X1.94,0375,1055373540,1055289720,1055290320,https://www.spaceweatherlive.com/en/archive/2003/06/11/xray.html
14,X1.94,0365,1054076160,1054076820,1054077180,https://www.spaceweatherlive.com/en/archive/2003/05/27/xray.html
15,X1.9,0386,1055719500,1055721360,1055636700,https://www.spaceweatherlive.com/en/archive/2003/06/15/xray.html
16,X1.85,0486,1067147820,1067151240,1067153580,https://www.spaceweatherlive.com/en/archive/2003/10/26/xray.html
17,X1.81,0484,1067188860,1067192340,1067196060,https://www.spaceweatherlive.com/en/archive/2003/10/26/xray.html
18,X1.64,0365,1054169460,1054170300,1054170720,https://www.spaceweatherlive.com/en/archive/2003/05/29/xray.html
19,X1.6,0484,1066580940,1066582200,1066583040,https://www.spaceweatherlive.com/en/archive/2003/10/19/xray.html
20,X1.59,0486,1066938600,1066939440,1066940040,https://www.spaceweatherlive.com/en/archive/2003/10/23/xray.html
21,X1.42,0486,1066852020,1066853220,1066854480,https://www.spaceweatherlive.com/en/archive/2003/10/22/xray.html
22,X1.38,0501,1069313700,1069314420,1069314780,https://www.spaceweatherlive.com/en/archive/2003/11/20/xray.html
23,X1.33,0365,1054347180,1054347840,1054348800,https://www.spaceweatherlive.com/en/archive/2003/05/31/xray.html
24,X1.1,0484,1067204040,1067204400,1067204880,https://www.spaceweatherlive.com/en/archive/2003/10/26/xray.html
25,X1.09,0486,1066962420,1066964040,1066965240,https://www.spaceweatherlive.com/en/archive/2003/10/24/xray.html
26,X1.06,0375,1055379840,1055381400,1055382720,https://www.spaceweatherlive.com/en/archive/2003/06/12/xray.html
27,X1,0338,1051344060,1051344420,1051344540,https://www.spaceweatherlive.com/en/archive/2003/04/26/xray.html
28,M9.71,0386,1055888820,1055890500,1055891520,https://www.spaceweatherlive.com/en/archive/2003/06/17/xray.html
29,M9.67,0486,1067257620,1067258580,1067259120,https://www.spaceweatherlive.com/en/archive/2003/10/27/xray.html
30,M9.36,0365,1054512420,1054513320,1054514580,https://www.spaceweatherlive.com/en/archive/2003/06/02/xray.html
31,M8.36,0501,1069371720,1069372380,1069372680,https://www.spaceweatherlive.com/en/archive/2003/11/20/xray.html
32,M8.07,0375,1055268480,1055268900,1055269560,https://www.spaceweatherlive.com/en/archive/2003/06/10/xray.html
33,M7.6,0486,1068029160,1068029520,1068029760,https://www.spaceweatherlive.com/en/archive/2003/11/05/xray.html
34,M7.4,0338,1051058340,1051059960,1051060500,https://www.spaceweatherlive.com/en/archive/2003/04/23/xray.html
35,M7.3,0375,1055242500,1055243520,1055243700,https://www.spaceweatherlive.com/en/archive/2003/06/10/xray.html
36,M7.24,0486,1067246460,1067246820,1067247120,https://www.spaceweatherlive.com/en/archive/2003/10/27/xray.html
37,M7.07,0251,1041981900,1041982380,1041982800,https://www.spaceweatherlive.com/en/archive/2003/01/07/xray.html
38,M6.76,0375,1055157660,1055158080,1055158380,https://www.spaceweatherlive.com/en/archive/2003/06/09/xray.html
39,M6.52,0508,1069147380,1069150260,1069153260,https://www.spaceweatherlive.com/en/archive/2003/11/18/xray.html
40,M6.39,0375,1055348460,1055349360,1055350200,https://www.spaceweatherlive.com/en/archive/2003/06/11/xray.html
41,M6.07,0501,1069059300,1069059900,1069060740,https://www.spaceweatherlive.com/en/archive/2003/11/17/xray.html
42,M6.04,0486,1066971840,1066972200,1066972560,https://www.spaceweatherlive.com/en/archive/2003/10/24/xray.html
43,M5.8,0380,1055088300,1055088660,1055088900,https://www.spaceweatherlive.com/en/archive/2003/06/08/xray.html
44,M5.64,0486,1067873160,1067873520,1067874180,https://www.spaceweatherlive.com/en/archive/2003/11/03/xray.html
45,M5.64,0365,1054541520,1054543020,1054543920,https://www.spaceweatherlive.com/en/archive/2003/06/02/xray.html
46,M5.63,0375,1055262480,1055262600,1055262720,https://www.spaceweatherlive.com/en/archive/2003/06/10/xray.html
47,M5.57,0501,1069143120,1069144260,1069145940,https://www.spaceweatherlive.com/en/archive/2003/11/18/xray.html
48,M5.36,0486,1066793280,1066794660,1066800060,https://www.spaceweatherlive.com/en/archive/2003/10/22/xray.html
49,M5.34,0375,1055342220,1055345220,1055346420,https://www.spaceweatherlive.com/en/archive/2003/06/11/xray.html
50,M5.34,0314,1048066440,1048067580,1048068000,https://www.spaceweatherlive.com/en/archive/2003/03/19/xray.html
1,X5.24,0649,1089985740,1089986100,1089986460,https://www.spaceweatherlive.com/en/archive/2004/07/16/xray.html
2,X3.67,0696,1100051940,1100052780,1100053200,https://www.spaceweatherlive.com/en/archive/2004/11/10/xray.html
3,X2.91,0696,1099842120,1099843560,1099844100,https://www.spaceweatherlive.com/en/archive/2004/11/07/xray.html
4,X2.6,0656,1092850140,1092850800,1092851640,https://www.spaceweatherlive.com/en/archive/2004/08/18/xray.html
5,X2.58,0649,1089855000,1089855660,1089856080,https://www.spaceweatherlive.com/en/archive/2004/07/15/xray.html
6,X2.42,0649,1089915300,1089915840,1089916080,https://www.spaceweatherlive.com/en/archive/2004/07/15/xray.html
7,X1.96,0649,1089942180,1089943560,1089943920,https://www.spaceweatherlive.com/en/archive/2004/07/16/xray.html
8,X1.73,0691,1099136280,1099136760,1099137000,https://www.spaceweatherlive.com/en/archive/2004/10/30/xray.html
9,X1.64,0564,1077760200,1077760980,1077761400,https://www.spaceweatherlive.com/en/archive/2004/02/26/xray.html
10,X1.6,0649,1089973920,1089974460,1089974760,https://www.spaceweatherlive.com/en/archive/2004/07/16/xray.html
11,X1.55,0656,1092420420,1092420720,1092420900,https://www.spaceweatherlive.com/en/archive/2004/08/13/xray.html
12,X1.51,0649,1090050660,1090051020,1090051140,https://www.spaceweatherlive.com/en/archive/2004/07/17/xray.html
13,X1.34,0696,1099699860,1099701240,1099701720,https://www.spaceweatherlive.com/en/archive/2004/11/06/xray.html
14,X1.34,0656,1092573240,1092573660,1092573780,https://www.spaceweatherlive.com/en/archive/2004/08/15/xray.html
15,X1.3,0652,1090455240,1090456320,1090456980,https://www.spaceweatherlive.com/en/archive/2004/07/22/xray.html
16,X1.28,0696,1100019540,1100020740,1100021520,https://www.spaceweatherlive.com/en/archive/2004/11/09/xray.html
17,X1.23,0652,1090326120,1090326720,1090327500,https://www.spaceweatherlive.com/en/archive/2004/07/20/xray.html
18,X1.19,0537,1073470440,1073471220,1073471580,https://www.spaceweatherlive.com/en/archive/2004/01/07/xray.html
19,X1.06,0656,1092461760,1092462240,1092462720,https://www.spaceweatherlive.com/en/archive/2004/08/14/xray.html
20,X1.02,0652,1090733940,1090734660,1090735080,https://www.spaceweatherlive.com/en/archive/2004/07/25/xray.html
21,M9.9,-,1073271000,1073274300,1073280000,https://www.spaceweatherlive.com/en/archive/2004/01/05/xray.html
22,M9.71,0646,1089677340,1089677820,1089678180,https://www.spaceweatherlive.com/en/archive/2004/07/13/xray.html
23,M8.91,0646,1089781320,1089782580,1089782820,https://www.spaceweatherlive.com/en/archive/2004/07/14/xray.html
24,M8.9,0646,1089746640,1089747120,1089747360,https://www.spaceweatherlive.com/en/archive/2004/07/13/xray.html
25,M8.82,0540,1074583740,1074584580,1074584820,https://www.spaceweatherlive.com/en/archive/2004/01/20/xray.html
26,M8.52,0696,1099701840,1099702620,1099703400,https://www.spaceweatherlive.com/en/archive/2004/11/06/xray.html
27,M8.44,0691,1099153080,1099153980,1099154220,https://www.spaceweatherlive.com/en/archive/2004/10/30/xray.html
28,M8.37,0537,1073369580,1073370540,1073370960,https://www.spaceweatherlive.com/en/archive/2004/01/06/xray.html
29,M8.24,0564,1077833640,1077834600,1077835140,https://www.spaceweatherlive.com/en/archive/2004/02/26/xray.html
30,M8.04,0656,1092490260,1092490980,1092491400,https://www.spaceweatherlive.com/en/archive/2004/08/14/xray.html
31,M7.81,0696,1099608780,1099609740,1099610760,https://www.spaceweatherlive.com/en/archive/2004/11/04/xray.html
32,M7.77,0646,1089708000,1089708480,1089708900,https://www.spaceweatherlive.com/en/archive/2004/07/13/xray.html
33,M7.26,0540,1074360900,1074361800,1074362340,https://www.spaceweatherlive.com/en/archive/2004/01/17/xray.html
34,M7.15,0696,1099496100,1099496820,1099497300,https://www.spaceweatherlive.com/en/archive/2004/11/03/xray.html
35,M6.94,0672,1094947440,1094950560,1094952780,https://www.spaceweatherlive.com/en/archive/2004/09/12/xray.html
36,M6.53,0537,1073446980,1073448240,1073449260,https://www.spaceweatherlive.com/en/archive/2004/01/07/xray.html
37,M6.08,0715,1104444120,1104445080,1104445680,https://www.spaceweatherlive.com/en/archive/2004/12/30/xray.html
38,M6.05,0691,1099116480,1099117080,1099117320,https://www.spaceweatherlive.com/en/archive/2004/10/30/xray.html
39,M5.72,0696,1099653780,1099654200,1099654380,https://www.spaceweatherlive.com/en/archive/2004/11/05/xray.html
40,M5.35,0691,1099127340,1099128480,1099128600,https://www.spaceweatherlive.com/en/archive/2004/10/30/xray.html
41,M5.27,0696,1099705200,1099706220,1099706880,https://www.spaceweatherlive.com/en/archive/2004/11/06/xray.html
42,M4.84,0691,1099106580,1099107180,1099107420,https://www.spaceweatherlive.com/en/archive/2004/10/30/xray.html
43,M4.7,0656,1092477120,1092478020,1092478620,https://www.spaceweatherlive.com/en/archive/2004/08/14/xray.html
44,M4.63,0537,1073611980,1073612640,1073613240,https://www.spaceweatherlive.com/en/archive/2004/01/09/xray.html
45,M4.59,0667,1094952960,1094953140,1094953260,https://www.spaceweatherlive.com/en/archive/2004/09/12/xray.html
46,M4.42,0656,1092438840,1092440580,1092440760,https://www.spaceweatherlive.com/en/archive/2004/08/13/xray.html
47,M4.41,0656,1092897300,1092898860,1092899880,https://www.spaceweatherlive.com/en/archive/2004/08/19/xray.html
48,M4.28,0649,1089719940,1089720480,1089720720,https://www.spaceweatherlive.com/en/archive/2004/07/13/xray.html
49,M4.1,0656,1092440760,1092441000,1092441240,https://www.spaceweatherlive.com/en/archive/2004/08/13/xray.html
50,M4.01,0691,1099444980,1099445580,1099445820,https://www.spaceweatherlive.com/en/archive/2004/11/03/xray.html
1,X24.42+,0808,1126113420,1126114800,1126116180,https://www.spaceweatherlive.com/en/archive/2005/09/07/xray.html
2,X10.18,0720,1106202960,1106204460,1106205960,https://www.spaceweatherlive.com/en/archive/2005/01/20/xray.html
3,X8.87,0808,1126293180,1126296240,1126298160,https://www.spaceweatherlive.com/en/archive/2005/09/09/xray.html
4,X7.77,0808,1126212720,1126213560,1126214220,https://www.spaceweatherlive.com/en/archive/2005/09/08/xray.html
5,X5.52,0720,1105945140,1105955520,1105956420,https://www.spaceweatherlive.com/en/archive/2005/01/17/xray.html
6,X5.17,0808,1126258920,1126259940,1126260480,https://www.spaceweatherlive.com/en/archive/2005/09/09/xray.html
7,X3.79,0720,1105827900,1105830120,1105831860,https://www.spaceweatherlive.com/en/archive/2005/01/15/xray.html
8,X3.02,0808,1126387800,1126390260,1126392180,https://www.spaceweatherlive.com/en/archive/2005/09/10/xray.html
9,X2.54,0808,1126653300,1126653720,1126654200,https://www.spaceweatherlive.com/en/archive/2005/09/13/xray.html
10,X2.49,0715,1104537660,1104539460,1104539940,https://www.spaceweatherlive.com/en/archive/2005/01/01/xray.html
11,X2.15,0808,1126639140,1126639620,1126645020,https://www.spaceweatherlive.com/en/archive/2005/09/13/xray.html
12,X2,0720,1106121780,1106122920,1106124000,https://www.spaceweatherlive.com/en/archive/2005/01/19/xray.html
13,X1.88,0792,1122704220,1122705300,1122706860,https://www.spaceweatherlive.com/en/archive/2005/07/30/xray.html
14,X1.86,0786,1121336160,1121338500,1121340540,https://www.spaceweatherlive.com/en/archive/2005/07/14/xray.html
15,X1.79,0720,1105748520,1105749780,1105750920,https://www.spaceweatherlive.com/en/archive/2005/01/15/xray.html
16,X1.68,0808,1126773000,1126773480,1126773960,https://www.spaceweatherlive.com/en/archive/2005/09/15/xray.html
17,X1.67,0808,1126370040,1126370580,1126371060,https://www.spaceweatherlive.com/en/archive/2005/09/10/xray.html
18,X1.67,0808,1126233780,1126234800,1126235220,https://www.spaceweatherlive.com/en/archive/2005/09/09/xray.html
19,X1.4,0808,1126936680,1126937100,1126937700,https://www.spaceweatherlive.com/en/archive/2005/09/17/xray.html
20,X1.3,0786,1121320620,1121325900,1121326980,https://www.spaceweatherlive.com/en/archive/2005/07/14/xray.html
21,X1.24,0720,1105768440,1105771080,1105773420,https://www.spaceweatherlive.com/en/archive/2005/01/15/xray.html
22,X1.21,0720,1105763160,1105763460,1105763760,https://www.spaceweatherlive.com/en/archive/2005/01/15/xray.html
23,X1.15,0759,1116000780,1116003420,1116005280,https://www.spaceweatherlive.com/en/archive/2005/05/13/xray.html
24,X1.13,0826,1133517900,1133518320,1133519100,https://www.spaceweatherlive.com/en/archive/2005/12/02/xray.html
25,M9.7,0720,1106117880,1106119860,1106121300,https://www.spaceweatherlive.com/en/archive/2005/01/19/xray.html
26,M9.39,0826,1133491320,1133491920,1133492400,https://www.spaceweatherlive.com/en/archive/2005/12/02/xray.html
27,M9.16,0803,1124944260,1124944800,1124945100,https://www.spaceweatherlive.com/en/archive/2005/08/25/xray.html
28,M8.97,0808,1126243920,1126244880,1126245600,https://www.spaceweatherlive.com/en/archive/2005/09/09/xray.html
29,M8.78,0808,1126514220,1126515780,1126516800,https://www.spaceweatherlive.com/en/archive/2005/09/12/xray.html
30,M8.12,0798,1124729160,1124731620,1124733720,https://www.spaceweatherlive.com/en/archive/2005/08/22/xray.html
31,M7.27,0786,1121263260,1121266140,1121269080,https://www.spaceweatherlive.com/en/archive/2005/07/13/xray.html
32,M7.02,0786,1120752420,1120753740,1120754400,https://www.spaceweatherlive.com/en/archive/2005/07/07/xray.html
33,M6.96,0792,1122586740,1122588480,1122589440,https://www.spaceweatherlive.com/en/archive/2005/07/28/xray.html
34,M6.67,-,1126692300,1126694280,1126695240,https://www.spaceweatherlive.com/en/archive/2005/09/14/xray.html
35,M6.58,0720,1106062680,1106063460,1106063940,https://www.spaceweatherlive.com/en/archive/2005/01/18/xray.html
36,M6.38,0808,1126834860,1126835340,1126835760,https://www.spaceweatherlive.com/en/archive/2005/09/16/xray.html
37,M6.07,0794,1123006920,1123007460,1123007820,https://www.spaceweatherlive.com/en/archive/2005/08/02/xray.html
38,M5.98,0808,1126379400,1126380960,1126381800,https://www.spaceweatherlive.com/en/archive/2005/09/10/xray.html
39,M5.72,0775,1118952060,1118953320,1118954520,https://www.spaceweatherlive.com/en/archive/2005/06/16/xray.html
40,M5.58,0822,1131977760,1131978060,1131978180,https://www.spaceweatherlive.com/en/archive/2005/11/14/xray.html
41,M5.4,0808,1126332360,1126332840,1126333020,https://www.spaceweatherlive.com/en/archive/2005/09/10/xray.html
42,M5.37,-,1122438780,1122440520,1122442200,https://www.spaceweatherlive.com/en/archive/2005/07/27/xray.html
43,M5.08,0808,1126898280,1126899360,1126900080,https://www.spaceweatherlive.com/en/archive/2005/09/16/xray.html
44,M5.05,0763,1116196020,1116196560,1116196920,https://www.spaceweatherlive.com/en/archive/2005/05/15/xray.html
45,M4.94,0794,1123044840,1123045560,1123045860,https://www.spaceweatherlive.com/en/archive/2005/08/03/xray.html
46,M4.86,0808,1126405740,1126406100,1126406400,https://www.spaceweatherlive.com/en/archive/2005/09/11/xray.html
47,M4.72,0732,1108809360,1108810860,1108811580,https://www.spaceweatherlive.com/en/archive/2005/02/19/xray.html
48,M4.64,0718,1105798080,1105798980,1105799940,https://www.spaceweatherlive.com/en/archive/2005/01/15/xray.html
49,M4.59,0786,1121256180,1121257140,1121257440,https://www.spaceweatherlive.com/en/archive/2005/07/13/xray.html
50,M4.4,0808,1126442640,1126444320,1126446780,https://www.spaceweatherlive.com/en/archive/2005/09/11/xray.html
1,X12.95,0930,1165313880,1165314900,1165315500,https://www.spaceweatherlive.com/en/archive/2006/12/05/xray.html
2,X9.4,0930,1165429740,1165430820,1165431600,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
3,X4.88,0930,1165976040,1165977600,1165978620,https://www.spaceweatherlive.com/en/archive/2006/12/13/xray.html
