Top,Flux,Region,Start,Trigger Time,Links,
4,X2.18,0930,1166130420,1166134500,1166135160,https://www.spaceweatherlive.com/en/archive/2006/12/14/xray.html
5,X1.13,0875,1146151320,1146153120,1146153480,https://www.spaceweatherlive.com/en/archive/2006/04/27/xray.html
6,M8.68,0930,1165392120,1165393380,1165395780,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
7,M5.04,0930,1165436040,1165436340,1165436520,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
8,M3.59,0898,1152173580,1152174960,1152175860,https://www.spaceweatherlive.com/en/archive/2006/07/06/xray.html
9,M2.97,0930,1165515600,1165518780,1165519980,https://www.spaceweatherlive.com/en/archive/2006/12/07/xray.html
10,M2.63,0930,1165304700,1165305780,1165305960,https://www.spaceweatherlive.com/en/archive/2006/12/05/xray.html
11,M2.02,0865,1144300920,1144301580,1144301760,https://www.spaceweatherlive.com/en/archive/2006/04/06/xray.html
12,M1.9,0875,1146070260,1146070920,1146071400,https://www.spaceweatherlive.com/en/archive/2006/04/26/xray.html
13,M1.81,0930,1165368600,1165371600,1165373640,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
14,M1.72,0865,1144355580,1144356120,1144356600,https://www.spaceweatherlive.com/en/archive/2006/04/06/xray.html
15,M1.39,0867,1144396620,1144396980,1144397100,https://www.spaceweatherlive.com/en/archive/2006/04/07/xray.html
16,M1.31,0875,1146061920,1146063180,1146063480,https://www.spaceweatherlive.com/en/archive/2006/04/26/xray.html
17,M1.26,-,1162834980,1162835160,1162836360,https://www.spaceweatherlive.com/en/archive/2006/11/06/xray.html
18,M1.16,0867,1144250040,1144250460,1144250640,https://www.spaceweatherlive.com/en/archive/2006/04/05/xray.html
19,M1.11,0875,1146058920,1146059760,1146060300,https://www.spaceweatherlive.com/en/archive/2006/04/26/xray.html
20,M1.06,0930,1165441440,1165441920,1165442100,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
21,C9.34,0923,1162905900,1162907160,1162908360,https://www.spaceweatherlive.com/en/archive/2006/11/07/xray.html
22,C8.72,0930,1165465620,1165466700,1165468140,https://www.spaceweatherlive.com/en/archive/2006/12/07/xray.html
23,C8.32,0930,1165348140,1165349220,1165349640,https://www.spaceweatherlive.com/en/archive/2006/12/05/xray.html
24,C8.15,0930,1165823640,1165825080,1165825320,https://www.spaceweatherlive.com/en/archive/2006/12/11/xray.html
25,C7.69,-,1146360780,1146362220,1146362820,https://www.spaceweatherlive.com/en/archive/2006/04/30/xray.html
26,C7.59,0898,1152273540,1152273840,1152273960,https://www.spaceweatherlive.com/en/archive/2006/07/07/xray.html
27,C7.07,-,1165242360,1165243140,1165244100,https://www.spaceweatherlive.com/en/archive/2006/12/04/xray.html
28,C6.89,0930,1165409580,1165409880,1165410180,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
29,C6.82,0904,1156187220,1156188180,1156188720,https://www.spaceweatherlive.com/en/archive/2006/08/21/xray.html
30,C6.4,0843,1136452620,1136452980,1136453160,https://www.spaceweatherlive.com/en/archive/2006/01/05/xray.html
31,C6.29,0930,1165421700,1165422060,1165422360,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
32,C6.23,0904,1156107720,1156108140,1156108500,https://www.spaceweatherlive.com/en/archive/2006/08/20/xray.html
33,C6.14,0904,1155232860,1155233280,1155233580,https://www.spaceweatherlive.com/en/archive/2006/08/10/xray.html
34,C6.09,0930,1165298700,1165299960,1165300200,https://www.spaceweatherlive.com/en/archive/2006/12/05/xray.html
35,C5.94,0848,1137938460,1137939000,1137939300,https://www.spaceweatherlive.com/en/archive/2006/01/22/xray.html
36,C5.78,0865,1144098780,1144099560,1144100160,https://www.spaceweatherlive.com/en/archive/2006/04/03/xray.html
37,C5.5,0930,1165294860,1165295340,1165295820,https://www.spaceweatherlive.com/en/archive/2006/12/05/xray.html
38,C5.49,-,1156126800,1156127160,1156127580,https://www.spaceweatherlive.com/en/archive/2006/08/21/xray.html
39,C5.47,0903,1155986160,1155986640,1155986940,https://www.spaceweatherlive.com/en/archive/2006/08/19/xray.html
40,C5.33,0921,1162728960,1162729620,1162730400,https://www.spaceweatherlive.com/en/archive/2006/11/05/xray.html
41,C5.3,0930,1165350060,1165352040,1165354500,https://www.spaceweatherlive.com/en/archive/2006/12/05/xray.html
42,C5.28,-,1156121160,1156121400,1156121580,https://www.spaceweatherlive.com/en/archive/2006/08/21/xray.html
43,C5.24,0875,1146084660,1146085680,1146086220,https://www.spaceweatherlive.com/en/archive/2006/04/26/xray.html
44,C5.17,0904,1155739020,1155745020,1155756120,https://www.spaceweatherlive.com/en/archive/2006/08/16/xray.html
45,C5.13,0904,1155753840,1155754020,1155754200,https://www.spaceweatherlive.com/en/archive/2006/08/16/xray.html
46,C4.84,0923,1163367900,1163368500,1163368980,https://www.spaceweatherlive.com/en/archive/2006/11/12/xray.html
47,C4.46,0930,1165443960,1165444260,1165444380,https://www.spaceweatherlive.com/en/archive/2006/12/06/xray.html
48,C4.38,0923,1162903380,1162904100,1162904640,https://www.spaceweatherlive.com/en/archive/2006/11/07/xray.html
49,C4.35,-,1156134960,1156135740,1156137060,https://www.spaceweatherlive.com/en/archive/2006/08/21/xray.html
50,C4.3,0848,1138053780,1138054620,1138055580,https://www.spaceweatherlive.com/en/archive/2006/01/23/xray.html
1,X1.28,0960,1180933560,1180933980,1180934160,https://www.spaceweatherlive.com/en/archive/2007/06/04/xray.html
2,X1,-,1180836360,1180836720,1180836960,https://www.spaceweatherlive.com/en/archive/2007/06/03/xray.html
3,M6.56,0960,1180852560,1180852860,1180852980,https://www.spaceweatherlive.com/en/archive/2007/06/03/xray.html
4,M4.04,0960,1180708500,1180709940,1180710660,https://www.spaceweatherlive.com/en/archive/2007/06/01/xray.html
5,M3.68,0960,1180761900,1180764660,1180765140,https://www.spaceweatherlive.com/en/archive/2007/06/02/xray.html
6,M3.54,0960,1180835460,1180835940,1180836240,https://www.spaceweatherlive.com/en/archive/2007/06/03/xray.html
7,M3.14,0960,1180734000,1180734720,1180735140,https://www.spaceweatherlive.com/en/archive/2007/06/01/xray.html
8,M1.44,0960,1181395800,1181396880,1181397900,https://www.spaceweatherlive.com/en/archive/2007/06/09/xray.html
9,M1.43,0960,1180680360,1180680660,1180681140,https://www.spaceweatherlive.com/en/archive/2007/06/01/xray.html
10,M1.43,-,1180780080,1180780500,1180780860,https://www.spaceweatherlive.com/en/archive/2007/06/02/xray.html
11,M1.39,0960,1181148900,1181150700,1181151300,https://www.spaceweatherlive.com/en/archive/2007/06/06/xray.html
12,M1.22,0953,1178148480,1178149680,1178064120,https://www.spaceweatherlive.com/en/archive/2007/05/02/xray.html
13,M1.19,-,1199061420,1199063460,1199065080,https://www.spaceweatherlive.com/en/archive/2007/12/31/xray.html
14,M1.17,0963,1184070900,1184071200,1184071560,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
15,M1.07,0963,1184051280,1184052060,1184052480,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
16,C9.45,0960,1181057340,1181059980,1181060700,https://www.spaceweatherlive.com/en/archive/2007/06/05/xray.html
17,C8.97,0940,1169706780,1169709240,1169711880,https://www.spaceweatherlive.com/en/archive/2007/01/25/xray.html
18,C7.71,-,1180862580,1180862880,1180863060,https://www.spaceweatherlive.com/en/archive/2007/06/03/xray.html
19,C7.49,0963,1184089680,1184089980,1184090640,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
20,C6.45,0978,1197538740,1197540180,1197540540,https://www.spaceweatherlive.com/en/archive/2007/12/13/xray.html
21,C6.39,0963,1184038140,1184038380,1184038980,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
22,C6.21,-,1184031120,1184031420,1184031960,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
23,C6.2,0938,1168914120,1168915320,1168915740,https://www.spaceweatherlive.com/en/archive/2007/01/16/xray.html
24,C6.03,0953,1178367600,1178369220,1178369820,https://www.spaceweatherlive.com/en/archive/2007/05/05/xray.html
25,C5.63,-,1181197320,1181198640,1181199000,https://www.spaceweatherlive.com/en/archive/2007/06/07/xray.html
26,C5.49,0963,1184028780,1184029260,1184029860,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
27,C5.17,0940,1170088860,1170089760,1170091320,https://www.spaceweatherlive.com/en/archive/2007/01/29/xray.html
28,C5.06,0940,1169760720,1169761380,1169761500,https://www.spaceweatherlive.com/en/archive/2007/01/25/xray.html
29,C4.24,-,1181290920,1181292360,1181293200,https://www.spaceweatherlive.com/en/archive/2007/06/08/xray.html
30,C4.18,0956,1179335940,1179337260,1179337980,https://www.spaceweatherlive.com/en/archive/2007/05/16/xray.html
31,C4.06,0960,1180736220,1180736520,1180736760,https://www.spaceweatherlive.com/en/archive/2007/06/01/xray.html
32,C4.03,0953,1177454580,1177455360,1177455960,https://www.spaceweatherlive.com/en/archive/2007/04/24/xray.html
33,C4,0963,1184053140,1184053680,1184053920,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
34,C3.63,0939,1169384760,1169385060,1169385240,https://www.spaceweatherlive.com/en/archive/2007/01/21/xray.html
35,C3.34,-,1181275800,1181276460,1181276700,https://www.spaceweatherlive.com/en/archive/2007/06/08/xray.html
36,C3.21,0978,1197874020,1197875760,1197876360,https://www.spaceweatherlive.com/en/archive/2007/12/17/xray.html
37,C3.04,-,1197983280,1197984000,1197984540,https://www.spaceweatherlive.com/en/archive/2007/12/18/xray.html
38,C2.96,-,1180532940,1180534500,1180536840,https://www.spaceweatherlive.com/en/archive/2007/05/30/xray.html
39,C2.9,0969,1187941740,1187942040,1187942280,https://www.spaceweatherlive.com/en/archive/2007/08/24/xray.html
40,C2.79,0960,1181473260,1181473860,1181474040,https://www.spaceweatherlive.com/en/archive/2007/06/10/xray.html
41,C2.77,-,1183816800,1183818600,1183819920,https://www.spaceweatherlive.com/en/archive/2007/07/07/xray.html
42,C2.71,0963,1184065860,1184066460,1184066940,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
43,C2.7,0933,1168420440,1168422660,1168423200,https://www.spaceweatherlive.com/en/archive/2007/01/10/xray.html
44,C2.64,-,1171590600,1171590960,1171591140,https://www.spaceweatherlive.com/en/archive/2007/02/16/xray.html
45,C2.59,-,1184100600,1184101260,1184101560,https://www.spaceweatherlive.com/en/archive/2007/07/10/xray.html
46,C2.57,-,1183913280,1183913880,1183914360,https://www.spaceweatherlive.com/en/archive/2007/07/08/xray.html
47,C2.49,0963,1183959240,1183961640,1183962120,https://www.spaceweatherlive.com/en/archive/2007/07/09/xray.html
48,C2.47,0933,1168564680,1168565880,1168566540,https://www.spaceweatherlive.com/en/archive/2007/01/12/xray.html
49,C2.47,-,1181171580,1181172480,1181172660,https://www.spaceweatherlive.com/en/archive/2007/06/06/xray.html
50,C2.45,-,1199043120,1199045100,1199045940,https://www.spaceweatherlive.com/en/archive/2007/12/30/xray.html
1,M2.47,0989,1206470160,1206471360,1206472380,https://www.spaceweatherlive.com/en/archive/2008/03/25/xray.html
2,C2.29,-,1225710900,1225711140,1225711320,https://www.spaceweatherlive.com/en/archive/2008/11/03/xray.html
3,C2.09,1009,1228987320,1228987500,1228987620,https://www.spaceweatherlive.com/en/archive/2008/12/11/xray.html
4,C2.05,0980,1199717340,1199719620,1199721360,https://www.spaceweatherlive.com/en/archive/2008/01/07/xray.html
5,C1.8,-,1199256660,1199268000,1199272980,https://www.spaceweatherlive.com/en/archive/2008/01/02/xray.html
6,C1.77,-,1207185120,1207185840,1207186560,https://www.spaceweatherlive.com/en/archive/2008/04/03/xray.html
7,C1.74,-,1207189080,1207189620,1207190100,https://www.spaceweatherlive.com/en/archive/2008/04/03/xray.html
8,C1.7,0980,1199201400,1199201820,1199202360,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
9,C1.54,1007,1225768620,1225769400,1225769760,https://www.spaceweatherlive.com/en/archive/2008/11/04/xray.html
10,C1.38,1009,1228995660,1228995840,1228995960,https://www.spaceweatherlive.com/en/archive/2008/12/11/xray.html
11,C1.09,0988,1206565920,1206566940,1206567600,https://www.spaceweatherlive.com/en/archive/2008/03/26/xray.html
12,C1.03,1007,1225638120,1225638300,1225638420,https://www.spaceweatherlive.com/en/archive/2008/11/02/xray.html
13,C1,-,1199146020,1199147160,1199147820,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
14,B8.43,0985,1205214600,1205215020,1205215440,https://www.spaceweatherlive.com/en/archive/2008/03/11/xray.html
15,B8.22,1007,1225656720,1225656900,1225657020,https://www.spaceweatherlive.com/en/archive/2008/11/02/xray.html
16,B7.34,0987,1206326220,1206326640,1206327180,https://www.spaceweatherlive.com/en/archive/2008/03/24/xray.html
17,B7.16,-,1207273620,1207274220,1207274880,https://www.spaceweatherlive.com/en/archive/2008/04/04/xray.html
18,B6.98,0987,1206635220,1206635760,1206636540,https://www.spaceweatherlive.com/en/archive/2008/03/27/xray.html
19,B6.85,-,1206420540,1206420960,1206421440,https://www.spaceweatherlive.com/en/archive/2008/03/25/xray.html
20,B6.13,-,1206327600,1206327900,1206328020,https://www.spaceweatherlive.com/en/archive/2008/03/24/xray.html
21,B6.07,-,1199168820,1199169240,1199169900,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
22,B5.54,-,1209218040,1209218880,1209220680,https://www.spaceweatherlive.com/en/archive/2008/04/26/xray.html
23,B5.18,-,1199161860,1199162880,1199165520,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
24,B5.1,-,1199195820,1199196180,1199197080,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
25,B4.97,-,1225889520,1225889760,1225890180,https://www.spaceweatherlive.com/en/archive/2008/11/05/xray.html
26,B4.77,-,1206345540,1206346680,1206347640,https://www.spaceweatherlive.com/en/archive/2008/03/24/xray.html
27,B4.53,-,1206750180,1206751620,1206752280,https://www.spaceweatherlive.com/en/archive/2008/03/29/xray.html
28,B4.34,0989,1207008960,1207009560,1207009980,https://www.spaceweatherlive.com/en/archive/2008/04/01/xray.html
29,B4.32,1008,1226348280,1226349060,1226349480,https://www.spaceweatherlive.com/en/archive/2008/11/10/xray.html
30,B4.25,-,1225708920,1225709160,1225709280,https://www.spaceweatherlive.com/en/archive/2008/11/03/xray.html
31,B4.24,0989,1207237860,1207238220,1207238400,https://www.spaceweatherlive.com/en/archive/2008/04/03/xray.html
32,B4.05,-,1199177940,1199178420,1199179080,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
33,B3.98,0989,1207332360,1207332600,1207332840,https://www.spaceweatherlive.com/en/archive/2008/04/04/xray.html
34,B3.88,-,1225632120,1225632480,1225633080,https://www.spaceweatherlive.com/en/archive/2008/11/02/xray.html
35,B3.81,1009,1228972920,1228973820,1228974600,https://www.spaceweatherlive.com/en/archive/2008/12/11/xray.html
36,B3.8,0988,1206367380,1206367800,1206367920,https://www.spaceweatherlive.com/en/archive/2008/03/24/xray.html
37,B3.54,0988,1206941280,1206941640,1206942000,https://www.spaceweatherlive.com/en/archive/2008/03/31/xray.html
38,B3.48,1007,1225752300,1225752960,1225753380,https://www.spaceweatherlive.com/en/archive/2008/11/03/xray.html
39,B3.43,-,1199153400,1199153700,1199154000,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
40,B3.38,0989,1207254000,1207254240,1207254480,https://www.spaceweatherlive.com/en/archive/2008/04/03/xray.html
41,B3.35,-,1206456540,1206456720,1206456840,https://www.spaceweatherlive.com/en/archive/2008/03/25/xray.html
42,B3.28,-,1199186220,1199186580,1199186880,https://www.spaceweatherlive.com/en/archive/2008/01/01/xray.html
43,B3.21,1009,1228984020,1228984260,1228984380,https://www.spaceweatherlive.com/en/archive/2008/12/11/xray.html
44,B3.1,-,1208327460,1208327640,1208327820,https://www.spaceweatherlive.com/en/archive/2008/04/16/xray.html
45,B3.08,-,1206466440,1206466680,1206466860,https://www.spaceweatherlive.com/en/archive/2008/03/25/xray.html
46,B3.02,1009,1229004720,1229004900,1229005020,https://www.spaceweatherlive.com/en/archive/2008/12/11/xray.html
47,B2.9,-,1207179540,1207180020,1207180500,https://www.spaceweatherlive.com/en/archive/2008/04/02/xray.html
48,B2.81,-,1206388020,1206388260,1206388380,https://www.spaceweatherlive.com/en/archive/2008/03/24/xray.html
49,B2.8,-,1207251840,1207252260,1207252680,https://www.spaceweatherlive.com/en/archive/2008/04/03/xray.html
50,B2.79,-,1206584820,1206585360,1206586320,https://www.spaceweatherlive.com/en/archive/2008/03/27/xray.html
1,M1.08,1035,1261162080,1261162500,1261162680,https://www.spaceweatherlive.com/en/archive/2009/12/18/xray.html
2,M1.03,1036,1261457400,1261457760,1261458000,https://www.spaceweatherlive.com/en/archive/2009/12/22/xray.html
3,C9.23,1036,1261562940,1261563420,1261563600,https://www.spaceweatherlive.com/en/archive/2009/12/23/xray.html
4,C7.57,1035,1260925320,1260926640,1260927300,https://www.spaceweatherlive.com/en/archive/2009/12/16/xray.html
5,C5.29,1035,1260966960,1260968520,1260969600,https://www.spaceweatherlive.com/en/archive/2009/12/16/xray.html
6,C5,-,1260442560,1260442620,1260442740,https://www.spaceweatherlive.com/en/archive/2009/12/10/xray.html
7,C4.3,1035,1261181400,1261181640,1261181820,https://www.spaceweatherlive.com/en/archive/2009/12/19/xray.html
8,C3.99,1024,1246777620,1246777980,1246778280,https://www.spaceweatherlive.com/en/archive/2009/07/05/xray.html
9,C3.57,-,1261379340,1261379820,1261380120,https://www.spaceweatherlive.com/en/archive/2009/12/21/xray.html
10,C3.26,1029,1256690700,1256691180,1256691360,https://www.spaceweatherlive.com/en/archive/2009/10/28/xray.html
11,C2.9,1026,1253839620,1253840520,1253841360,https://www.spaceweatherlive.com/en/archive/2009/09/25/xray.html
12,C2.47,-,1256633820,1256635440,1256636040,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
13,C2.21,1029,1256436600,1256437560,1256438220,https://www.spaceweatherlive.com/en/archive/2009/10/25/xray.html
14,C2.12,-,1256638320,1256638860,1256639640,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
15,C2,-,1260999300,1261000140,1261002300,https://www.spaceweatherlive.com/en/archive/2009/12/16/xray.html
16,C1.89,1029,1256596500,1256597400,1256597580,https://www.spaceweatherlive.com/en/archive/2009/10/26/xray.html
17,C1.86,-,1261513380,1261513620,1261513920,https://www.spaceweatherlive.com/en/archive/2009/12/22/xray.html
18,C1.82,-,1256618940,1256619600,1256620200,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
19,C1.8,1029,1256627100,1256628240,1256628600,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
20,C1.74,1029,1256582280,1256583960,1256584260,https://www.spaceweatherlive.com/en/archive/2009/10/26/xray.html
21,C1.69,-,1256640900,1256641200,1256641620,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
22,C1.57,-,1261494600,1261495560,1261496100,https://www.spaceweatherlive.com/en/archive/2009/12/22/xray.html
23,C1.53,1029,1256980980,1256981700,1256982180,https://www.spaceweatherlive.com/en/archive/2009/10/31/xray.html
24,C1.49,1029,1256599740,1256599980,1256600100,https://www.spaceweatherlive.com/en/archive/2009/10/26/xray.html
25,C1.46,1024,1246899540,1246899900,1246900260,https://www.spaceweatherlive.com/en/archive/2009/07/06/xray.html
26,C1.43,-,1261386960,1261387560,1261387920,https://www.spaceweatherlive.com/en/archive/2009/12/21/xray.html
27,C1.43,-,1261490400,1261491000,1261491600,https://www.spaceweatherlive.com/en/archive/2009/12/22/xray.html
28,C1.43,-,1261518300,1261520760,1261521300,https://www.spaceweatherlive.com/en/archive/2009/12/22/xray.html
29,C1.38,1035,1261062060,1261062780,1261063020,https://www.spaceweatherlive.com/en/archive/2009/12/17/xray.html
30,C1.31,1035,1261186560,1261187580,1261187700,https://www.spaceweatherlive.com/en/archive/2009/12/19/xray.html
31,C1.23,1035,1260952440,1260952620,1260952740,https://www.spaceweatherlive.com/en/archive/2009/12/16/xray.html
32,C1.23,-,1261393320,1261393860,1261394640,https://www.spaceweatherlive.com/en/archive/2009/12/21/xray.html
33,C1.23,1038,1261539360,1261540560,1261541100,https://www.spaceweatherlive.com/en/archive/2009/12/23/xray.html
34,C1.22,-,1256461140,1256462100,1256463600,https://www.spaceweatherlive.com/en/archive/2009/10/25/xray.html
35,C1.2,-,1261405680,1261407360,1261408320,https://www.spaceweatherlive.com/en/archive/2009/12/21/xray.html
36,C1.2,-,1256608140,1256608380,1256608620,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
37,C1.19,1024,1246681740,1246682220,1246682520,https://www.spaceweatherlive.com/en/archive/2009/07/04/xray.html
38,C1.19,-,1256648820,1256649060,1256649300,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
39,C1.18,1029,1256664060,1256664360,1256664600,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
40,C1.11,-,1260959280,1260959760,1260960120,https://www.spaceweatherlive.com/en/archive/2009/12/16/xray.html
41,C1.08,1039,1261913280,1261913940,1261915020,https://www.spaceweatherlive.com/en/archive/2009/12/27/xray.html
42,C1.05,-,1261184640,1261184940,1261185120,https://www.spaceweatherlive.com/en/archive/2009/12/19/xray.html
43,C1.01,1027,1254365220,1254365700,1254366180,https://www.spaceweatherlive.com/en/archive/2009/10/01/xray.html
44,B9.97,-,1261042380,1261042620,1261042860,https://www.spaceweatherlive.com/en/archive/2009/12/17/xray.html
45,B9.95,-,1256674500,1256674980,1256675220,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
46,B9.86,-,1260949500,1260950460,1260951360,https://www.spaceweatherlive.com/en/archive/2009/12/16/xray.html
47,B9.79,-,1256637300,1256637540,1256637840,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
48,B9.38,-,1261220880,1261221180,1261221540,https://www.spaceweatherlive.com/en/archive/2009/12/19/xray.html
49,B9.17,-,1256672100,1256672280,1256672820,https://www.spaceweatherlive.com/en/archive/2009/10/27/xray.html
50,B9.14,-,1260933420,1260933600,1260933960,https://www.spaceweatherlive.com/en/archive/2009/12/16/xray.html
1,X1.2,1046,1265973540,1265973960,1265974080,https://www.spaceweatherlive.com/en/archive/2010/02/12/xray.html
2,M9.17,1045,1265509200,1265510040,1265510340,https://www.spaceweatherlive.com/en/archive/2010/02/07/xray.html
3,M7.77,1121,1289057220,1289057760,1289058240,https://www.spaceweatherlive.com/en/archive/2010/11/06/xray.html
4,M5.8,1045,1265614560,1265614980,1265615160,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
5,M4.94,1041,1264009800,1264010100,1264010400,https://www.spaceweatherlive.com/en/archive/2010/01/20/xray.html
6,M4.24,1112,1287256020,1287256320,1287256500,https://www.spaceweatherlive.com/en/archive/2010/10/16/xray.html
7,M4.21,1045,1265482020,1265482740,1265483340,https://www.spaceweatherlive.com/en/archive/2010/02/06/xray.html
8,M3.31,1041,1263906180,1263908460,1263909000,https://www.spaceweatherlive.com/en/archive/2010/01/19/xray.html
9,M2.95,1045,1265635920,1265636820,1265637000,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
10,M2.88,1081,1276302600,1276304220,1276304520,https://www.spaceweatherlive.com/en/archive/2010/06/12/xray.html
11,M2.64,1041,1263984360,1263985140,1263985800,https://www.spaceweatherlive.com/en/archive/2010/01/20/xray.html
12,M2.42,1041,1263932580,1263933300,1263933960,https://www.spaceweatherlive.com/en/archive/2010/01/19/xray.html
13,M2.39,1041,1263973320,1263973740,1263973980,https://www.spaceweatherlive.com/en/archive/2010/01/20/xray.html
14,M2.33,1121,1288913400,1288915080,1288829520,https://www.spaceweatherlive.com/en/archive/2010/11/04/xray.html
15,M1.88,1045,1265491860,1265492220,1265492520,https://www.spaceweatherlive.com/en/archive/2010/02/06/xray.html
16,M1.81,1069,1273079580,1273079940,1273080120,https://www.spaceweatherlive.com/en/archive/2010/05/05/xray.html
17,M1.66,1045,1265997120,1265998080,1265998500,https://www.spaceweatherlive.com/en/archive/2010/02/12/xray.html
18,M1.62,1045,1265630220,1265630580,1265630760,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
19,M1.56,1045,1265662860,1265664180,1265664480,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
20,M1.48,1121,1288960980,1288963740,1288965960,https://www.spaceweatherlive.com/en/archive/2010/11/05/xray.html
21,M1.47,1093,1281203700,1281205440,1281206820,https://www.spaceweatherlive.com/en/archive/2010/08/07/xray.html
22,M1.47,1041,1263969900,1263972420,1263972840,https://www.spaceweatherlive.com/en/archive/2010/01/20/xray.html
23,M1.46,1079,1276407000,1276407540,1276407840,https://www.spaceweatherlive.com/en/archive/2010/06/13/xray.html
24,M1.39,1121,1288918080,1288918560,1288918920,https://www.spaceweatherlive.com/en/archive/2010/11/05/xray.html
25,M1.39,1045,1265517720,1265518320,1265518440,https://www.spaceweatherlive.com/en/archive/2010/02/07/xray.html
26,M1.37,1048,1266064080,1266064740,1266065280,https://www.spaceweatherlive.com/en/archive/2010/02/13/xray.html
27,M1.32,1069,1273294260,1273294740,1273295040,https://www.spaceweatherlive.com/en/archive/2010/05/08/xray.html
28,M1.26,1069,1273059420,1273060320,1273060680,https://www.spaceweatherlive.com/en/archive/2010/05/05/xray.html
29,M1.23,1045,1265605920,1265606580,1265607000,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
30,M1.13,1046,1265959080,1265959500,1265959680,https://www.spaceweatherlive.com/en/archive/2010/02/12/xray.html
31,M1.09,1045,1265601840,1265602500,1265602800,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
32,C9.8,1045,1265608740,1265609160,1265609580,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
33,C8.8,1045,1265598480,1265599020,1265599380,https://www.spaceweatherlive.com/en/archive/2010/02/08/xray.html
34,C8.72,1081,1276333320,1276334220,1276334520,https://www.spaceweatherlive.com/en/archive/2010/06/12/xray.html
35,C8.19,1117,1288499160,1288499460,1288499760,https://www.spaceweatherlive.com/en/archive/2010/10/31/xray.html
36,C8.11,1067,1272677640,1272677940,1272678180,https://www.spaceweatherlive.com/en/archive/2010/05/01/xray.html
37,C7.78,1121,1289093460,1289094060,1289094720,https://www.spaceweatherlive.com/en/archive/2010/11/07/xray.html
38,C7.68,1135,1292394420,1292395140,1292395800,https://www.spaceweatherlive.com/en/archive/2010/12/15/xray.html
39,C7.67,1099,1281896580,1281897000,1281897420,https://www.spaceweatherlive.com/en/archive/2010/08/15/xray.html
40,C7.52,1040,1263890040,1263890700,1263892440,https://www.spaceweatherlive.com/en/archive/2010/01/19/xray.html
41,C7.38,1041,1263923040,1263923700,1263925260,https://www.spaceweatherlive.com/en/archive/2010/01/19/xray.html
42,C7.16,1041,1263962880,1263963420,1263963780,https://www.spaceweatherlive.com/en/archive/2010/01/20/xray.html
43,C7.13,1121,1288786020,1288786860,1288787580,https://www.spaceweatherlive.com/en/archive/2010/11/03/xray.html
44,C7.09,1041,1263844440,1263847140,1263848760,https://www.spaceweatherlive.com/en/archive/2010/01/18/xray.html
45,C7,1041,1264036560,1264036800,1264037040,https://www.spaceweatherlive.com/en/archive/2010/01/21/xray.html
46,C6.86,1123,1289459700,1289460240,1289460480,https://www.spaceweatherlive.com/en/archive/2010/11/11/xray.html
47,C6.74,1123,1289525280,1289525640,1289525880,https://www.spaceweatherlive.com/en/archive/2010/11/12/xray.html
48,C6.47,1099,1282106700,1282110480,1282114260,https://www.spaceweatherlive.com/en/archive/2010/08/18/xray.html
49,C6.45,1121,1289018280,1289018820,1289019420,https://www.spaceweatherlive.com/en/archive/2010/11/06/xray.html
