TGF Name,Ra,Dec,Start Time Observation,End Time Observation,Trigger Time,reliability,GeoLon,GeoLat,Normalised Duration,source
TGF220203820,40.5333,-46.7,1643913520.109591,1643914134.520139,1643913653.375816,1.0,101.95,3.3,614.4105479717255,fermi_tgf
TGF160821554,65.3667,-46.65,1471778169.139329,1471778775.356801,1471778300.597276,1.0,147.5333,24.7333,606.217472076416,fermi_tgf
TGF160901912,212.3167,-46.3833,1472759505.564889,1472760119.975317,1472759638.079077,1.0,269.8833,21.4167,614.4104280471802,fermi_tgf
TGF121104065,144.9833,-46.3167,1351989070.409516,1351989684.819983,1351989206.331651,1.0,185.967,-14.833,614.4104669094086,fermi_tgf
TGF231127889,129.1,-46.2,1701116252.553132,1701116866.966859,1701116385.243943,1.0,115.5,-6.7167,614.4137270450592,fermi_tgf
TGF220811687,255.0,-46.15,1660227999.322513,1660228605.54087,1660228130.396676,1.0,67.1167,21.5667,606.2183568477631,fermi_tgf
TGF100210761,311.6833,-45.85,1265822025.203812,1265822631.422572,1265822156.550032,1.0,116.033,-3.367,606.2187600135803,fermi_tgf
TGF220519495,54.8667,-45.6833,1652953839.205496,1652954453.616366,1652953974.375795,1.0,115.7833,6.3333,614.4108698368073,fermi_tgf
TGF140529201,102.6833,-45.6,1401331651.01506,1401332265.42436,1401331783.800861,1.0,83.2833,9.65,614.4093000888824,fermi_tgf
TGF240131678,208.517,-45.4167,1706714063.709283,1706714678.120877,1706714201.647742,1.0,24.15,-14.9833,614.411593914032,fermi_tgf
TGF160619788,182.8833,-45.3833,1466355158.861603,1466355756.884471,1466355275.486881,1.0,123.4333,2.9,598.0228679180145,fermi_tgf
TGF160113308,351.7,-45.2,1452666089.971626,1452666704.382174,1452666224.005781,1.0,106.1667,10.15,614.4105479717255,fermi_tgf
TGF210324485,88.9167,-44.95,1616582203.085066,1616582817.495333,1616582337.087236,1.0,206.5833,-13.5833,614.4102668762207,fermi_tgf
TGF100609597,194.8833,-44.95,1276085882.935761,1276086497.346389,1276086017.113911,1.0,94.083,24.183,614.410628080368,fermi_tgf
TGF110619780,43.0833,-44.8667,1308501645.166379,1308502259.575962,1308501780.192402,1.0,77.783,-0.2,614.4095830917358,fermi_tgf
TGF140116504,243.35,-44.6,1389870185.258541,1389870799.671744,1389870320.621234,1.0,123.1833,-17.05,614.4132030010223,fermi_tgf
TGF130628984,15.25,-44.5,1372455249.98652,1372455864.39566,1372455383.188453,1.0,27.1333,2.85,614.4091398715973,fermi_tgf
TGF230610254,23.9,-44.45,1686369800.855479,1686370407.074761,1686369932.393852,1.0,280.7667,11.9167,606.21928191185,fermi_tgf
TGF120605312,144.9167,-44.4,1338874053.825094,1338874668.233912,1338874187.618977,1.0,258.067,14.35,614.4088180065155,fermi_tgf
TGF110112416,108.7833,-44.3167,1294822569.264244,1294823183.675033,1294822704.994507,1.0,28.183,-15.433,614.4107890129089,fermi_tgf
TGF240101635,323.933,-44.0333,1704118367.522733,1704118981.93308,1704118505.189055,1.0,165.5,-15.8333,614.4103469848633,fermi_tgf
TGF230413676,328.45,-43.9833,1681395051.191023,1681395665.602013,1681395188.905384,1.0,30.8,-8.2333,614.4109899997711,fermi_tgf
TGF130502410,265.15,-43.8833,1367480915.676078,1367481530.085137,1367481053.870018,1.0,135.8167,-4.6833,614.4090588092804,fermi_tgf
TGF150517403,43.3167,-43.8,1431848257.750377,1431848872.159517,1431848396.264331,1.0,266.0333,16.6667,614.4091401100159,fermi_tgf
TGF081006797,305.2333,-43.7333,1223312758.631757,1223313373.039609,1223312890.745303,1.0,159.703,-12.431,614.407851934433,fermi_tgf
TGF130601534,121.8833,-43.6167,1370083583.576171,1370084197.985592,1370083721.594211,1.0,196.0167,-14.1833,614.409420967102,fermi_tgf
TGF210111245,340.7,-43.5667,1610340653.281179,1610341267.693457,1610340787.843676,1.0,67.7333,16.4167,614.4122779369354,fermi_tgf
TGF150305569,4.5167,-43.3667,1425558993.11551,1425559607.526058,1425559131.213735,1.0,80.8833,5.1,614.4105479717255,fermi_tgf
TGF121210138,93.95,-43.35,1355105794.915867,1355106409.325972,1355105933.893991,1.0,106.75,-6.033,614.4101049900055,fermi_tgf
TGF100912943,198.5167,-43.35,1284323744.065726,1284324358.476998,1284323881.060155,1.0,341.783,17.167,614.4112720489502,fermi_tgf
TGF120330894,10.5167,-43.3,1333135475.111935,1333136089.521879,1333135610.154131,1.0,28.833,-16.417,614.4099440574646,fermi_tgf
TGF111027331,62.9167,-43.2833,1319694852.142677,1319695466.553386,1319694985.584801,1.0,135.5,-0.75,614.4107089042664,fermi_tgf
TGF201018074,191.5667,-43.2333,1602978278.129858,1602978892.53936,1602978416.339891,1.0,64.7,19.2,614.409502029419,fermi_tgf
TGF090522190,295.25,-43.1833,1242959488.440236,1242960102.851227,1242959626.890542,1.0,167.105,-19.103,614.4109909534454,fermi_tgf
TGF231022627,76.25,-43.1667,1697979681.169425,1697980295.579611,1697979814.867473,1.0,294.9167,14.8167,614.4101860523224,fermi_tgf
TGF210308046,42.5167,-43.0,1615161803.797151,1615162418.207337,1615161939.831255,1.0,128.8667,-12.0833,614.4101858139038,fermi_tgf
TGF210131722,75.9,-42.9167,1612109887.319241,1612110501.729427,1612110022.649387,1.0,150.0667,-7.3167,614.4101860523224,fermi_tgf
TGF100411433,335.983,-42.7833,1270974068.508576,1270974682.919124,1270974202.846773,1.0,125.151,-7.04,614.4105479717255,fermi_tgf
TGF100103431,196.9333,-42.2833,1262510299.366504,1262510913.779265,1262510436.169222,1.0,142.172,-15.813,614.4127609729767,fermi_tgf
TGF150131817,26.9333,-42.0667,1422729219.325545,1422729833.735892,1422729351.855706,1.0,88.5833,5.5167,614.4103469848633,fermi_tgf
TGF161130235,328.6833,-42.0333,1480480543.883698,1480480994.451642,1480480682.222115,1.0,285.4667,8.3,450.5679440498352,fermi_tgf
TGF151118409,204.3167,-41.95,1447836390.945151,1447837005.356745,1447836526.57958,1.0,128.2,2.45,614.411593914032,fermi_tgf
TGF131110912,344.75,-41.85,1384116678.568617,1384117292.978199,1384116816.77869,1.0,106.9833,-6.6167,614.409581899643,fermi_tgf
TGF220403506,326.583,-41.8,1648980418.055306,1648981032.466015,1648980550.60152,1.0,163.05,-16.7333,614.4107091426849,fermi_tgf
TGF221212368,176.1333,-41.7667,1670831285.700797,1670831900.112431,1670831421.12726,1.0,139.0167,-17.4,614.4116339683533,fermi_tgf
TGF160914591,228.95,-41.75,1473854902.520241,1473855516.929662,1473855039.274277,1.0,263.85,14.1667,614.409420967102,fermi_tgf
TGF211001794,330.15,-41.7167,1633107649.486059,1633108263.898417,1633107782.128631,1.0,357.9167,7.1333,614.412358045578,fermi_tgf
TGF121129774,214.1833,-41.6667,1354210330.442114,1354210944.850409,1354210466.7319,1.0,143.317,8.467,614.408294916153,fermi_tgf
TGF130505422,56.9333,-41.55,1367741131.385757,1367741557.37536,1367741264.18741,1.0,282.4333,7.4,425.98960304260254,fermi_tgf
TGF200116385,233.45,-41.55,1579162347.993207,1579162962.404962,1579162480.363561,1.0,136.1333,-14.4667,614.4117550849915,fermi_tgf
TGF160602038,293.3833,-41.4,1464821512.703776,1464822127.114123,1464821646.049905,1.0,279.35,23.7167,614.4103472232819,fermi_tgf
TGF120222724,244.8333,-41.3833,1329927579.616146,1329928194.026251,1329927717.794274,1.0,19.05,-16.95,614.4101049900055,fermi_tgf
TGF190208940,35.1,-41.3333,1549661445.88239,1549662060.295513,1549661579.725116,1.0,65.05,-18.6667,614.4131228923798,fermi_tgf
TGF150127358,228.05,-41.3167,1422344018.06024,1422344632.470667,1422344151.934348,1.0,129.7333,-14.6667,614.4104268550873,fermi_tgf
TGF231110973,349.717,-41.2833,1699654770.699155,1699655385.110629,1699654907.213563,1.0,271.0167,16.65,614.4114739894867,fermi_tgf
TGF180414354,327.9167,-41.25,1523687245.211247,1523687859.623484,1523687379.069784,1.0,133.9,-4.65,614.4122369289398,fermi_tgf
TGF081001392,346.9667,-41.2167,1222845752.141328,1222846366.550468,1222845884.92725,1.0,,,614.4091398715973,fermi_tgf
TGF130302331,184.7,-41.1667,1362207237.488723,1362207851.89919,1362207374.690875,1.0,142.4,-15.2167,614.4104669094086,fermi_tgf
TGF140810494,334.9,-41.0833,1407664175.39687,1407664789.806774,1407664311.398908,1.0,115.9833,3.9833,614.4099040031433,fermi_tgf
TGF140204581,203.8833,-40.9667,1391518460.844299,1391519075.254726,1391518594.062366,1.0,44.2333,-18.2333,614.4104268550873,fermi_tgf
TGF140310382,244.8667,-40.9167,1394438849.906753,1394439464.318065,1394438983.461088,1.0,123.5167,-19.1667,614.4113118648529,fermi_tgf
TGF210115699,225.0667,-40.5833,1610725416.669922,1610726031.081475,1610725551.18434,1.0,32.3833,-21.5833,614.4115529060364,fermi_tgf
TGF171121450,112.35,-40.5333,1511257560.54136,1511258174.953115,1511257696.927826,1.0,117.9333,-14.5167,614.4117550849915,fermi_tgf
TGF180116162,185.2833,-40.5167,1516071028.796245,1516071643.206672,1516071167.806475,1.0,1.7332999999999998,-0.6167,614.4104268550873,fermi_tgf
TGF180922449,138.1333,-40.5,1537605837.557799,1537606451.969714,1537605970.104213,1.0,99.75,6.8167,614.4119148254395,fermi_tgf
TGF221101939,332.0333,-40.5,1667338210.041426,1667338824.452618,1667338345.403677,1.0,291.3833,0.65,614.4111919403076,fermi_tgf
TGF121011427,220.4667,-40.4,1349943152.140988,1349943766.550209,1349943286.862929,1.0,282.05,4.567,614.4092209339142,fermi_tgf
TGF230807586,351.483,-40.3833,1691409788.427034,1691410345.494944,1691409869.452626,1.0,119.6333,25.2667,557.067910194397,fermi_tgf
TGF200916824,337.4667,-40.3333,1600278228.988664,1600278843.39885,1600278366.09482,1.0,279.3,6.7667,614.4101860523224,fermi_tgf
TGF160905506,194.15,-40.3,1473069961.77945,1473070576.189958,1473070094.9016,1.0,172.4333,-8.9167,614.4105081558228,fermi_tgf
TGF210504314,48.4333,-40.2667,1620106199.735628,1620106814.147866,1620106332.330161,1.0,109.05,4.6167,614.4122381210327,fermi_tgf
TGF170207403,230.0167,-40.2,1486456649.812621,1486457264.223571,1486456782.950865,1.0,115.9,-20.6833,614.4109499454498,fermi_tgf
TGF131121989,338.1,-40.2,1385073723.463252,1385074329.680564,1385073854.729207,1.0,119.2667,-17.0,606.2173118591309,fermi_tgf
TGF171110485,216.917,-40.0333,1510310131.57264,1510310745.983268,1510310263.68679,1.0,175.55,-19.6333,614.410628080368,fermi_tgf
TGF101231632,301.4833,-40.0167,1293804472.097902,1293805086.508329,1293804606.020129,1.0,140.25,-18.95,614.4104268550873,fermi_tgf
TGF080828449,224.1333,-40.0,1219913052.877651,1219913667.286187,1219913190.271434,1.0,,,614.4085359573364,fermi_tgf
TGF140127503,292.1,-39.85,1390820551.381195,1390820788.953875,1390820689.031866,1.0,115.3,-23.0833,237.57267999649048,fermi_tgf
TGF100501559,97.15,-39.7167,1272712933.469881,1272713547.881033,1272713065.376186,1.0,118.583,0.4,614.4111518859863,fermi_tgf
TGF180709140,28.1167,-39.5667,1531099196.559392,1531099810.97175,1531099330.06597,1.0,284.4333,5.8333,614.412358045578,fermi_tgf
TGF170910491,9.25,-39.55,1505036714.5043,1505037328.915331,1505036852.426666,1.0,89.0333,23.8333,614.4110307693481,fermi_tgf
TGF110819727,332.2167,-39.4667,1313767476.514113,1313768090.923414,1313767608.548078,1.0,152.283,-6.1,614.4093010425568,fermi_tgf
TGF121207514,250.1333,-39.35,1354879071.070392,1354879685.481624,1354879209.104848,1.0,132.2,-12.2,614.4112319946289,fermi_tgf
TGF121021959,51.2667,-39.25,1350853130.963172,1350853745.373519,1350853264.42135,1.0,10.0,5.0,614.4103469848633,fermi_tgf
TGF230425635,315.95,-39.25,1682428308.729771,1682428923.140319,1682428447.580114,1.0,104.05,-4.7167,614.410548210144,fermi_tgf
TGF150823916,234.3667,-39.1333,1440359763.13384,1440360377.543503,1440359900.975861,1.0,274.6333,9.7667,614.4096629619598,fermi_tgf
TGF240325600,178.4,-38.9833,1711372900.887184,1711373507.106547,1711373032.377519,1.0,17.6833,-2.7,606.2193632125854,fermi_tgf
TGF090627274,59.25,-38.9667,1246077150.259267,1246077764.668205,1246077288.325225,1.0,0.0,0.0,614.4089379310608,fermi_tgf
TGF151207995,117.9,-38.8333,1449528602.903701,1449529061.663836,1449528734.841911,1.0,281.55,8.3167,458.760134935379,fermi_tgf
TGF150903443,149.0333,-38.8,1441269429.936594,1441269995.194441,1441269516.305991,1.0,122.05,16.9833,565.257847070694,fermi_tgf
TGF240104661,213.317,-38.7833,1704379756.728601,1704380371.141925,1704379891.563436,1.0,114.0333,-8.3833,614.4133241176605,fermi_tgf
TGF180922713,141.5833,-38.4667,1537628644.051637,1537629258.463633,1537628777.046128,1.0,1.75,7.2333,614.4119961261749,fermi_tgf
TGF140721187,158.3833,-38.4667,1405909605.891618,1405910220.29947,1405909738.693231,1.0,25.45,4.3833,614.407851934433,fermi_tgf
TGF160627610,293.4667,-38.3167,1467030975.610301,1467031499.905948,1467031112.828185,1.0,278.85,9.85,524.295646905899,fermi_tgf
TGF091227801,225.0667,-38.3,1261937456.385684,1261938070.796996,1261937588.596071,1.0,62.197,-15.077,614.4113121032715,fermi_tgf
TGF200404229,16.0167,-38.2333,1585970926.084475,1585971466.764987,1585970988.021375,1.0,333.3667,1.5833,540.6805119514465,fermi_tgf
TGF140930034,234.05,-37.9333,1412030774.375457,1412031388.786849,1412030912.377846,1.0,272.6667,14.0833,614.4113919734955,fermi_tgf
TGF101213283,341.45,-37.9333,1292219096.070631,1292219710.482024,1292219231.032924,1.0,123.35,13.25,614.4113929271698,fermi_tgf
TGF200916251,237.05,-37.9167,1600228797.365575,1600229411.776283,1600228929.959866,1.0,254.4833,17.3333,614.410707950592,fermi_tgf
TGF110907452,49.5167,-37.85,1315385300.343056,1315385718.14079,1315385432.55284,1.0,284.25,7.067,417.7977340221405,fermi_tgf
TGF150916373,81.1833,-37.75,1442386506.369326,1442387104.394446,1442386637.763262,1.0,281.3167,6.9667,598.0251197814941,fermi_tgf
TGF111210978,56.3667,-37.5667,1323555986.804482,1323556601.214668,1323556124.406673,1.0,167.2,-23.983,614.4101860523224,fermi_tgf
TGF131205795,166.3,-37.4833,1386266584.520209,1386266944.974057,1386266722.026323,1.0,289.1667,5.9833,360.45384788513184,fermi_tgf
TGF101009134,143.2667,-37.3667,1286586673.43304,1286587287.842984,1286586812.059164,1.0,86.467,11.2,614.4099440574646,fermi_tgf
TGF210717324,343.5167,-37.25,1626500628.527351,1626500849.714725,1626500766.961402,1.0,268.9333,13.4167,221.18737411499023,fermi_tgf
TGF100426657,150.717,-37.2333,1272289426.465134,1272290040.875401,1272289563.955356,1.0,144.65,-10.483,614.4102671146393,fermi_tgf
TGF100610132,241.9667,-37.2167,1276132065.935151,1276132680.345619,1276132202.417453,1.0,280.983,19.05,614.4104678630829,fermi_tgf
TGF171004782,44.1667,-37.1833,1507135467.094646,1507136081.505074,1507135600.808828,1.0,80.9,16.5167,614.4104280471802,fermi_tgf
TGF121017715,163.3667,-37.0667,1350486417.702395,1350487032.1125,1350486550.376509,1.0,105.45,-6.983,614.4101049900055,fermi_tgf
TGF120808908,179.217,-37.05,1344455092.056048,1344455706.46563,1344455228.746033,1.0,280.65,20.017,614.4095821380615,fermi_tgf
TGF130620676,58.0333,-37.0,1371737437.687576,1371738052.096917,1371737572.745463,1.0,29.3667,0.5,614.4093408584595,fermi_tgf
TGF160916837,341.5333,-36.9667,1474048967.630325,1474049582.039545,1474049100.512204,1.0,158.95,14.5833,614.4092199802399,fermi_tgf
TGF151217656,185.6833,-36.8667,1450363332.682863,1450363531.342296,1450363469.693144,1.0,45.0167,-22.3167,198.659432888031,fermi_tgf
TGF100606292,233.2,-36.8333,1275800289.670068,1275800740.236926,1275800425.33612,1.0,281.583,8.2,450.5668580532074,fermi_tgf
TGF090808739,199.37,-36.71,1249746112.030886,1249746325.026231,1249746246.096906,1.0,301.0393,3.8039,212.9953451156616,fermi_tgf
TGF160409147,134.583,-36.7,1460165325.488167,1460165939.897507,1460165463.506207,1.0,11.2833,-2.5167,614.4093399047852,fermi_tgf
TGF240507745,331.217,-36.65,1715097041.88796,1715097656.300479,1715097175.602503,1.0,192.55,-9.4833,614.4125189781189,fermi_tgf
TGF101230684,140.75,-36.6,1293722569.109961,1293723183.519825,1293722705.70399,1.0,16.667,-10.183,614.409863948822,fermi_tgf
TGF180104433,186.5667,-36.4667,1515057665.508673,1515058279.920709,1515057804.263221,1.0,141.55,-14.45,614.4120359420776,fermi_tgf
TGF160919876,191.7333,-36.4,1474311529.965819,1474312144.37504,1474311668.799788,1.0,123.7167,15.4667,614.4092211723328,fermi_tgf
TGF180106416,175.4167,-36.2833,1515228986.94739,1515229601.359387,1515229125.973874,1.0,141.1333,-10.8833,614.4119968414307,fermi_tgf
TGF130112722,246.2167,-36.15,1358007436.700284,1358008051.110631,1358007575.422445,1.0,24.1667,-17.3333,614.4103469848633,fermi_tgf
TGF110616305,151.5,-36.1333,1308201417.056067,1308202031.465328,1308201553.041972,1.0,121.667,12.1,614.4092609882355,fermi_tgf
TGF230312037,159.59,-35.99,1678578683.723728,1678579289.941402,1678578815.453692,1.0,137.85,0.0333,606.2176740169525,fermi_tgf
TGF180413498,110.1833,-35.8333,1523613269.584894,1523613883.997051,1523613405.267441,1.0,100.1667,0.7667,614.4121570587158,fermi_tgf
TGF191025075,6.9,-35.75,1571960722.63881,1571961337.049961,1571960855.553116,1.0,268.0167,22.05,614.4111511707306,fermi_tgf
TGF160220290,264.1167,-35.6833,1455947718.752991,1455948333.164383,1455947852.2753,1.0,144.5167,-4.95,614.4113919734955,fermi_tgf
TGF120425260,22.5167,-35.6167,1335327105.95123,1335327720.359525,1335327238.736911,1.0,10.183,5.75,614.408294916153,fermi_tgf
TGF240409573,5.3333,-35.55,1712663088.846315,1712663124.686918,1712663097.53442,1.0,86.2833,4.4333,35.84060311317444,fermi_tgf
TGF150122621,184.1667,-35.5167,1421934719.403291,1421935333.813114,1421934852.941412,1.0,201.25,-8.2,614.4098229408264,fermi_tgf
TGF170808809,228.35,-35.4333,1502212962.481794,1502213421.241446,1502213099.427983,1.0,280.1333,7.8333,458.75965189933777,fermi_tgf
TGF180908364,289.2,-35.4167,1536388915.759411,1536389530.170965,1536389052.993871,1.0,131.3167,21.85,614.4115538597107,fermi_tgf
TGF211111667,297.55,-35.3667,1636642673.208359,1636643287.618746,1636642808.410643,1.0,139.3833,-16.85,614.4103870391846,fermi_tgf
TGF140615297,339.5167,-34.8167,1402808679.815085,1402809294.224909,1402808818.425196,1.0,69.1,2.9333,614.4098241329193,fermi_tgf
TGF120823943,89.5333,-34.7167,1345754105.172475,1345754711.389102,1345754236.838226,1.0,135.833,14.817,606.2166268825531,fermi_tgf
TGF140316625,91.85,-34.6667,1394978279.493593,1394978893.904985,1394978418.744135,1.0,117.75,-1.4167,614.4113919734955,fermi_tgf
TGF150101904,165.9833,-34.4667,1420144728.414528,1420145342.824352,1420144863.632503,1.0,128.1833,-13.3,614.4098241329193,fermi_tgf
TGF180906868,272.5667,-33.9667,1536259706.204729,1536260320.615518,1536259838.686931,1.0,90.4167,-2.9,614.4107890129089,fermi_tgf
TGF150423126,88.2167,-33.9333,1429750733.227319,1429751347.636297,1429750867.83721,1.0,75.0167,9.9,614.4089779853821,fermi_tgf
TGF091224757,249.25,-33.9167,1261674488.785641,1261675103.195907,1261674621.683773,1.0,,,614.410266160965,fermi_tgf
TGF210515505,326.5333,-33.7167,1621073098.426907,1621073712.837616,1621073230.733129,1.0,137.4833,-6.55,614.4107089042664,fermi_tgf
TGF151020736,263.85,-33.3833,1445355471.977068,1445356086.387053,1445355610.347149,1.0,253.9,11.8,614.4099850654602,fermi_tgf
TGF190315717,80.1333,-33.35,1552666211.988728,1552666826.399074,1552666348.118909,1.0,111.4,-5.5667,614.410346031189,fermi_tgf
TGF141028731,328.9,-33.3333,1414513801.195112,1414514415.605821,1414513935.661411,1.0,126.0167,-0.5167,614.4107089042664,fermi_tgf
TGF100110328,99.25,-33.3,1263106216.583987,1263106830.996506,1263106352.506565,1.0,133.085,-13.1,614.4125189781189,fermi_tgf
TGF200318226,124.9667,-33.25,1584505423.594384,1584505661.166461,1584505557.964607,1.0,283.4,0.2,237.57207703590396,fermi_tgf
TGF120122331,163.267,-33.1,1327215298.111971,1327215912.522921,1327215436.178331,1.0,132.517,-20.483,614.4109501838684,fermi_tgf
TGF200928792,168.05,-33.0667,1601312265.569656,1601312879.982175,1601312400.500286,1.0,296.7167,23.7833,614.4125192165375,fermi_tgf
TGF211003572,155.35,-33.0,1633261310.193492,1633261924.606253,1633261443.348151,1.0,43.7667,15.4833,614.4127609729767,fermi_tgf
TGF121214906,171.75,-32.8833,1355517714.213641,1355518328.623505,1355517849.383698,1.0,,,614.4098641872406,fermi_tgf
TGF220118477,216.5,-32.8167,1642501490.001306,1642502104.413141,1642501625.411797,1.0,141.9667,-16.3,614.4118349552155,fermi_tgf
TGF190214031,114.35,-32.8,1550101312.652394,1550101927.065074,1550101447.823136,1.0,26.45,-5.3,614.4126799106598,fermi_tgf
TGF110503751,296.2,-32.7167,1304438322.634859,1304438937.044603,1304438457.084824,1.0,281.9,4.867,614.4097440242767,fermi_tgf
TGF231113416,223.133,-32.6333,1699865827.69201,1699866442.103563,1699865963.150418,1.0,126.0833,24.4167,614.411553144455,fermi_tgf
TGF150613934,77.4333,-32.5833,1434226970.905888,1434227585.315229,1434227104.459821,1.0,66.85,-5.95,614.4093408584595,fermi_tgf
TGF231019802,317.783,-32.3833,1697735597.933337,1697735737.200013,1697735729.263826,1.0,291.2333,-1.8167,139.26667594909668,fermi_tgf
TGF140511964,343.4333,-31.9167,1399842342.924406,1399842940.948923,1399842476.398154,1.0,103.9,-1.15,598.0245170593262,fermi_tgf
TGF190907631,59.8833,-31.8667,1567861592.390428,1567862042.958654,1567861727.432786,1.0,250.1167,-20.3333,450.5682258605957,fermi_tgf
TGF190810945,307.8,-31.6333,1565469537.013824,1565470151.42393,1565469673.511937,1.0,254.3,19.55,614.4101059436798,fermi_tgf
TGF151213843,271.6167,-31.6,1450033882.109047,1450034496.519153,1450034015.759137,1.0,114.7167,-6.5167,614.4101061820984,fermi_tgf
TGF140623885,210.7167,-31.3833,1403550725.847521,1403551340.256339,1403550861.465374,1.0,90.0833,23.65,614.4088180065155,fermi_tgf
TGF130611348,170.0167,-31.1,1370931526.067171,1370932140.475948,1370931659.173027,1.0,261.1333,17.8333,614.4087769985199,fermi_tgf
TGF201121287,191.0667,-31.0667,1605937875.872473,1605938490.286401,1605938011.427441,1.0,145.7667,-8.4333,614.4139280319214,fermi_tgf
TGF131209794,262.35,-31.05,1386612032.889126,1386612639.105311,1386612164.282902,1.0,45.8,-18.95,606.2161848545074,fermi_tgf
TGF170712117,267.9333,-30.7333,1499820383.172686,1499820997.58243,1499820519.91079,1.0,275.5667,21.2,614.4097437858582,fermi_tgf
TGF221130196,74.83,-30.69,1669779592.955263,1669780207.368547,1669779726.829974,1.0,105.6167,20.4833,614.4132840633392,fermi_tgf
TGF240422348,356.133,-30.0667,1713766740.07486,1713767346.293257,1713766871.54894,1.0,103.9667,-12.5833,606.2183969020844,fermi_tgf
TGF220512789,144.3333,-29.9,1652374436.733319,1652375051.142539,1652374573.679307,1.0,201.35,-21.3,614.4092199802399,fermi_tgf
TGF130215707,92.2,-29.7833,1360943713.658094,1360944328.067355,1360943847.228,1.0,186.4167,-25.1167,614.4092609882355,fermi_tgf
TGF140719955,137.65,-29.7167,1405803183.922206,1405803798.331708,1405803322.548129,1.0,258.8833,13.5833,614.409502029419,fermi_tgf
TGF160526349,21.65,-29.5833,1464243658.474539,1464244264.692132,1464243790.156545,1.0,126.35,9.7833,606.2175929546356,fermi_tgf
TGF121015868,325.1,-29.5833,1350326864.525856,1350327478.934956,1350326999.183826,1.0,104.35,11.467,614.4091000556946,fermi_tgf
TGF180410526,265.4,-29.5667,1523356516.945508,1523357131.357504,1523356654.228006,1.0,113.2833,0.8667,614.4119958877563,fermi_tgf
TGF200220556,261.6833,-29.55,1582201072.099181,1582201678.318544,1582201203.573462,1.0,34.0833,-9.8667,606.2193629741669,fermi_tgf
TGF221025954,56.2667,-29.4167,1666731123.325914,1666731737.736422,1666731256.624085,1.0,21.95,18.0,614.4105081558228,fermi_tgf
TGF100616900,186.1333,-29.2833,1276716823.011236,1276717437.422468,1276716956.405604,1.0,339.667,8.717,614.4112319946289,fermi_tgf
TGF170808281,54.1833,-28.75,1502167370.802109,1502167985.212456,1502167502.676228,1.0,117.35,6.4,614.4103469848633,fermi_tgf
TGF160416676,87.3,-28.6833,1460815847.027417,1460816461.437763,1460815979.029597,1.0,113.3333,1.7667000000000002,614.410346031189,fermi_tgf
TGF191126458,153.9167,-28.6333,1574762213.677266,1574762828.088056,1574762347.359462,1.0,34.8833,-15.5333,614.4107902050018,fermi_tgf
TGF210505305,101.6167,-28.4167,1620191857.750556,1620192472.162633,1620191993.1771,1.0,110.2833,7.3333,614.4120769500732,fermi_tgf
TGF230527635,139.417,-28.4167,1685193134.353852,1685193748.76432,1685193272.180101,1.0,27.4167,7.8,614.4104678630829,fermi_tgf
TGF210614708,289.6333,-28.3833,1623682638.354903,1623683252.768388,1623682776.261739,1.0,8.6667,6.7,614.4134850502014,fermi_tgf
TGF141022874,359.3,-28.25,1414004171.223611,1414004365.786989,1414004303.385799,1.0,280.4,9.5667,194.56337785720825,fermi_tgf
TGF181226676,4.3833,-27.9667,1545837048.02898,1545837662.443471,1545837186.688095,1.0,23.4333,-6.3,614.4144909381866,fermi_tgf
TGF211002782,219.8,-27.9,1633193052.504864,1633193666.917826,1633193186.219609,1.0,345.5,11.05,614.4129619598389,fermi_tgf
TGF210923493,83.6167,-27.75,1632390441.170038,1632390744.278634,1632390576.820037,1.0,259.45,-24.6167,303.1085960865021,fermi_tgf
TGF091130288,297.2,-27.75,1259560364.834332,1259560979.246329,1259560503.220868,1.0,,,614.4119970798492,fermi_tgf
TGF150417674,328.2667,-27.7167,1429279708.889119,1429280323.299547,1429279842.01131,1.0,106.4,-12.5667,614.4104280471802,fermi_tgf
TGF121012817,316.4333,-27.65,1350063221.799682,1350063836.208741,1350063356.153691,1.0,124.383,1.417,614.409059047699,fermi_tgf
TGF200710710,189.9833,-27.5333,1594393191.48628,1594393805.895862,1594393323.37625,1.0,266.3833,13.7167,614.4095821380615,fermi_tgf
TGF210921872,263.97,-27.29,1632250405.050986,1632251019.461775,1632250541.517274,1.0,295.9833,21.0833,614.4107890129089,fermi_tgf
TGF141013086,347.95,-27.2667,1413158525.272357,1413158967.648594,1413158659.882772,1.0,283.3833,7.9667,442.3762369155884,fermi_tgf
TGF230110824,7.35,-27.2167,1673376238.339649,1673376623.372684,1673376371.782619,1.0,307.0833,8.4667,385.0330350399017,fermi_tgf
TGF220228318,29.2167,-27.2167,1646030118.482843,1646030732.893874,1646030256.645159,1.0,140.9167,-17.9833,614.4110310077667,fermi_tgf
TGF161114056,266.1667,-27.2,1479082712.353559,1479083326.760204,1479082849.058913,1.0,134.9833,-0.5833,614.4066450595856,fermi_tgf
TGF150809596,312.6167,-27.1333,1439122536.295156,1439123150.703894,1439122670.680949,1.0,255.8167,18.4667,614.4087378978729,fermi_tgf
TGF160501445,191.1,-26.9833,1462091951.111998,1462092565.521821,1462092084.649998,1.0,287.2333,10.3,614.4098229408264,fermi_tgf
TGF170309801,45.9667,-26.8667,1489083081.278448,1489083695.688473,1489083215.616444,1.0,189.6167,-15.0333,614.4100248813629,fermi_tgf
TGF100225374,284.8167,-26.8167,1267084540.719129,1267085155.129395,1267084672.54533,1.0,283.033,19.267,614.4102659225464,fermi_tgf
