GeoLon,GeoLat,Orbit,Trigger Time,T50(ms),T50_Err(ms),T50+/-Err(ms),Satellite Altitude(km),ML Counts,ML Counts Err,ML Counts+/-Err,TGF Name,EventType,Normalised Duration
121.14,1.69,55912,1517783163,0.282,0.023,2.820e-1+/-2.300e-2,474.58,75.00,8.603,75.00+/-8.603,180204.22260,0,0.000564
124,2.25,55922,1517861626,0.07,0.014,7.000e-2+/-1.400e-2,469.22,14.9,3.866,14.9+/-3.866,180205.20134,0,0.00014
3.58,2.48,56009,1518390424,0.232,0.032,2.320e-1+/-3.200e-2,464.6,26.00,5.087,26.00+/-5.087,180211.23070,0,0.000464
3.83,1.49,56012,1518402490,0.842,0.13,8.420e-1+/-1.300e-1,462.62,21.00,4.573,21.00+/-4.573,180212.02281,1,0.001684
4.68,0.44,56012,1518408535,0.061,0.012,6.100e-2+/-1.200e-2,464.03,12.96,3.602,12.96+/-3.602,180212.04085,0,0.000122
10.61,-1.2,56033,1518529273,0.093,0.02,9.300e-2+/-2.000e-2,479.67,10.93,3.312,10.93+/-3.312,180213.13411,0,0.000186
-3.85,-0.79,56035,1518535063,0.058,0.009,5.800e-2+/-9.000e-3,479.69,18.96,4.35,18.96+/-4.35,180213.15174,0,0.000116
21.03,0.35,56035,1518535482,0.455,0.076,4.550e-1+/-7.600e-2,478.56,18.04,4.241,18.04+/-4.241,180213.15244,0,0.00091
149.52,-2.47,56039,1518567791,0.026,0.005,2.600e-2+/-5.000e-3,474.12,10.98,3.31,10.98+/-3.31,180214.00231,0,0.000052
2.51,0.5,56041,1518577393,0.05,0.008,5.000e-2+/-8.000e-3,462.43,19.99,4.463,19.99+/-4.463,180214.03031,0,0.0001
6.69,-1.74,56043,1518589526,0.204,0.023,2.040e-1+/-2.300e-2,466.28,39.91,6.303,39.91+/-6.303,180214.06252,0,0.000408
23.46,2.21,56063,1518716480,0.059,0.009,5.900e-2+/-9.000e-3,476.44,20.93,4.573,20.93+/-4.573,180215.17412,0,0.000118
65.37,2.36,56065,1518717182,0.053,0.011,5.300e-2+/-1.100e-2,470.12,11.99,3.46,11.99+/-3.46,180215.17530,0,0.000106
18.73,-1.33,56070,1518752590,0.102,0.024,1.020e-1+/-2.400e-2,462.8,9.94,3.159,9.94+/-3.159,180216.03431,0,0.000204
146.68,-2.29,56081,1518815051,0.055,0.009,5.500e-2+/-9.000e-3,464.37,16.98,4.114,16.98+/-4.114,180216.21041,0,0.00011
78.59,1.78,56089,1518868199,0.022,0.004,2.200e-2+/-4.000e-3,479.57,10.99,3.31,10.99+/-3.31,180217.11495,0,0.000044
85.17,1.9,56093,1518886406,0.03,0.005,3.000e-2+/-5.000e-3,471.38,12.99,3.598,12.99+/-3.598,180217.16532,0,0.00006
117.09,-2.18,56096,1518905034,0.136,0.024,1.360e-1+/-2.400e-2,462.89,15.94,3.993,15.94+/-3.993,180217.22035,0,0.000272
147.82,-2.47,56096,1518905548,0.059,0.012,5.900e-2+/-1.200e-2,465.49,11.99,3.458,11.99+/-3.458,180217.22122,0,0.000118
98.19,-1.65,56109,1518989165,0.016,0.004,1.600e-2+/-4.000e-3,463,10.00,3.157,10.00+/-3.157,180218.21260,0,0.000032
12.44,-1.98,56113,1519011855,0.065,0.011,6.500e-2+/-1.100e-2,462.75,17.96,4.234,17.96+/-4.234,180219.03441,0,0.00013
-14.77,-2.4,56114,1519023462,0.159,0.035,1.590e-1+/-3.500e-2,462.69,10.94,3.312,10.94+/-3.312,180219.06574,0,0.000318
-15.59,1.86,56120,1519059639,0.209,0.039,2.090e-1+/-3.900e-2,478.83,14.92,3.866,14.92+/-3.866,180219.17003,0,0.000418
-13.43,1.93,56120,1519059675,0.112,0.019,1.120e-1+/-1.900e-2,478.96,23.79,4.897,23.79+/-4.897,180219.17011,0,0.000224
98.36,0.71,56129,1519109801,0.112,0.015,1.120e-1+/-1.500e-2,474.59,26.99,5.186,26.99+/-5.186,180220.06564,0,0.000224
5.08,0.84,56132,1519132366,0.092,0.019,9.200e-2+/-1.900e-2,474.43,26.66,5.208,26.66+/-5.208,180220.13124,0,0.000184
24.63,-2.29,56156,1519265397,0.363,0.088,3.630e-1+/-8.800e-2,464.93,28.08,5.37,28.08+/-5.37,180222.02095,0,0.000726
26,-1.7,56169,1519343835,0.201,0.03,2.010e-1+/-3.000e-2,469.75,22.89,4.787,22.89+/-4.787,180222.23571,0,0.000402
6.16,-1.84,56169,1519349534,0.049,0.011,4.900e-2+/-1.100e-2,469.25,10.96,3.31,10.96+/-3.31,180223.01321,0,0.000098
117.29,1.54,56171,1519363455,0.043,0.009,4.300e-2+/-9.000e-3,471.09,9.99,3.155,9.99+/-3.155,180223.05241,0,0.000086
24.17,2.48,56177,1519398086,0.167,0.023,1.670e-1+/-2.300e-2,477.46,27.87,5.279,27.87+/-5.279,180223.15012,0,0.000334
-67.84,2.08,56181,1519426703,0.465,0.077,4.650e-1+/-7.700e-2,479.27,18.00,4.234,18.00+/-4.234,180223.22582,1,0.00093
21.33,-2.24,56183,1519434233,0.151,0.019,1.510e-1+/-1.900e-2,469.1,33.01,5.732,33.01+/-5.732,180224.01035,0,0.000302
3.47,1.77,56189,1519476152,0.058,0.011,5.800e-2+/-1.100e-2,469.15,14.97,3.867,14.97+/-3.867,180224.12423,0,0.000116
-66.43,2.03,56195,1519511172,0.1,0.014,1.000e-1+/-1.400e-2,478.55,26.94,5.182,26.94+/-5.182,180224.22261,0,0.0002
11.44,-2.44,56198,1519524544,0.117,0.034,1.170e-1+/-3.400e-2,469.12,14.69,3.905,14.69+/-3.905,180225.02090,0,0.000234
128.54,1.94,56200,1519532533,0.032,0.007,3.200e-2+/-7.000e-3,468.5,10.99,3.31,10.99+/-3.31,180225.04221,0,0.000064
111.34,2.33,56202,1519550340,0.065,0.012,6.500e-2+/-1.200e-2,476.39,12.99,3.603,12.99+/-3.603,180225.09190,0,0.00013
6.43,0.99,56202,1519554615,0.143,0.024,1.430e-1+/-2.400e-2,464.52,17.92,4.238,17.92+/-4.238,180225.10301,0,0.000286
118.3,-2.48,56208,1519586652,0.046,0.008,4.600e-2+/-8.000e-3,469.01,14.99,3.865,14.99+/-3.865,180225.19241,0,0.000092
16.84,2.16,56217,1519645266,0.29,0.049,2.900e-1+/-4.900e-2,466.94,20.88,4.577,20.88+/-4.577,180226.11410,0,0.00058
154.58,-2.01,56219,1519653609,0.024,0.005,2.400e-2+/-5.000e-3,476.19,11.00,3.313,11.00+/-3.313,180226.14000,0,0.000048
81.99,1.87,56232,1519730801,0.047,0.009,4.700e-2+/-9.000e-3,474.91,11.99,3.457,11.99+/-3.457,180227.11264,0,0.000094
142.55,-2.29,56235,1519743884,0.062,0.014,6.200e-2+/-1.400e-2,476.54,11.95,3.458,11.95+/-3.458,180227.15044,0,0.000124
10.4,0.16,56257,1519886431,0.212,0.027,2.120e-1+/-2.700e-2,464.2,30.99,5.553,30.99+/-5.553,180301.06403,0,0.000424
103.15,2.42,56258,1519887981,0.063,0.009,6.300e-2+/-9.000e-3,466.73,23.99,4.89,23.99+/-4.89,180301.07062,0,0.000126
-71.62,1.34,56268,1519939338,0.104,0.02,1.040e-1+/-2.000e-2,471.85,13.93,3.735,13.93+/-3.735,180301.21221,0,0.000208
-71.46,1.33,56268,1519939341,0.111,0.02,1.110e-1+/-2.000e-2,471.88,14.00,3.734,14.00+/-3.734,180301.21222,0,0.000222
102.29,1.09,56274,1519984474,0.089,0.015,8.900e-2+/-1.500e-2,471.65,17.94,4.233,17.94+/-4.233,180302.09543,0,0.000178
8.27,1,56277,1520007025,0.237,0.043,2.370e-1+/-4.300e-2,471.32,15.9,3.992,15.9+/-3.992,180302.16102,0,0.000474
-60.65,1.79,56279,1520017934,0.05,0.011,5.000e-2+/-1.100e-2,467.74,9.99,3.154,9.99+/-3.154,180302.19121,0,0.0001
103.33,1.12,56283,1520038781,0.035,0.007,3.500e-2+/-7.000e-3,464.6,16.98,4.113,16.98+/-4.113,180303.00594,0,0.00007
100.1,2.44,56286,1520056819,0.08,0.016,8.000e-2+/-1.600e-2,463.33,11.97,3.457,11.97+/-3.457,180303.06001,0,0.00016
77.41,2.43,56287,1520062471,0.094,0.014,9.400e-2+/-1.400e-2,463.36,23.03,4.791,23.03+/-4.791,180303.07343,2,0.000188
77.41,2.43,56287,1520062471,0.062,0.009,6.200e-2+/-9.000e-3,463.36,19.00,4.351,19.00+/-4.351,180303.07343,3,0.000124
109.68,-2.14,56291,1520087139,0.063,0.011,6.300e-2+/-1.100e-2,479.22,18.97,4.349,18.97+/-4.349,180303.14253,0,0.000126
30.62,-0.03,56291,1520091844,0.047,0.009,4.700e-2+/-9.000e-3,472.7,13.98,3.739,13.98+/-3.739,180303.15440,0,0.000094
131.32,-0.28,56316,1520238292,0.084,0.017,8.400e-2+/-1.700e-2,469.66,11.97,3.459,11.97+/-3.459,180305.08245,0,0.000168
145.27,-2.45,56320,1520256623,0.053,0.009,5.300e-2+/-9.000e-3,479.52,14.95,3.867,14.95+/-3.867,180305.13302,0,0.000106
21.24,0.35,56334,1520345019,0.02,0.004,2.000e-2+/-4.000e-3,465.12,11.00,3.311,11.00+/-3.311,180306.14033,0,0.00004
14.77,-2.21,56364,1520531892,0.051,0.011,5.100e-2+/-1.100e-2,470.31,11.94,3.458,11.94+/-3.458,180308.17581,0,0.000102
12.78,-1.66,56368,1520549954,0.082,0.017,8.200e-2+/-1.700e-2,478.84,11.97,3.457,11.97+/-3.457,180308.22591,0,0.000164
7.41,2.37,56373,1520586058,0.086,0.017,8.600e-2+/-1.700e-2,466.76,11.96,3.458,11.96+/-3.458,180309.09005,0,0.000172
148.06,-2.42,56374,1520588410,0.313,0.044,3.130e-1+/-4.400e-2,470.89,24.84,4.985,24.84+/-4.985,180309.09401,0,0.000626
113.17,-2.2,56377,1520605920,0.08,0.014,8.000e-2+/-1.400e-2,476.04,17.99,4.232,17.99+/-4.232,180309.14320,0,0.00016
114.83,-0.4,56380,1520618013,0.086,0.011,8.600e-2+/-1.100e-2,479.51,29.79,5.466,29.79+/-5.466,180309.17533,1,0.000172
99.71,-2.41,56391,1520690137,0.21,0.028,2.100e-1+/-2.800e-2,471.99,40.79,6.406,40.79+/-6.406,180310.13553,0,0.00042
106.92,0.36,56395,1520708356,0.045,0.009,4.500e-2+/-9.000e-3,479.49,11.98,3.457,11.98+/-3.457,180310.18591,0,0.00009
36.11,1.44,56399,1520731297,0.198,0.043,1.980e-1+/-4.300e-2,478.88,10.93,3.311,10.93+/-3.311,180311.01213,0,0.000396
76.51,2.4,56399,1520738006,0.081,0.011,8.100e-2+/-1.100e-2,471.05,25.94,5.083,25.94+/-5.083,180311.03132,0,0.000162
109.64,-2.48,56405,1520768715,0.246,0.034,2.460e-1+/-3.400e-2,467.77,25.96,5.09,25.96+/-5.09,180311.11451,0,0.000492
7.71,2.46,56414,1520833359,0.034,0.007,3.400e-2+/-7.000e-3,476.4,12.99,3.599,12.99+/-3.599,180312.05423,0,0.000068
132.02,-2.28,56418,1520853533,0.031,0.007,3.100e-2+/-7.000e-3,469.03,10.97,3.311,10.97+/-3.311,180312.11185,0,0.000062
105.09,-0.33,56429,1520919433,0.054,0.011,5.400e-2+/-1.100e-2,464.49,11.99,3.457,11.99+/-3.457,180313.05371,0,0.000108
100.02,2.39,56455,1521070137,0.063,0.009,6.300e-2+/-9.000e-3,478.25,22.97,4.789,22.97+/-4.789,180314.23285,0,0.000126
-73.97,-2.03,56455,1521073251,0.223,0.032,2.230e-1+/-3.200e-2,465.34,22.98,4.789,22.98+/-4.789,180315.00205,0,0.000446
12.31,2.21,56455,1521080730,0.059,0.009,5.900e-2+/-9.000e-3,479.11,20.98,4.573,20.98+/-4.573,180315.02253,0,0.000118
8.45,-0.74,56482,1521231453,0.063,0.011,6.300e-2+/-1.100e-2,466.31,17.00,4.116,17.00+/-4.116,180316.20173,0,0.000126
-73.34,1,56485,1521260240,0.07,0.015,7.000e-2+/-1.500e-2,471.33,10.98,3.31,10.98+/-3.31,180317.04172,0,0.00014
24.25,0.01,56487,1521273942,0.04,0.008,4.000e-2+/-8.000e-3,474.22,12.98,3.597,12.98+/-3.597,180317.08054,0,0.00008
72.7,-1.95,56489,1521274754,0.04,0.007,4.000e-2+/-7.000e-3,466.85,15.96,3.988,15.96+/-3.988,180317.08191,0,0.00008
-77.04,2.46,56489,1521278274,0.105,0.02,1.050e-1+/-2.000e-2,479.01,18.85,4.357,18.85+/-4.357,180317.09175,0,0.00021
19.83,-0.2,56495,1521316085,0.294,0.05,2.940e-1+/-5.000e-2,465.97,17.86,4.232,17.86+/-4.232,180317.19480,0,0.000588
97.56,2.43,56495,1521317388,0.491,0.078,4.910e-1+/-7.800e-2,477.19,20.00,4.462,20.00+/-4.462,180317.20094,0,0.000982
11.21,2.25,56501,1521346099,0.092,0.016,9.200e-2+/-1.600e-2,479.23,16.93,4.119,16.93+/-4.119,180318.04081,0,0.000184
9.49,-2.18,56505,1521376232,0.247,0.063,2.470e-1+/-6.300e-2,467.94,11.81,3.698,11.81+/-3.698,180318.12303,0,0.000494
77.06,2.08,56509,1521401485,0.027,0.005,2.700e-2+/-5.000e-3,472.51,14.00,3.735,14.00+/-3.735,180318.19312,0,0.000054
96.54,2.43,56509,1521401812,0.045,0.009,4.500e-2+/-9.000e-3,475.38,11.94,3.456,11.94+/-3.456,180318.19365,0,0.00009
100.46,0.87,56513,1521419974,0.047,0.011,4.700e-2+/-1.100e-2,478.83,10.97,3.31,10.97+/-3.31,180319.00393,0,0.000094
7.13,-1.7,56523,1521478725,0.062,0.012,6.200e-2+/-1.200e-2,462.54,13.93,3.735,13.93+/-3.735,180319.16584,0,0.000124
98.73,2.45,56523,1521486289,0.098,0.015,9.800e-2+/-1.500e-2,473.69,22.96,4.787,22.96+/-4.787,180319.19044,0,0.000196
4.29,-2.46,56533,1521551058,0.132,0.03,1.320e-1+/-3.000e-2,469.44,9.97,3.159,9.97+/-3.159,180320.13041,0,0.000264
65.3,1.76,56538,1521570171,0.078,0.011,7.800e-2+/-1.100e-2,466.39,24.94,4.989,24.94+/-4.989,180320.18225,0,0.000156
67.41,2.38,56538,1521576237,0.078,0.012,7.800e-2+/-1.200e-2,470.18,21.97,4.681,21.97+/-4.681,180320.20035,0,0.000156
69.87,2.41,56538,1521576278,0.023,0.004,2.300e-2+/-4.000e-3,470.57,11.98,3.456,11.98+/-3.456,180320.20043,0,0.000046
10.31,2.22,56540,1521587343,0.123,0.028,1.230e-1+/-2.800e-2,468.46,11.91,3.461,11.91+/-3.461,180320.23090,0,0.000246
6.32,2.32,56542,1521599339,0.208,0.036,2.080e-1+/-3.600e-2,474.96,16.84,4.117,16.84+/-4.117,180321.02285,0,0.000416
75.81,-1.78,56547,1521630664,0.039,0.008,3.900e-2+/-8.000e-3,464.64,12.01,3.459,12.01+/-3.459,180321.11110,0,0.000078
66.41,-0.2,56550,1521642569,0.108,0.02,1.080e-1+/-2.000e-2,462.27,14.94,3.861,14.94+/-3.861,180321.14292,0,0.000216
89.14,1.77,56550,1521648980,0.116,0.023,1.160e-1+/-2.300e-2,464.71,12.99,3.597,12.99+/-3.597,180321.16162,0,0.000232
102.1,-0.35,56556,1521679356,0.013,0.004,1.300e-2+/-4.000e-3,479.43,6.93,2.637,6.93+/-2.637,180322.00423,3,0.000026
102.1,-0.35,56556,1521679356,0.084,0.014,8.400e-2+/-1.400e-2,479.43,21.83,4.681,21.83+/-4.681,180322.00423,2,0.000168
16.72,-2.46,56561,1521720148,0.29,0.028,2.900e-1+/-2.800e-2,471.87,58.71,7.653,58.71+/-7.653,180322.12022,0,0.00058
6.7,-1.67,56563,1521732042,0.036,0.007,3.600e-2+/-7.000e-3,466.31,12.97,3.599,12.97+/-3.599,180322.15204,0,0.000072
25.97,-0.92,56563,1521732364,0.063,0.012,6.300e-2+/-1.200e-2,464.02,14.99,3.866,14.99+/-3.866,180322.15260,0,0.000126
7.74,-1.49,56601,1521961252,0.039,0.007,3.900e-2+/-7.000e-3,479,17.00,4.117,17.00+/-4.117,180325.07005,0,0.000078
9.99,1.51,56613,1522027633,0.263,0.035,2.630e-1+/-3.500e-2,468.35,33.74,5.82,33.74+/-5.82,180326.01271,0,0.000526
135.68,2.08,56621,1522077991,0.034,0.007,3.400e-2+/-7.000e-3,464.71,13.98,3.733,13.98+/-3.733,180326.15263,0,0.000068
9,0.57,56621,1522081905,0.202,0.034,2.020e-1+/-3.400e-2,467.1,27.63,5.292,27.63+/-5.292,180326.16314,0,0.000404
104.66,-2.24,56628,1522113661,0.223,0.039,2.230e-1+/-3.900e-2,479,16.00,3.992,16.00+/-3.992,180327.01210,0,0.000446
-67.74,2.47,56642,1522201245,0.43,0.085,4.300e-1+/-8.500e-2,462.33,16.57,4.126,16.57+/-4.126,180328.01404,1,0.00086
114.8,-0.06,56645,1522222399,0.092,0.017,9.200e-2+/-1.700e-2,472.84,15.89,3.992,15.89+/-3.992,180328.07331,0,0.000184
99.82,2.48,56663,1522330712,0.039,0.008,3.900e-2+/-8.000e-3,463.74,10.98,3.305,10.98+/-3.305,180329.13383,0,0.000078
94.1,-0.12,56667,1522354739,0.127,0.028,1.270e-1+/-2.800e-2,465.95,9.93,3.161,9.93+/-3.161,180329.20185,0,0.000254
91.86,-2.41,56671,1522378827,0.038,0.007,3.800e-2+/-7.000e-3,478.42,12.94,3.599,12.94+/-3.599,180330.03002,3,0.000076
91.86,-2.41,56671,1522378827,0.027,0.009,2.700e-2+/-9.000e-3,478.42,3.93,1.995,3.93+/-1.995,180330.03002,2,0.000054
140.33,2.41,56676,1522409799,0.163,0.017,1.630e-1+/-1.700e-2,463.5,44.68,6.76,44.68+/-6.76,180330.11363,2,0.000326
140.33,2.41,56676,1522409799,0.121,0.014,1.210e-1+/-1.400e-2,463.5,41.18,6.462,41.18+/-6.462,180330.11363,3,0.000242
140.33,2.41,56676,1522409799,0.194,0.02,1.940e-1+/-2.000e-2,463.5,47.00,6.834,47.00+/-6.834,180330.11363,3,0.000388
140.33,2.41,56676,1522409799,0.406,0.031,4.060e-1+/-3.100e-2,463.5,87.99,9.248,87.99+/-9.248,180330.11363,3,0.000812
140.33,2.41,56676,1522409799,0.201,0.036,2.010e-1+/-3.600e-2,463.5,15.03,3.872,15.03+/-3.872,180330.11363,3,0.000402
139.39,-1.95,56681,1522439937,0.169,0.02,1.690e-1+/-2.000e-2,470.7,35.99,5.989,35.99+/-5.989,180330.19585,0,0.000338
-59.5,1.74,56681,1522442641,0.081,0.012,8.100e-2+/-1.200e-2,471.98,19.95,4.463,19.95+/-4.463,180330.20440,0,0.000162
20.7,1.16,56692,1522504297,0.12,0.017,1.200e-1+/-1.700e-2,475.82,21.98,4.681,21.98+/-4.681,180331.13513,0,0.00024
8.33,1.61,56692,1522510122,0.105,0.017,1.050e-1+/-1.700e-2,474.33,18.89,4.349,18.89+/-4.349,180331.15284,0,0.00021
104.21,0.48,56695,1522517756,0.035,0.007,3.500e-2+/-7.000e-3,462.33,11.99,3.458,11.99+/-3.458,180331.17355,0,0.00007
105.26,0.43,56695,1522517774,0.024,0.007,2.400e-2+/-7.000e-3,462.37,5.91,2.447,5.91+/-2.447,180331.17361,3,0.000048
105.26,0.43,56695,1522517774,0.14,0.023,1.400e-1+/-2.300e-2,462.37,19.76,4.465,19.76+/-4.465,180331.17361,2,0.00028
133.05,-0.84,56695,1522518239,0.112,0.015,1.120e-1+/-1.500e-2,464.47,29.93,5.46,29.93+/-5.46,180331.17435,0,0.000224
101,-0.48,56695,1522523733,0.05,0.008,5.000e-2+/-8.000e-3,463.57,18.95,4.353,18.95+/-4.353,180331.19153,0,0.0001
6.84,1.54,56697,1522534220,0.059,0.012,5.900e-2+/-1.200e-2,462.55,11.99,3.456,11.99+/-3.456,180331.22102,0,0.000118
14.27,-0.9,56698,1522546406,0.136,0.019,1.360e-1+/-1.900e-2,464.13,26.94,5.184,26.94+/-5.184,180401.01332,0,0.000272
3.67,-2.18,56700,1522558290,0.053,0.011,5.300e-2+/-1.100e-2,468.93,12.91,3.601,12.91+/-3.601,180401.04513,0,0.000106
6.8,-1.53,56704,1522576437,1.089,0.134,1.089e+0+/-1.340e-1,478.54,33.01,5.732,33.01+/-5.732,180401.09535,1,0.002178
-7.12,-1.03,56714,1522636518,0.042,0.009,4.200e-2+/-9.000e-3,463.07,10.99,3.309,10.99+/-3.309,180402.02351,0,0.000084
-73.15,-1.27,56716,1522653506,0.023,0.004,2.300e-2+/-4.000e-3,463.33,12.00,3.459,12.00+/-3.459,180402.07182,0,0.000046
1.76,2.47,56722,1522690952,0.19,0.035,1.900e-1+/-3.500e-2,472.49,34.29,5.953,34.29+/-5.953,180402.17423,0,0.00038
95.81,-2.34,56728,1522716648,0.04,0.007,4.000e-2+/-7.000e-3,471.82,18.98,4.35,18.98+/-4.35,180403.00504,0,0.00008
124.98,-1.58,56728,1522717137,0.043,0.008,4.300e-2+/-8.000e-3,476.02,13.98,3.734,13.98+/-3.734,180403.00585,0,0.000086
116.24,2.02,56731,1522741120,0.12,0.023,1.200e-1+/-2.300e-2,477.5,13.01,3.60,13.01+/-3.60,180403.07384,0,0.00024
99.97,2.2,56732,1522746879,0.046,0.007,4.600e-2+/-7.000e-3,476.78,19.98,4.464,19.98+/-4.464,180403.09143,0,0.000092
115.28,1.89,56734,1522759198,0.092,0.012,9.200e-2+/-1.200e-2,467.72,26.95,5.184,26.95+/-5.184,180403.12395,0,0.000184
-3.61,1.2,56734,1522763236,0.088,0.012,8.800e-2+/-1.200e-2,479.17,27.88,5.279,27.88+/-5.279,180403.13471,0,0.000176
132.79,0.22,56735,1522765522,0.326,0.042,3.260e-1+/-4.200e-2,463.05,31.94,5.645,31.94+/-5.645,180403.14252,1,0.000652
120.33,-2.47,56739,1522789435,0.027,0.005,2.700e-2+/-5.000e-3,466.4,13.98,3.735,13.98+/-3.735,180403.21035,0,0.000054
105.11,-2.48,56741,1522795211,0.049,0.012,4.900e-2+/-1.200e-2,467.51,8.94,2.995,8.94+/-2.995,180403.22401,0,0.000098
-168.25,1.34,56741,1522802697,0.035,0.008,3.500e-2+/-8.000e-3,479.19,9.99,3.157,9.99+/-3.157,180404.00445,0,0.00007
96.88,2.32,56748,1522843328,0.04,0.007,4.000e-2+/-7.000e-3,472.78,16.97,4.114,16.97+/-4.114,180404.12020,0,0.00008
98.79,0.46,56758,1522903670,0.066,0.014,6.600e-2+/-1.400e-2,477.65,12.99,3.597,12.99+/-3.597,180405.04475,0,0.000132
116.7,2.45,56760,1522916036,0.047,0.009,4.700e-2+/-9.000e-3,477.87,11.98,3.458,11.98+/-3.458,180405.08135,0,0.000094
30.24,2.27,56762,1522932681,0.1,0.02,1.000e-1+/-2.000e-2,478.96,11.95,3.458,11.95+/-3.458,180405.12512,0,0.0002
114.99,0.98,56763,1522934101,0.031,0.007,3.100e-2+/-7.000e-3,468.49,9.99,3.157,9.99+/-3.157,180405.13150,0,0.000062
100.06,0.58,56764,1522939883,0.169,0.034,1.690e-1+/-3.400e-2,467.28,13.00,3.598,13.00+/-3.598,180405.14512,0,0.000338
94.49,2.47,56775,1523006133,0.093,0.017,9.300e-2+/-1.700e-2,478.77,14.93,3.864,14.93+/-3.864,180406.09153,0,0.000186
17.41,2.41,56779,1523028967,0.049,0.008,4.900e-2+/-8.000e-3,477.67,15.99,3.993,15.99+/-3.993,180406.15360,0,0.000098
68.1,-2.05,56783,1523047910,0.699,0.054,6.990e-1+/-5.400e-2,462.6,83.01,9.024,83.01+/-9.024,180406.20515,4,0.001398
124.47,-2.23,56783,1523048851,0.027,0.005,2.700e-2+/-5.000e-3,464.55,11.99,3.459,11.99+/-3.459,180406.21073,0,0.000054
-14.65,-2.47,56787,1523076678,0.076,0.016,7.600e-2+/-1.600e-2,462.65,11.00,3.311,11.00+/-3.311,180407.04511,0,0.000152
97.2,2.48,56789,1523090616,0.165,0.035,1.650e-1+/-3.500e-2,479.16,10.97,3.311,10.97+/-3.311,180407.08433,0,0.00033
-83.85,-2.05,56791,1523099643,0.063,0.012,6.300e-2+/-1.200e-2,464.47,14.99,3.866,14.99+/-3.866,180407.11140,0,0.000126
101.4,1.5,56791,1523102750,0.034,0.007,3.400e-2+/-7.000e-3,474.86,10.99,3.311,10.99+/-3.311,180407.12055,0,0.000068
110.73,0.06,56793,1523108938,0.146,0.026,1.460e-1+/-2.600e-2,469.9,16.88,4.113,16.88+/-4.113,180407.13485,0,0.000292
-66.51,2.48,56795,1523130092,0.03,0.005,3.000e-2+/-5.000e-3,479.19,14.99,3.865,14.99+/-3.865,180407.19413,0,0.00006
24,2.48,56806,1523191921,0.032,0.007,3.200e-2+/-7.000e-3,479.02,9.99,3.156,9.99+/-3.156,180408.12520,0,0.000064
-68.28,2.48,56810,1523214499,0.154,0.035,1.540e-1+/-3.500e-2,479.02,9.96,3.157,9.96+/-3.157,180408.19081,0,0.000308
97.39,2.48,56817,1523259494,0.459,0.175,4.590e-1+/-1.750e-1,478.56,5.43,8.433,5.43+/-8.433,180409.07381,1,0.000918
12.69,1.87,56818,1523270136,0.035,0.007,3.500e-2+/-7.000e-3,474.4,11.98,3.458,11.98+/-3.458,180409.10353,0,0.00007
97.52,-0.48,56822,1523283624,0.167,0.034,1.670e-1+/-3.400e-2,472.78,21.69,4.696,21.69+/-4.696,180409.14202,0,0.000334
98.72,1.54,56830,1523331890,0.229,0.04,2.290e-1+/-4.000e-2,471.26,16.94,4.116,16.94+/-4.116,180410.03445,0,0.000458
98.72,2.48,56831,1523343953,0.055,0.011,5.500e-2+/-1.100e-2,477.6,14.97,3.865,14.97+/-3.865,180410.07055,0,0.00011
109.09,1.99,56832,1523350159,0.049,0.008,4.900e-2+/-8.000e-3,479.21,15.98,3.992,15.98+/-3.992,180410.08491,0,0.000098
131.79,-0.95,56834,1523362605,0.019,0.004,1.900e-2+/-4.000e-3,473.11,9.99,3.155,9.99+/-3.155,180410.12164,0,0.000038
32.03,2.12,56834,1523366961,0.047,0.009,4.700e-2+/-9.000e-3,479.13,12.98,3.599,12.98+/-3.599,180410.13292,0,0.000094
41.09,1.87,56834,1523367114,0.039,0.007,3.900e-2+/-7.000e-3,479.22,16.99,4.114,16.99+/-4.114,180410.13315,0,0.000078
45.16,1.74,56834,1523367182,0.04,0.007,4.000e-2+/-7.000e-3,479.18,15.99,3.992,15.99+/-3.992,180410.13330,0,0.00008
107.1,-2.38,56837,1523380285,1.02,0.125,1.020e+0+/-1.250e-1,466.31,33.00,5.73,33.00+/-5.73,180410.17112,1,0.00204
21.09,-0.29,56837,1523384875,0.151,0.017,1.510e-1+/-1.700e-2,475.74,35.96,5.984,35.96+/-5.984,180410.18275,0,0.000302
104.49,-2.11,56839,1523392301,0.031,0.007,3.100e-2+/-7.000e-3,462.35,10.99,3.311,10.99+/-3.311,180410.20314,0,0.000062
116.28,-0.84,56841,1523398529,0.053,0.009,5.300e-2+/-9.000e-3,462.88,13.98,3.735,13.98+/-3.735,180410.22152,0,0.000106
22.29,-2.32,56841,1523409019,0.032,0.007,3.200e-2+/-7.000e-3,463.04,9.98,3.154,9.98+/-3.154,180411.01101,0,0.000064
118.04,-0.35,56848,1523446811,0.081,0.012,8.100e-2+/-1.200e-2,476.89,21.99,4.681,21.99+/-4.681,180411.11401,0,0.000162
147.36,-2.26,56850,1523453335,0.026,0.005,2.600e-2+/-5.000e-3,469.27,9.98,3.156,9.98+/-3.156,180411.13285,0,0.000052
99.53,-1.59,56850,1523458565,0.047,0.008,4.700e-2+/-8.000e-3,473.19,17.00,4.116,17.00+/-4.116,180411.14560,0,0.000094
105.19,-2.36,56852,1523464691,0.042,0.009,4.200e-2+/-9.000e-3,468.64,10.99,3.311,10.99+/-3.311,180411.16381,0,0.000084
