GeoLon,GeoLat,Orbit,Trigger Time,T50(ms),T50_Err(ms),T50+/-Err(ms),Satellite Altitude(km),ML Counts,ML Counts Err,ML Counts+/-Err,TGF Name,EventType,Normalised Duration
22.7,-0.33,46945,1463668178,0.124,0.026,1.240e-1+/-2.600e-2,487.67,11.93,3.457,11.93+/-3.457,160519.14293,0,0.000248
25.38,-0.46,46945,1463668223,0.02,0.004,2.000e-2+/-4.000e-3,487.61,9.99,3.156,9.99+/-3.156,160519.14302,0,0.00004
26.19,-2.21,46947,1463680323,0.023,0.005,2.300e-2+/-5.000e-3,483.19,10.99,3.312,10.99+/-3.312,160519.17520,0,0.000046
102.49,-0.41,46949,1463687644,0.693,0.074,6.930e-1+/-7.400e-2,469.4,78.78,8.895,78.78+/-8.895,160519.19540,1,0.001386
-82.24,-2.43,46953,1463714756,0.024,0.005,2.400e-2+/-5.000e-3,478.18,8.81,2.994,8.81+/-2.994,160520.03255,0,0.000048
12.04,2.39,46955,1463728419,0.03,0.005,3.000e-2+/-5.000e-3,474.06,15.00,3.865,15.00+/-3.865,160520.07133,0,0.00006
115.7,-2.36,46959,1463754332,0.022,0.004,2.200e-2+/-4.000e-3,478.2,11.97,3.455,11.97+/-3.455,160520.14253,0,0.000044
-1.17,0.41,46967,1463800706,0.022,0.004,2.200e-2+/-4.000e-3,469.53,11.00,3.313,11.00+/-3.313,160521.03182,0,0.000044
19.23,0.84,46974,1463831257,0.355,0.047,3.550e-1+/-4.700e-2,484.27,33.71,5.823,33.71+/-5.823,160521.11473,0,0.00071
22.09,0.71,46974,1463831305,0.178,0.038,1.780e-1+/-3.800e-2,484.64,10.96,3.316,10.96+/-3.316,160521.11482,0,0.000356
115.01,-0.84,46976,1463850995,0.019,0.004,1.900e-2+/-4.000e-3,472.94,10.98,3.31,10.98+/-3.31,160521.17163,0,0.000038
110.36,-0.87,47033,1464189278,0.023,0.005,2.300e-2+/-5.000e-3,482.31,9.99,3.156,9.99+/-3.156,160525.15143,0,0.000046
109.21,-2.06,47041,1464249676,0.12,0.016,1.200e-1+/-1.600e-2,484.29,26.94,5.184,26.94+/-5.184,160526.08011,0,0.00024
108.5,0.18,47047,1464279879,0.065,0.015,6.500e-2+/-1.500e-2,481.01,10.91,3.312,10.91+/-3.312,160526.16243,0,0.00013
13.95,-2.11,47059,1464356835,0.108,0.019,1.080e-1+/-1.900e-2,481.93,17.96,4.234,17.96+/-4.234,160527.13471,0,0.000216
22.91,-2.3,47059,1464356985,0.051,0.009,5.100e-2+/-9.000e-3,483.3,13.96,3.731,13.96+/-3.731,160527.13494,0,0.000102
19.31,-2.48,47061,1464362967,0.066,0.011,6.600e-2+/-1.100e-2,485.74,19.02,4.353,19.02+/-4.353,160527.15292,0,0.000132
25.97,-2.09,47061,1464369122,0.062,0.014,6.200e-2+/-1.400e-2,487.51,10.97,3.312,10.97+/-3.312,160527.17120,0,0.000124
22.58,-0.41,47063,1464381151,0.026,0.005,2.600e-2+/-5.000e-3,485.23,12.97,3.596,12.97+/-3.596,160527.20323,0,0.000052
18.38,-2.48,47075,1464447540,0.093,0.012,9.300e-2+/-1.200e-2,484.06,27.99,5.28,27.99+/-5.28,160528.14590,0,0.000186
107.78,-2.46,47085,1464509461,0.038,0.008,3.800e-2+/-8.000e-3,481.6,9.98,3.157,9.98+/-3.157,160529.08110,0,0.000076
112.2,-0.62,47089,1464527664,0.084,0.017,8.400e-2+/-1.700e-2,487.39,11.95,3.457,11.95+/-3.457,160529.13142,0,0.000168
117.76,-0.28,47116,1464696933,0.143,0.03,1.430e-1+/-3.000e-2,487.27,11.97,3.457,11.97+/-3.457,160531.12153,0,0.000286
102.3,-0.14,47124,1464745011,0.264,0.049,2.640e-1+/-4.900e-2,469.27,15.86,3.995,15.86+/-3.995,160601.01365,0,0.000528
22.64,-0.19,47134,1464804092,0.069,0.012,6.900e-2+/-1.200e-2,486.27,14.97,3.866,14.97+/-3.866,160601.18013,0,0.000138
116.29,1.77,47148,1464878170,0.116,0.017,1.160e-1+/-1.700e-2,487.45,22.99,4.787,22.99+/-4.787,160602.14361,0,0.000232
18.25,-1.34,47161,1464967150,0.123,0.019,1.230e-1+/-1.900e-2,478.64,20.98,4.58,20.98+/-4.58,160603.15191,0,0.000246
99.34,0.16,47173,1465041015,0.102,0.023,1.020e-1+/-2.300e-2,482.15,10.00,3.156,10.00+/-3.156,160604.11501,0,0.000204
30.76,2.13,47177,1465070075,0.058,0.009,5.800e-2+/-9.000e-3,487.14,17.96,4.234,17.96+/-4.234,160604.19543,0,0.000116
23.1,0.01,47189,1465142447,0.117,0.019,1.170e-1+/-1.900e-2,478.69,20.88,4.569,20.88+/-4.569,160605.16004,0,0.000234
16.02,0.29,47198,1465184627,0.023,0.005,2.300e-2+/-5.000e-3,479.81,11.99,3.458,11.99+/-3.458,160606.03434,0,0.000046
145.67,-1.84,47198,1465186798,0.069,0.011,6.900e-2+/-1.100e-2,470.95,20.97,4.574,20.97+/-4.574,160606.04195,0,0.000138
28.48,0.31,47205,1465227124,0.034,0.008,3.400e-2+/-8.000e-3,477.5,9.97,3.151,9.97+/-3.151,160606.15320,0,0.000068
14.53,0.76,47205,1465232932,0.038,0.008,3.800e-2+/-8.000e-3,479.07,10.00,3.155,10.00+/-3.155,160606.17085,0,0.000076
18.75,2.44,47222,1465335716,0.057,0.011,5.700e-2+/-1.100e-2,486.89,12.95,3.599,12.95+/-3.599,160607.21415,0,0.000114
102.79,1.55,47248,1465494215,0.035,0.005,3.500e-2+/-5.000e-3,487.32,18.00,4.236,18.00+/-4.236,160609.17433,0,0.00007
105.89,1.43,47248,1465494267,0.061,0.012,6.100e-2+/-1.200e-2,487.38,12.91,3.599,12.91+/-3.599,160609.17442,0,0.000122
101.51,2.24,47273,1465645237,0.023,0.005,2.300e-2+/-5.000e-3,474.76,9.98,3.156,9.98+/-3.156,160611.11403,0,0.000046
22.42,2.09,47275,1465662036,0.081,0.015,8.100e-2+/-1.500e-2,473.26,13.91,3.735,13.91+/-3.735,160611.16203,0,0.000162
16.3,-2.42,47285,1465716313,0.024,0.005,2.400e-2+/-5.000e-3,477.5,9.98,3.156,9.98+/-3.156,160612.07251,0,0.000048
29.68,1.6,47289,1465740702,0.028,0.007,2.800e-2+/-7.000e-3,469.91,11.00,3.311,11.00+/-3.311,160612.14114,0,0.000056
122.07,0.64,47291,1465748293,0.026,0.005,2.600e-2+/-5.000e-3,486.11,10.99,3.31,10.99+/-3.31,160612.16181,0,0.000052
116.38,-2.46,47295,1465772369,0.138,0.016,1.380e-1+/-1.600e-2,482.28,37.97,6.149,37.97+/-6.149,160612.22592,0,0.000276
112.2,1.11,47299,1465802505,0.066,0.014,6.600e-2+/-1.400e-2,468.91,11.98,3.458,11.98+/-3.458,160613.07214,0,0.000132
21.97,0.77,47309,1465855364,0.132,0.016,1.320e-1+/-1.600e-2,483.74,34.97,5.901,34.97+/-5.901,160613.22024,0,0.000264
-155.17,-1.9,47317,1465912812,0.072,0.016,7.200e-2+/-1.600e-2,487.22,9.97,3.156,9.97+/-3.156,160614.14001,0,0.000144
112.46,-2.01,47322,1465935429,0.046,0.009,4.600e-2+/-9.000e-3,487.23,11.00,3.31,11.00+/-3.31,160614.20170,0,0.000092
54.37,-1.71,47324,1465946537,0.282,0.061,2.820e-1+/-6.100e-2,487.21,13.87,3.743,13.87+/-3.743,160614.23221,1,0.000564
105.55,0.17,47332,1466007810,0.067,0.011,6.700e-2+/-1.100e-2,481.88,19.98,4.464,19.98+/-4.464,160615.16233,0,0.000134
112.12,-1.2,47334,1466013964,0.028,0.005,2.800e-2+/-5.000e-3,485.73,11.00,3.311,11.00+/-3.311,160615.18060,0,0.000056
110.8,2.39,47344,1466074358,0.109,0.014,1.090e-1+/-1.400e-2,470.28,31.00,5.555,31.00+/-5.555,160616.10523,0,0.000218
129.58,2.02,47344,1466074672,0.039,0.008,3.900e-2+/-8.000e-3,472.44,12.99,3.598,12.99+/-3.598,160616.10575,0,0.000078
106.66,1.99,47344,1466080329,0.035,0.007,3.500e-2+/-7.000e-3,472.46,15.99,3.991,15.99+/-3.991,160616.12320,0,0.00007
140.4,0.73,47344,1466080895,0.051,0.011,5.100e-2+/-1.100e-2,477.83,10.99,3.316,10.99+/-3.316,160616.12413,0,0.000102
104.33,1.2,47359,1466170915,0.046,0.011,4.600e-2+/-1.100e-2,473.45,9.99,3.156,9.99+/-3.156,160617.13415,0,0.000092
20.36,1.58,47390,1466356799,0.053,0.011,5.300e-2+/-1.100e-2,469.23,12.94,3.593,12.94+/-3.593,160619.17195,0,0.000106
28.11,0.24,47392,1466362970,0.165,0.022,1.650e-1+/-2.200e-2,472,30.93,5.556,30.93+/-5.556,160619.19025,0,0.00033
-81.82,1.78,47394,1466379251,0.691,0.061,6.910e-1+/-6.100e-2,468.94,65.99,8.082,65.99+/-8.082,160619.23341,1,0.001382
81.56,1.86,47431,1466593451,0.024,0.005,2.400e-2+/-5.000e-3,470.6,13.01,3.60,13.01+/-3.60,160622.11041,0,0.000048
79.12,-1.96,47435,1466617574,0.035,0.007,3.500e-2+/-7.000e-3,473.46,12.99,3.598,12.99+/-3.598,160622.17461,0,0.00007
16.89,-2.48,47451,1466725277,0.03,0.007,3.000e-2+/-7.000e-3,476.16,11.01,3.312,11.01+/-3.312,160623.23411,3,0.00006
16.89,-2.48,47451,1466725277,0.046,0.009,4.600e-2+/-9.000e-3,476.16,13.00,3.599,13.00+/-3.599,160623.23411,2,0.000092
25.03,1.23,47461,1466779792,0.155,0.023,1.550e-1+/-2.300e-2,472.15,23.96,4.886,23.96+/-4.886,160624.14495,0,0.00031
7.49,-1.81,47481,1466906366,0.098,0.023,9.800e-2+/-2.300e-2,477.84,9.91,3.152,9.91+/-3.152,160626.01592,0,0.000196
-114.41,-2.46,47512,1467091611,0.214,0.042,2.140e-1+/-4.200e-2,468.96,13.00,3.599,13.00+/-3.599,160628.05265,0,0.000428
143.36,-2.4,47516,1467114062,0.266,0.055,2.660e-1+/-5.500e-2,468.95,14.13,3.869,14.13+/-3.869,160628.11410,2,0.000532
143.36,-2.4,47516,1467114062,0.04,0.008,4.000e-2+/-8.000e-3,468.95,11.95,3.461,11.95+/-3.461,160628.11410,3,0.00008
-79.56,2.16,47520,1467134487,0.054,0.014,5.400e-2+/-1.400e-2,485.35,9.9,3.157,9.9+/-3.157,160628.17212,0,0.000108
18.38,-1.33,47524,1467160293,0.111,0.015,1.110e-1+/-1.500e-2,473.16,29.73,5.465,29.73+/-5.465,160629.00313,2,0.000222
18.38,-1.33,47524,1467160293,0.084,0.019,8.400e-2+/-1.900e-2,473.16,9.8,3.158,9.8+/-3.158,160629.00313,3,0.000168
140.88,-1.84,47531,1467192561,0.05,0.009,5.000e-2+/-9.000e-3,471.77,13.99,3.74,13.99+/-3.74,160629.09292,0,0.0001
-87.93,1.43,47545,1467285381,0.166,0.036,1.660e-1+/-3.600e-2,479.98,11.91,3.458,11.91+/-3.458,160630.11162,0,0.000332
29.28,0.31,47553,1467335680,0.088,0.02,8.800e-2+/-2.000e-2,474.21,9.99,3.158,9.99+/-3.158,160701.01144,0,0.000176
55.78,2.18,47555,1467342167,0.184,0.039,1.840e-1+/-3.900e-2,482.32,10.95,3.313,10.95+/-3.313,160701.03024,0,0.000368
112.15,2.46,47581,1467506232,0.232,0.026,2.320e-1+/-2.600e-2,483.27,40.85,6.381,40.85+/-6.381,160703.00371,0,0.000464
19.11,1.95,47610,1467685916,0.286,0.054,2.860e-1+/-5.400e-2,471.64,14.03,3.74,14.03+/-3.74,160705.02315,0,0.000572
-19.46,1.47,47612,1467691310,0.124,0.024,1.240e-1+/-2.400e-2,470.01,13.91,3.74,13.91+/-3.74,160705.04015,0,0.000248
21.69,-1.21,47618,1467722210,0.074,0.011,7.400e-2+/-1.100e-2,486.61,20.92,4.572,20.92+/-4.572,160705.12365,0,0.000148
110.07,0.94,47634,1467826397,0.097,0.014,9.700e-2+/-1.400e-2,468.69,27.96,5.278,27.96+/-5.278,160706.17331,0,0.000194
143.03,-2.11,47642,1467869241,0.085,0.012,8.500e-2+/-1.200e-2,486.53,23.95,4.887,23.95+/-4.887,160707.05272,0,0.00017
94.73,2.47,47651,1467928842,0.076,0.016,7.600e-2+/-1.600e-2,470.41,10.99,3.311,10.99+/-3.311,160707.22004,0,0.000152
-64.82,1.76,47698,1468210114,0.051,0.009,5.100e-2+/-9.000e-3,472.17,15.99,3.992,15.99+/-3.992,160711.04083,0,0.000102
-68.86,2.15,47728,1468397325,0.067,0.015,6.700e-2+/-1.500e-2,468.75,9.95,3.157,9.95+/-3.157,160713.08084,0,0.000134
28.75,-1.32,47732,1468423128,0.047,0.011,4.700e-2+/-1.100e-2,486.76,10.97,3.311,10.97+/-3.311,160713.15184,0,0.000094
26.02,0.75,47748,1468519745,0.054,0.011,5.400e-2+/-1.100e-2,484.29,11.99,3.457,11.99+/-3.457,160714.18090,0,0.000108
142.49,2.48,47762,1468594195,0.1,0.012,1.000e-1+/-1.200e-2,475.3,30.97,5.555,30.97+/-5.555,160715.14495,0,0.0002
102.68,1.12,47780,1468702268,0.089,0.012,8.900e-2+/-1.200e-2,470.06,24.98,4.989,24.98+/-4.989,160716.20510,0,0.000178
24.01,2.33,47793,1468785527,0.076,0.017,7.600e-2+/-1.700e-2,483.77,13.9,3.74,13.9+/-3.74,160717.19584,0,0.000152
17.63,0.6,47797,1468809584,0.08,0.012,8.000e-2+/-1.200e-2,470.63,19.95,4.464,19.95+/-4.464,160718.02394,0,0.00016
-90.33,1.96,47799,1468825896,0.123,0.026,1.230e-1+/-2.600e-2,476.24,10.99,3.309,10.99+/-3.309,160718.07113,0,0.000246
123.09,1.85,47801,1468841559,0.093,0.017,9.300e-2+/-1.700e-2,486.44,12.98,3.599,12.98+/-3.599,160718.11323,0,0.000186
125.48,1.92,47801,1468841599,0.08,0.014,8.000e-2+/-1.400e-2,486.32,15.99,3.989,15.99+/-3.989,160718.11331,0,0.00016
106.43,2.06,47803,1468847321,0.066,0.011,6.600e-2+/-1.100e-2,486.15,21.00,4.573,21.00+/-4.573,160718.13084,0,0.000132
123.28,2.38,47803,1468847604,0.318,0.089,3.180e-1+/-8.900e-2,484.59,14.05,4.12,14.05+/-4.12,160718.13132,0,0.000636
120.15,2.46,47803,1468853593,0.072,0.012,7.200e-2+/-1.200e-2,481.87,15.98,3.992,15.98+/-3.992,160718.14531,0,0.000144
119.03,2.12,47805,1468859616,0.032,0.007,3.200e-2+/-7.000e-3,478.24,9.99,3.157,9.99+/-3.157,160718.16333,0,0.000064
118.31,0.77,47814,1468920012,0.312,0.032,3.120e-1+/-3.200e-2,485.92,51.78,7.181,51.78+/-7.181,160719.09201,0,0.000624
115.89,1.64,47816,1468926014,0.078,0.016,7.800e-2+/-1.600e-2,486.9,12.94,3.60,12.94+/-3.60,160719.11001,0,0.000156
150.46,1.02,47818,1468944720,0.024,0.007,2.400e-2+/-7.000e-3,475.14,7.98,2.824,7.98+/-2.824,160719.16120,1,0.000048
143.22,-1.76,47821,1468962721,0.016,0.004,1.600e-2+/-4.000e-3,468.58,10.00,3.157,10.00+/-3.157,160719.21120,0,0.000032
105.85,-1.28,47823,1468968135,0.135,0.016,1.350e-1+/-1.600e-2,469.22,38.9,6.23,38.9+/-6.23,160719.22421,0,0.00027
108.47,2.31,47834,1469028591,0.216,0.032,2.160e-1+/-3.200e-2,484,21.97,4.682,21.97+/-4.682,160720.15295,0,0.000432
125.98,1,47834,1469034927,0.028,0.005,2.800e-2+/-5.000e-3,477.63,12.00,3.458,12.00+/-3.458,160720.17152,0,0.000056
-62.29,2.34,47840,1469068014,0.088,0.019,8.800e-2+/-1.900e-2,485.01,10.99,3.312,10.99+/-3.312,160721.02265,0,0.000176
110.1,2.21,47846,1469101111,0.054,0.011,5.400e-2+/-1.100e-2,486.59,13.00,3.599,13.00+/-3.599,160721.11383,0,0.000108
118.52,2.36,47846,1469101252,0.063,0.012,6.300e-2+/-1.200e-2,486.86,13.96,3.733,13.96+/-3.733,160721.11405,0,0.000126
137.85,2.18,47846,1469107619,0.096,0.017,9.600e-2+/-1.700e-2,484.81,15.99,3.994,15.99+/-3.994,160721.13265,0,0.000192
119.76,0.16,47850,1469125440,0.077,0.014,7.700e-2+/-1.400e-2,477.01,16.96,4.115,16.96+/-4.115,160721.18240,0,0.000154
-68.27,2.43,47852,1469146447,0.134,0.022,1.340e-1+/-2.200e-2,486.83,18.03,4.24,18.03+/-4.24,160722.00140,0,0.000268
-66.21,0.95,47856,1469164607,0.057,0.017,5.700e-2+/-1.700e-2,481.04,5.83,2.446,5.83+/-2.446,160722.05164,2,0.000114
-66.21,0.95,47856,1469164607,0.039,0.007,3.900e-2+/-7.000e-3,481.04,14.95,3.867,14.95+/-3.867,160722.05164,3,0.000078
164.25,0.28,47862,1469198680,0.074,0.015,7.400e-2+/-1.500e-2,479.55,13.94,3.731,13.94+/-3.731,160722.14444,0,0.000148
-68.7,2.43,47866,1469231015,0.062,0.012,6.200e-2+/-1.200e-2,486.18,11.99,3.46,11.99+/-3.46,160722.23433,0,0.000124
97.28,1.93,47872,1469270046,0.04,0.008,4.000e-2+/-8.000e-3,482.71,12.98,3.602,12.98+/-3.602,160723.10340,0,0.00008
113.7,-0.79,47893,1469385107,0.027,0.005,2.700e-2+/-5.000e-3,480.75,9.99,3.156,9.99+/-3.156,160724.18314,0,0.000054
-79.21,0.33,47899,1469424157,0.028,0.005,2.800e-2+/-5.000e-3,484.95,10.81,3.313,10.81+/-3.313,160725.05223,0,0.000056
-101.97,-1.79,47915,1469526474,0.124,0.028,1.240e-1+/-2.800e-2,480.37,10.00,3.157,10.00+/-3.157,160726.09475,0,0.000248
131.67,2.22,47917,1469530390,0.082,0.015,8.200e-2+/-1.500e-2,484.88,16.00,3.992,16.00+/-3.992,160726.10531,0,0.000164
-70.14,2.03,47921,1469563250,0.027,0.007,2.700e-2+/-7.000e-3,475.18,9.81,3.158,9.81+/-3.158,160726.20005,0,0.000054
27.2,0.88,47923,1469564885,0.072,0.016,7.200e-2+/-1.600e-2,486.81,9.01,2.998,9.01+/-2.998,160726.20280,2,0.000144
27.2,0.88,47923,1469564885,0.04,0.011,4.000e-2+/-1.100e-2,486.81,7.00,2.641,7.00+/-2.641,160726.20280,3,0.00008
-68.62,1.76,47937,1469665974,0.066,0.012,6.600e-2+/-1.200e-2,484.15,16.93,4.111,16.93+/-4.111,160728.00325,0,0.000132
109.9,1.36,47945,1469711257,0.162,0.02,1.620e-1+/-2.000e-2,484.53,32.97,5.732,32.97+/-5.732,160728.13073,0,0.000324
101.81,-2.27,47966,1469831947,0.134,0.026,1.340e-1+/-2.600e-2,478.48,14.00,3.735,14.00+/-3.735,160729.22390,0,0.000268
101.54,-1.5,47978,1469898391,0.076,0.011,7.600e-2+/-1.100e-2,486.79,26.94,5.18,26.94+/-5.18,160730.17063,0,0.000152
99.69,-2.29,47980,1469916485,0.024,0.005,2.400e-2+/-5.000e-3,481.04,10.99,3.31,10.99+/-3.31,160730.22080,0,0.000048
97.08,-1.74,47981,1469922482,0.031,0.008,3.100e-2+/-8.000e-3,477.58,8.78,2.997,8.78+/-2.997,160730.23480,0,0.000062
-101.9,-2.42,47985,1469955389,0.193,0.03,1.930e-1+/-3.000e-2,485.91,22.00,4.68,22.00+/-4.68,160731.08562,0,0.000386
-60.79,1.34,47995,1470004403,0.036,0.007,3.600e-2+/-7.000e-3,477.11,14.99,3.867,14.99+/-3.867,160731.22332,0,0.000072
-94.16,2.26,48036,1470257567,0.088,0.02,8.800e-2+/-2.000e-2,468.49,9.95,3.156,9.95+/-3.156,160803.20524,0,0.000176
33.42,1.25,48059,1470404691,0.065,0.014,6.500e-2+/-1.400e-2,468.8,12.94,3.602,12.94+/-3.602,160805.13445,0,0.00013
20.49,0.35,48069,1470458845,0.058,0.011,5.800e-2+/-1.100e-2,483.79,13.99,3.733,13.99+/-3.733,160806.04472,0,0.000116
105.77,1.2,48071,1470472356,0.186,0.026,1.860e-1+/-2.600e-2,468.4,24.97,4.989,24.97+/-4.989,160806.08323,0,0.000372
-78.01,2.25,48186,1471170011,0.077,0.014,7.700e-2+/-1.400e-2,485.65,17.00,4.117,17.00+/-4.117,160814.10201,0,0.000154
26.6,-0.96,48187,1471177811,0.24,0.038,2.400e-1+/-3.800e-2,474.03,22.83,4.789,22.83+/-4.789,160814.12301,0,0.00048
20.81,-0.38,48193,1471213953,0.036,0.007,3.600e-2+/-7.000e-3,474.78,12.98,3.597,12.98+/-3.597,160814.22323,0,0.000072
19.56,-0.69,48201,1471262263,0.214,0.036,2.140e-1+/-3.600e-2,477.37,34.7,5.943,34.7+/-5.943,160815.11574,1,0.000428
16.91,-2.22,48206,1471286379,0.036,0.007,3.600e-2+/-7.000e-3,468.36,14.00,3.736,14.00+/-3.736,160815.18393,0,0.000072
22.39,1.82,48237,1471479772,0.07,0.014,7.000e-2+/-1.400e-2,476.04,14.99,3.864,14.99+/-3.864,160818.00225,0,0.00014
0.54,2.4,48239,1471491487,0.107,0.023,1.070e-1+/-2.300e-2,480.15,10.92,3.311,10.92+/-3.311,160818.03380,0,0.000214
118.83,2.01,48252,1471559920,0.119,0.027,1.190e-1+/-2.700e-2,484.88,10.00,3.156,10.00+/-3.156,160818.22384,0,0.000238
119.56,1.91,48263,1471626380,0.058,0.011,5.800e-2+/-1.100e-2,472.55,12.97,3.601,12.97+/-3.601,160819.17062,0,0.000116
-72.59,0.04,48295,1471828541,0.366,0.032,3.660e-1+/-3.200e-2,469.23,70.92,8.389,70.92+/-8.389,160822.01154,0,0.000732
27.51,1.73,48326,1472005395,0.018,0.004,1.800e-2+/-4.000e-3,474.99,9.99,3.156,9.99+/-3.156,160824.02231,0,0.000036
137.96,-2.43,48354,1472182429,0.309,0.062,3.090e-1+/-6.200e-2,486.38,16.98,4.13,16.98+/-4.13,160826.03334,0,0.000618
135.7,-2.03,48355,1472188432,0.208,0.039,2.080e-1+/-3.900e-2,485.06,13.99,3.732,13.99+/-3.732,160826.05135,0,0.000416
152.58,2.17,48375,1472309525,0.128,0.023,1.280e-1+/-2.300e-2,468.1,15.01,3.868,15.01+/-3.868,160827.14520,0,0.000256
143.5,0.78,48391,1472406020,0.042,0.008,4.200e-2+/-8.000e-3,469.29,11.97,3.458,11.97+/-3.458,160828.17402,0,0.000084
148.39,-1.54,48397,1472442347,0.067,0.011,6.700e-2+/-1.100e-2,486.42,22.00,4.68,22.00+/-4.68,160829.03454,0,0.000134
108.88,-2.44,48411,1472526249,0.063,0.012,6.300e-2+/-1.200e-2,482.76,13.95,3.736,13.95+/-3.736,160830.03040,0,0.000126
48.58,2.19,48418,1472573567,0.042,0.008,4.200e-2+/-8.000e-3,478.76,13.95,3.731,13.95+/-3.731,160830.16124,0,0.000084
140.38,-0.26,48420,1472581144,0.067,0.011,6.700e-2+/-1.100e-2,468.8,17.91,4.235,17.91+/-4.235,160830.18190,1,0.000134
147.84,-1.59,48422,1472587309,1.036,0.134,1.036e+0+/-1.340e-1,472.07,29.99,5.462,29.99+/-5.462,160830.20014,1,0.002072
109.25,-1.02,48422,1472592702,0.053,0.011,5.300e-2+/-1.100e-2,470.13,11.98,3.457,11.98+/-3.457,160830.21314,0,0.000106
131.43,-0.14,48427,1472623278,0.018,0.004,1.800e-2+/-4.000e-3,486.22,11.00,3.31,11.00+/-3.31,160831.06011,0,0.000036
103,-0.34,48428,1472628841,0.146,0.026,1.460e-1+/-2.600e-2,486.32,16.02,3.997,16.02+/-3.997,160831.07340,0,0.000292
106.08,0.9,48429,1472634935,0.024,0.005,2.400e-2+/-5.000e-3,485.19,8.97,2.991,8.97+/-2.991,160831.09153,0,0.000048
126.35,1.38,48433,1472659437,0.131,0.016,1.310e-1+/-1.600e-2,469.38,35.9,5.982,35.9+/-5.982,160831.16035,0,0.000262
-67.2,2.34,48480,1472940090,0.09,0.015,9.000e-2+/-1.500e-2,485.62,18.97,4.35,18.97+/-4.35,160903.22013,0,0.00018
-76.06,2.29,48481,1472952023,0.059,0.014,5.900e-2+/-1.400e-2,481.37,9.99,3.154,9.99+/-3.154,160904.01202,3,0.000118
-76.06,2.29,48481,1472952023,0.104,0.014,1.040e-1+/-1.400e-2,481.37,29.99,5.462,29.99+/-5.462,160904.01202,2,0.000208
-73.8,0.58,48483,1472964142,0.073,0.014,7.300e-2+/-1.400e-2,473.35,14.00,3.734,14.00+/-3.734,160904.04422,0,0.000146
101.81,-1.8,48494,1473021451,0.028,0.005,2.800e-2+/-5.000e-3,468.35,12.01,3.459,12.01+/-3.459,160904.20373,0,0.000056
-67.7,0.85,48505,1473097128,0.043,0.008,4.300e-2+/-8.000e-3,482.19,13.98,3.734,13.98+/-3.734,160905.17384,0,0.000086
119.17,0.44,48518,1473172752,0.016,0.004,1.600e-2+/-4.000e-3,478.65,10.00,3.156,10.00+/-3.156,160906.14391,0,0.000032
108.37,2.37,48530,1473245052,0.14,0.019,1.400e-1+/-1.900e-2,486.22,27.00,5.184,27.00+/-5.184,160907.10441,0,0.00028
20.43,1.62,48558,1473418742,0.185,0.038,1.850e-1+/-3.800e-2,476.58,11.98,3.46,11.98+/-3.46,160909.10590,0,0.00037
-55.72,2.48,48563,1473447666,0.035,0.008,3.500e-2+/-8.000e-3,482.86,9.98,3.156,9.98+/-3.156,160909.19010,0,0.00007
-60.02,2.47,48578,1473532157,0.058,0.011,5.800e-2+/-1.100e-2,480.22,14.95,3.861,14.95+/-3.861,160910.18291,0,0.000116
119.65,-1.26,48594,1473631818,0.325,0.053,3.250e-1+/-5.300e-2,468.49,19.00,4.35,19.00+/-4.35,160911.22101,0,0.00065
-74.16,1.26,48622,1473803728,0.023,0.005,2.300e-2+/-5.000e-3,482.45,9.82,3.159,9.82+/-3.159,160913.21552,0,0.000046
-72.63,2.44,48634,1473876236,0.132,0.054,1.320e-1+/-5.400e-2,473.07,19.02,4.697,19.02+/-4.697,160914.18035,2,0.000264
-72.63,2.44,48634,1473876236,0.057,0.009,5.700e-2+/-9.000e-3,473.07,17.79,4.233,17.79+/-4.233,160914.18035,3,0.000114
17.68,-2.31,48637,1473889835,0.034,0.007,3.400e-2+/-7.000e-3,484.84,10.98,3.311,10.98+/-3.311,160914.21503,0,0.000068
18.81,2.34,48643,1473932132,0.042,0.007,4.200e-2+/-7.000e-3,468.69,16.01,3.995,16.01+/-3.995,160915.09353,0,0.000084
26.75,1.89,48645,1473944344,0.039,0.008,3.900e-2+/-8.000e-3,475.76,10.96,3.31,10.96+/-3.31,160915.12590,0,0.000078
28.7,-0.26,48675,1474125580,0.063,0.015,6.300e-2+/-1.500e-2,479.28,9.92,3.157,9.92+/-3.157,160917.15194,0,0.000126
24.08,-1.12,48676,1474131543,0.053,0.012,5.300e-2+/-1.200e-2,482.12,9.99,3.156,9.99+/-3.156,160917.16590,0,0.000106
131.56,0.58,48681,1474145431,0.023,0.005,2.300e-2+/-5.000e-3,473.84,11.00,3.31,11.00+/-3.31,160917.20503,0,0.000046
17.85,-0.93,48704,1474300559,0.213,0.035,2.130e-1+/-3.500e-2,476.81,22.96,4.797,22.96+/-4.797,160919.15555,0,0.000426
29.37,-2.15,48705,1474306793,0.026,0.005,2.600e-2+/-5.000e-3,482.32,13.98,3.736,13.98+/-3.736,160919.17395,0,0.000052
12.53,0.71,48712,1474342755,0.074,0.014,7.400e-2+/-1.400e-2,478.93,13.98,3.734,13.98+/-3.734,160920.03391,0,0.000148
19.81,-1.97,48748,1474560311,0.109,0.014,1.090e-1+/-1.400e-2,474.24,31.9,5.644,31.9+/-5.644,160922.16051,0,0.000218
