GRB Name;Trigger Time;BAT Ra;BAT Dec;BAT T90;BAT Fluence;XRTSpectral Index;Ra;Dec;Normalised Duration;source
160227A;1456597928.0;195.03413:00:08.2;78.67278:40:19.2;316.5;31+/-2;1.72551;195.164;79.459;316.5;swift
160225A;1456406456.0;164.21710:56:52.1;53.65953:39:32.4;157;16+/-2;2.11093;164.326;54.196;157;swift
160223A;1456188265.0;147.60309:50:24.7;9.36909:22:08.4;127;50+/-2;;147.701;9.463;127;swift
160221A;1456094982.0;232.081815:28:19.6;-28.4337-28:26:01.3;;;;232.237;-28.718;;swift
160220B;1455963053.0;259.85117:19:24.2;-18.123-18:07:22.8;31.4;70+/-2;2.14287;260.024;-18.304;31.4;swift
160220A;1455927925.0;236.94215:47:46.1;-18.539-18:32:20.4;8.3;5.2+/-0.7;1.66827;237.1;-18.724;8.3;swift
160216A;1455646231.0;311.67920:46:43;-71.550-71:33:00;11.0;20+/-1;1.93302;311.887;-72.266;11.0;swift
160203A;1454461990.0;161.96710:47:52.1;-24.772-24:46:19.2;20.2;12+/-1;1.75592;162.075;-25.02;20.2;swift
160131A;1454224831.0;78.17005:12:40.8;-7.037-07:02:13.2;325;204+/-5;2.02332;78.222;-7.107;325;swift
160127A;1453880587.0;225.96615:03:51.8;0.08000:04:48;6.16;3.3+/-0.5;1.85981;226.117;0.081;6.16;swift
160123A;1453535900.0;150.27710:01:06.5;-33.790-33:47:24;3.95;3.5+/-0.4;2.08982;150.377;-34.128;3.95;swift
160121A;1453380637.0;109.08007:16:19.2;-23.590-23:35:24;12.0;6.1+/-0.5;2.2054;109.153;-23.826;12.0;swift
160119A;1453169168.0;211.91614:07:39.8;20.45320:27:10.8;116;71+/-2;2.11362;212.057;20.658;116;swift
160117B;1453035567.0;132.19008:48:45.6;-16.340-16:20:24;;;1.83834;132.278;-16.503;;swift
160117A;1453022019.0;20.36701:21:28.1;-0.677-00:40:37.2;118.58;31+/-2;3.39314;20.381;-0.684;118.58;swift
160104A;1451903050.0;76.80805:07:13.9;11.33411:20:02.4;16.2;4.0+/-0.5;1.95461;76.859;11.447;16.2;swift
160101A;1451605432.0;219.73314:38:55.9;-13.823-13:49:22.8;;;1.48604;219.879;-13.961;;swift
151229A;1451368227.0;329.36321:57:27.1;-20.732-20:43:55.2;1.78;5.9+/-0.4;2.05197;329.583;-20.939;1.78;swift
151228B;1451339234.0;344.43122:57:43.4;8.08108:04:51.6;48.0;24+/-1;1.9262;344.661;8.162;48.0;swift
151228A;1451268312.0;214.01714:16:04.1;-17.665-17:39:54;0.27;0.84+/-0.11;;214.16;-17.842;0.27;swift
151215A;1450144888.0;93.62206:14:29.3;35.52935:31:44.4;17.8;3.1+/-0.7;2.20942;93.684;35.884;17.8;swift
151212A;1449889227.0;68.10904:32:26.2;-3.775-03:46:30;;;1.89308;68.154;-3.813;;swift
151210A;1449713576.0;65.08004:20:19.2;-71.225-71:13:30;94.9;13+/-2;1.89155;65.123;-71.937;94.9;swift
151205B;1449348194.0;41.19002:44:45.6;-43.461-43:27:39.6;1.4;0.77+/-0.16;;41.217;-43.896;1.4;swift
151205A;1449326760.0;229.29115:17:09.8;35.76735:46:01.2;62.8;14+/-1;1.90057;229.444;36.125;62.8;swift
151127A;1448611729.0;19.66401:18:39.4;-82.762-82:45:43.2;0.19;0.23+/-0.06;2.47081;19.677;-83.59;0.19;swift
151122A;1448208040.0;299.70419:58:49;-19.899-19:53:56.4;;;;299.904;-20.098;;swift
151120A;1448004170.0;157.250210:29:00;-32.5237-32:31:25.3;;;2.00062;157.355;-32.849;;swift
151118A;1447812390.0;57.16903:48:40.6;65.88965:53:20.4;23.4;4.5+/-0.6;1.90528;57.207;66.548;23.4;swift
151114A;1447491574.0;120.94708:03:47.3;-61.033-61:01:58.8;4.86;3.7+/-0.6;1.99994;121.028;-61.643;4.86;swift
151112A;1447332288.0;2.05000:08:12;-61.680-61:40:48;19.32;9.4+/-1.2;2.17922;2.051;-62.297;19.32;swift
151111A;1447227203.0;56.85003:47:24;-44.154-44:09:14.4;76.93;17+/-1;1.78024;56.888;-44.596;76.93;swift
151107A;1446913176.0;217.13914:28:33.4;-59.680-59:40:48;;;;217.284;-60.277;;swift
151031A;1446267030.0;83.18905:32:45.4;-39.125-39:07:30;5.00;3.2+/-0.3;2.12551;83.244;-39.516;5.00;swift
151029A;1446101379.0;38.53702:34:08.9;-35.356-35:21:21.6;8.95;3.9+/-0.6;2.307153;38.563;-35.71;8.95;swift
151027B;1445982040.0;76.18805:04:45.1;-6.428-06:25:40.8;80.00;15+/-3;1.81176;76.239;-6.492;80.00;swift
151027A;1445914704.0;272.49818:09:59.5;61.36161:21:39.6;129.69;78+/-2;2.00612;272.68;61.975;129.69;swift
151023A;1445600584.0;271.01218:04:02.9;-8.289-08:17:20.4;10.66;2.6+/-0.4;2.77511;271.193;-8.372;10.66;swift
151022A;1445515592.0;349.22323:16:53.5;55.81255:48:43.2;116.7;11+/-2;1.39621;349.456;56.37;116.7;swift
151021A;1445383752.0;337.64722:30:35.3;-33.189-33:11:20.4;110.2;280+/-10;1.96079;337.872;-33.521;110.2;swift
151006A;1444118101.0;147.42609:49:42.2;70.50870:30:28.8;203.9;69+/-2;2.06783;147.524;71.213;203.9;swift
151004A;1443974944.0;213.61314:14:27.1;-64.956-64:57:21.6;128.40;10+/-1;;213.755;-65.606;128.40;swift
151001B;1443716976.0;336.97422:27:53.8;64.63764:38:13.2;109;14+/-2;2.22291;337.199;65.283;109;swift
151001A;1443704662.0;233.72215:34:53.3;10.98410:59:02.4;8.94;6.7+/-0.5;1.78616;233.878;11.094;8.94;swift
150925A;1443146968.0;227.53815:10:09.1;-19.640-19:38:24;121;14+/-2;1.87602;227.69;-19.836;121;swift
150915A;1442344704.0;319.67521:18:42;-34.874-34:52:26.4;164.7;8.0+/-1.8;1.79;319.888;-35.223;164.7;swift
150911A;1441989621.0;67.42804:29:42.7;5.73105:43:51.6;7.2;21+/-1;1.98783;67.473;5.788;7.2;swift
150910A;1441868688.0;5.67700:22:42.5;33.46633:27:57.6;112.2;48+/-4;1.78547;5.681;33.801;112.2;swift
150907B;1441661187.0;255.26517:01:03.6;-63.798-63:47:52.8;62.0;11+/-2;2.01799;255.435;-64.436;62.0;swift
150907A;1441634450.0;224.84514:59:22.8;-47.592-47:35:31.2;;;;224.995;-48.068;;swift
150902A;1441208139.0;214.92614:19:42.2;-69.361-69:21:39.6;;;2.12899;215.069;-70.055;;swift
150901A;1441113995.0;183.60912:14:26.2;25.07625:04:33.6;64.0;4.5+/-1.3;;183.731;25.327;64.0;swift
150831B;1441052367.0;271.03018:04:07.2;-27.243-27:14:34.8;6.2;14+/-2;2.75802;271.211;-27.515;6.2;swift
150831A;1441010052.0;221.03414:44:08.2;-25.619-25:37:08.4;1.15;3.8+/-0.3;1.6358;221.181;-25.875;1.15;swift
150821A;1440143040.0;341.91322:47:39.1;-57.883-57:52:58.8;172.1;7.9+/-1.9;2.21622;342.141;-58.462;172.1;swift
150819A;1439938208.0;42.34002:49:21.6;9.78709:47:13.2;52.1;4.8+/-0.9;1.44545;42.368;9.885;52.1;swift
150818A;1439890592.0;230.34015:21:21.6;68.34268:20:31.2;123.3;41+/-2;1.9776;230.494;69.025;123.3;swift
150817A;1439769913.0;249.63516:38:32.4;-12.050-12:03:00;38.8;59+/-1;1.76185;249.801;-12.171;38.8;swift
150811A;1439258769.0;291.34719:25:23.3;-15.434-15:26:02.4;34.00;4.9+/-0.8;2.06721;291.541;-15.588;34.00;swift
150801B;1438461708.0;82.96105:31:50.6;-5.374-05:22:26.4;426;31+/-2;1.83096;83.016;-5.428;426;swift
150728A;1438080671.0;292.27119:29:05;33.90633:54:21.6;0.83;0.33+/-0.1;;292.466;34.245;0.83;swift
150727A;1438016522.0;203.96813:35:52.3;-18.320-18:19:12;88;37+/-2;1.79253;204.104;-18.503;88;swift
150724B;1437756336.0;351.9223:27:40.8;3.6703:40:12;;;2.78265;352.155;3.707;;swift
150724A;1437709595.0;97.54906:30:11.8;-19.147-19:08:49.2;280;22+/-2;2.12511;97.614;-19.338;280;swift
150722A;1437551873.0;218.29714:33:11.3;-35.196-35:11:45.6;67;6.1+/-0.9;2.08947;218.443;-35.548;67;swift
150720A;1437393729.0;119.57707:58:18.5;-28.281-28:16:51.6;151;5.6+/-1.0;3.16;119.657;-28.564;151;swift
150716A;1437023203.0;278.48118:33:55.4;-12.978-12:58:40.8;44;15+/-1;2.40101;278.667;-13.108;44;swift
150711A;1436631783.0;221.62414:46:29.8;-35.464-35:27:50.4;64.2;43+/-2;2.19738;221.772;-35.819;64.2;swift
150710B;1436508335.0;83.19105:32:45.8;-46.960-46:57:36;15;3.5+/-0.1;1.28691;83.246;-47.43;15;swift
150710A;1436480882.0;194.48412:57:56.2;14.30914:18:32.4;0.15;0.71+/-0.09;;194.614;14.452;0.15;swift
150627A;1435371803.0;117.4907:49:57.6;-51.56-51:33:36;;;1.99;117.568;-52.076;;swift
150626B;1435342972.0;187.62712:30:30.5;66.79466:47:38.4;48.0;10+/-1;1.99;187.752;67.462;48.0;swift
150626A;1435277569.0;111.35307:25:24.7;-37.803-37:48:10.8;144;18+/-2;2.06;111.427;-38.181;144;swift
150622A;1434961423.0;252.02816:48:06.7;-52.768-52:46:04.8;;;;252.196;-53.296;;swift
150616A;1434487759.0;314.71320:58:51.1;-53.403-53:24:10.8;599.5;190+/-10;2.16707;314.923;-53.937;599.5;swift
150615A;1434336147.0;107.55407:10:13;-22.466-22:27:57.6;27.6;5.5+/-0.7;2.47862;107.626;-22.691;27.6;swift
150608A;1433756810.0;13.38900:53:33.4;-0.213-00:12:46.8;;;1.78207;13.398;-0.215;;swift
150607A;1433656509.0;140.01509:20:03.6;68.43668:26:09.6;26.3;23+/-2;1.81752;140.108;69.12;26.3;swift
150530B;1432985318.0;7.49600:29:59;44.29044:17:24;;1.25+/-0.2;;7.501;44.733;;swift
150530A;1432978938.0;327.51121:50:02.6;57.51957:31:08.4;6.62;18+/-1;1.81811;327.729;58.094;6.62;swift
150527A;1432702135.0;288.96219:15:50.9;4.19504:11:42;112;31+/-2;1.97827;289.155;4.237;112;swift
150523A;1432366188.0;121.208:04:48;-37.3-37:18:00;;;1.81905;121.281;-37.673;;swift
150518A;1431978134.0;234.34215:37:22.1;16.30716:18:25.2;;;3.6223;234.498;16.47;;swift
150514A;1431621305.0;74.8504:59:24;-60.91-60:54:36;;;1.93725;74.9;-61.519;;swift
150513A;1431541879.0;49.04403:16:10.6;-22.868-22:52:04.8;162;54+/-2;;49.077;-23.097;162;swift
150430A;1430346088.0;326.48121:45:55.4;-27.919-27:55:08.4;107.1;69+/-5;2.10253;326.699;-28.198;107.1;swift
150428B;1430183523.0;292.66119:30:38.6;4.11404:06:50.4;130.9;37+/-3;1.90578;292.856;4.155;130.9;swift
150428A;1430177440.0;188.53912:34:09.4;6.96706:58:01.2;53.2;63+/-3;2.01234;188.665;7.037;53.2;swift
150424A;1429854177.0;152.30510:09:13.2;-26.646-26:38:45.6;91;15+/-1;1.98937;152.407;-26.912;91;swift
150423A;1429763284.0;221.60114:46:24.2;12.26412:15:50.4;0.22;0.63+/-0.10;1.53257;221.749;12.387;0.22;swift
150413A;1428926098.0;190.39612:41:35;71.83971:50:20.4;263.6;43+/-4;;190.523;72.557;263.6;swift
150407A;1428359470.0;216.60314:26:24.7;38.54138:32:27.6;;;;216.747;38.926;;swift
150403A;1428090856.0;311.50520:46:01.2;-62.706-62:42:21.6;40.90;170+/-3;1.70996;311.713;-63.333;40.90;swift
150402A;1427927866.0;173.65811:34:37.9;40.99240:59:31.2;14;;;173.774;41.402;14;swift
150323C;1427126721.0;192.62512:50:30;50.16550:09:54;159.4;13+/-3;2.49524;192.753;50.667;159.4;swift
150323B;1427099318.0;260.44717:21:47.3;38.31638:18:57.6;~60;;;260.621;38.699;~60;swift
150323A;1427075354.0;128.17308:32:41.5;45.44245:26:31.2;149.6;61+/-2;2.0639;128.258;45.896;149.6;swift
150318A;1426658693.0;324.99021:39:57.6;-61.461-61:27:39.6;83.88;25+/-2;1.9572;325.207;-62.076;83.88;swift
150317A;1426562562.0;138.99509:15:58.8;55.47755:28:37.2;23.29;6.5+/-0.6;2.31504;139.088;56.032;23.29;swift
150314A;1426305316.0;126.66108:26:38.6;63.83963:50:20.4;14.79;220+/-3;1.84772;126.745;64.477;14.79;swift
150309A;1425938586.0;277.00418:28:01;86.41786:25:01.2;242;170;1.91419;277.189;87.281;242;swift
150305A;1425545359.0;269.768517:59:04.4;-42.6481-42:38:53.2;;;;269.948;-43.075;;swift
150302A;1425271356.0;175.51511:42:03.6;36.85236:51:07.2;23.74;2.6+/-0.6;2.25118;175.632;37.221;23.74;swift
150301B;1425235084.0;89.15905:56:38.2;-57.969-57:58:08.4;12.44;18+/-1;1.80944;89.218;-58.549;12.44;swift
150301A;1425168268.0;244.28116:17:07.4;-48.732-48:43:55.2;0.48;0.74+/-0.10;1.70969;244.444;-49.219;0.48;swift
150222A;1424620600.0;198.78713:15:08.9;-12.151-12:09:03.6;15.90;22+/-1;2.35;198.92;-12.273;15.90;swift
150219A;1424345474.0;271.266418:05:03.9;-41.5849-41:35:05.6;;;1.8;271.447;-42.001;;swift
150213B;1423863090.0;253.44816:53:47.5;34.16534:09:54;181;30+/-4;1.68919;253.617;34.507;181;swift
150212A;1423735039.0;285.49719:01:59.3;47.38947:23:20.4;11.4;8.9+/-0.6;2.28118;285.687;47.863;11.4;swift
150211A;1423651931.0;254.84616:59:23;55.39055:23:24;13.6;;1.85187;255.016;55.944;13.6;swift
150206A;1423229402.0;10.07600:40:18.2;-63.181-63:10:51.6;83.2;139+/-3;1.82177;10.083;-63.813;83.2;swift
150204A;1423027868.0;160.24110:40:57.8;-64.043-64:02:34.8;12;8.0+/-0.4;;160.348;-64.683;12;swift
150203A;1422932947.0;98.39406:33:34.6;6.95206:57:07.2;25.8;9.1+/-0.6;2.07334;98.46;7.022;25.8;swift
150202B;1422917948.0;86.605:46:24;59.159:06:00;;;2.26501;86.658;59.691;;swift
150202A;1422915002.0;39.26102:37:02.6;-33.132-33:07:55.2;25.7;6.1+/-0.7;2.0046;39.287;-33.463;25.7;swift
150201A;1422794819.0;11.82000:47:16.8;-37.620-37:37:12;26.1;7.8+/-1.2;2.28731;11.828;-37.996;26.1;swift
150120B;1421734915.0;39.30902:37:14.2;8.06408:03:50.4;24.30;5.4+/-0.8;2.01678;39.335;8.145;24.30;swift
150120A;1421719066.0;10.33000:41:19.2;33.98033:58:48;1.20;1.4+/-0.2;2.0;10.337;34.32;1.20;swift
150110B;1420924110.0;289.37419:17:29.8;32.52932:31:44.4;10.6;4.9+/-0.4;2.23251;289.567;32.854;10.6;swift
150103A;1420311738.0;131.67408:46:41.8;-48.896-48:53:45.6;49.1;8.2+/-1.3;1.81749;131.762;-49.385;49.1;swift
150101B;1420122180.0;188.04412:32:10.6;-10.956-10:57:21.6;0.018;0.23+/-0.06;2.30384;188.169;-11.066;0.018;swift
150101A;1420090133.0;312.59920:50:23.8;36.66936:40:08.4;0.060;0.23+/-0.05;;312.807;37.036;0.060;swift
141229A;1419850142.0;;;7;15+/-3;;;;7;swift
141225A;1419544867.0;138.75409:15:01;33.77433:46:26.4;40.24;25+/-2;1.67237;138.847;34.112;40.24;swift
141221A;1419145630.0;198.28313:13:07.9;8.19708:11:49.2;36.9;21+/-1;2.22288;198.415;8.279;36.9;swift
141220A;1419051772.0;195.05813:00:13.9;32.14632:08:45.6;7.21;26+/-1;1.80565;195.188;32.467;7.21;swift
141215A;1418646376.0;179.05611:56:13.4;-52.745-52:44:42;;;1.56027;179.175;-53.272;;swift
141212B;1418387028.0;250.86616:43:27.8;31.74931:44:56.4;10.5;12+/-1;2.17719;251.033;32.066;10.5;swift
141212A;1418382841.0;39.16702:36:40.1;18.16318:09:46.8;0.30;0.72+/-0.12;1.95822;39.193;18.345;0.30;swift
141207A;1417975881.0;159.9910:39:57.6;3.9103:54:36;;;2.1;160.097;3.949;;swift
141205A;1417763117.0;92.85906:11:26.2;37.87637:52:33.6;1.1;1.2+/-0.3;;92.921;38.255;1.1;swift
141130A;1417385456.0;222.80414:51:13;47.32347:19:22.8;62.9;28+/-1;2.15274;222.953;47.796;62.9;swift
141121A;1416538243.0;122.66508:10:39.6;22.20622:12:21.6;549.9;53+/-4;1.93447;122.747;22.428;549.9;swift
141109B;1415515659.0;222.45314:49:48.7;73.14173:08:27.6;54.2;6.3+/-0.9;1.95675;222.601;73.872;54.2;swift
141109A;1415508595.0;144.56309:38:15.1;-0.581-00:34:51.6;200;68+/-3;1.95256;144.659;-0.587;200;swift
141102A;1414929100.0;208.61413:54:27.4;-47.100-47:06:00;2.5;;;208.753;-47.571;2.5;swift
141031B;1414763805.0;356.88323:47:31.9;41.35541:21:18;16.0;2.5+/-0.5;1.82922;357.121;41.769;16.0;swift
141031A;1414736306.0;128.63208:34:31.7;-59.160-59:09:36;920;29+/-5;1.43075;128.718;-59.752;920;swift
141028A;1414490086.0;322.7021:30:48;-0.28-00:16:48;;;2.42064;322.915;-0.283;;swift
141026A;1414283811.0;44.04902:56:11.8;26.92526:55:30;146;13+/-1;1.91933;44.078;27.194;146;swift
141022A;1413934062.0;241.93016:07:43.2;-72.152-72:09:07.2;8.72;4.8+/-0.7;2.53886;242.091;-72.874;8.72;swift
141020A;1413784119.0;225.05415:00:13;55.32855:19:40.8;15.55;4.6+/-0.6;1.81334;225.204;55.881;15.55;swift
141017A;1413563128.0;93.60106:14:24.2;-58.596-58:35:45.6;55.7;31+/-1;2.01954;93.663;-59.182;55.7;swift
141015A;1413357179.0;87.53505:50:08.4;18.37018:22:12;11.0;1.6+/-0.4;1.37697;87.593;18.554;11.0;swift
141005A;1412478786.0;291.10319:24:24.7;36.09836:05:52.8;4.34;11+/-1;2.02777;291.297;36.459;4.34;swift
141004A;1412457654.0;76.72105:06:53;12.82812:49:40.8;3.92;6.7+/-0.3;1.79496;76.772;12.956;3.92;swift
140930B;1412098902.0;6.36000:25:26.4;24.29824:17:52.8;0.84;4.2+/-0.4;1.71494;6.364;24.541;0.84;swift
140928A;1411892993.0;43.8102:55:14.4;-56.08 -56:04:48;;;1.82676;43.839;-56.641;;swift
140927A;1411787711.0;291.80219:27:12.5;-65.400-65:24:00;6.26;2.7+/-0.5;1.83323;291.997;-66.054;6.26;swift
140919A;1411132515.0;221.54014:46:09.6;-32.153-32:09:10.8;151.3;59+/-4;2.04812;221.688;-32.475;151.3;swift
140916A;1410857027.0;40.38402:41:32.2;-39.688-39:41:16.8;80.1;17+/-3;2.06379;40.411;-40.085;80.1;swift
140909A;1410238611.0;193.63812:54:33.1;63.49463:29:38.4;;;;193.767;64.129;;swift
140907A;1410098828.0;48.13303:12:31.9;46.59646:35:45.6;79.2;43+/-2;2.00735;48.165;47.062;79.2;swift
140903A;1409749230.0;238.02115:52:05;27.60827:36:28.8;0.30;1.4+/-0.1;1.63218;238.18;27.884;0.30;swift
140901B;1409545044.0;112.18407:28:44.2;-29.209-29:12:32.4;10;9.5+/-1.3;;112.259;-29.501;10;swift
140828A;1409201654.0;142.02909:28:07;14.56914:34:08.4;18.8;13+/-1;;142.124;14.715;18.8;swift
140824B;1408883592.0;;;;;;;;;swift
140824A;1408862428.0;206.62713:46:30.5;33.28533:17:06;3.09;1.9+/-0.2;1.87687;206.765;33.618;3.09;swift
140818B;1408380256.0;271.16818:04:40.3;-1.354-01:21:14.4;18.1;5.4+/-0.8;2.29134;271.349;-1.368;18.1;swift
140818A;1408332688.0;199.55413:18:13;6.88806:53:16.8;;;2.11439;199.687;6.957;;swift
140817A;1408251721.0;127.24408:28:58.6;58.19158:11:27.6;244;46+/-2;1.83757;127.329;58.773;244;swift
140809A;1407546670.0;;;;;;;;;swift
140808A;1407452040.0;;;;;1.95885;;;;swift
140801A;1406912393.0;;;;;1.75397;;;;swift
140730A;1406742231.0;56.35003:45:24;-66.580-66:34:48;41.3;2.8+/-0.5;1.96098;56.388;-67.246;41.3;swift
140719B;1405795775.0;39.73102:38:55.4;-2.384-02:23:02.4;53.0;13+/-1;;39.757;-2.408;53.0;swift
140719A;1405742035.0;171.57111:26:17;-50.115-50:06:54;48;4.3+/-0.8;2.13988;171.685;-50.616;48;swift
140716A;1405499277.0;108.13307:12:31.9;-60.150-60:09:00;104;59+/-12;1.58392;108.205;-60.752;104;swift
140713A;1405269825.0;281.14118:44:33.8;59.62359:37:22.8;5.30;3.7+/-0.3;1.75082;281.328;60.219;5.30;swift
140710A;1404980200.0;41.08802:44:21.1;35.49935:29:56.4;3.52;2.3+/-0.3;1.99391;41.115;35.854;3.52;swift
140709B;1404911745.0;146.04009:44:09.6;63.53663:32:09.6;155.0;42+/-2;2.0476;146.137;64.171;155.0;swift
140709A;1404861221.0;304.66620:18:39.8;51.22251:13:19.2;98.6;53+/-2;1.88959;304.869;51.734;98.6;swift
140706A;1404668013.0;49.26903:17:04.6;-38.058-38:03:28.8;48.3;20+/-1;1.8367;49.302;-38.439;48.3;swift
140703A;1404340637.0;13.01000:52:02.4;45.10245:06:07.2;67.1;39+/-3;1.82756;13.019;45.553;67.1;swift
140629A;1404044250.0;249.01716:36:04.1;41.89741:53:49.2;42.0;24+/-2;1.95996;249.183;42.316;42.0;swift
140628A;1403955337.0;40.67202:42:41.3;-0.378-00:22:40.8;10.5;13+/-1;1.88173;40.699;-0.382;10.5;swift
140626A;1403735581.0;77.16305:08:39.1;-82.625-82:37:30;16.4;3.6+/-0.5;2.00951;77.214;-83.451;16.4;swift
140623A;1403493726.0;202.813:31:12;75.875:48:00;;;;202.935;76.558;;swift
140622A;1403422564.0;317.15321:08:36.7;-14.412-14:24:43.2;0.13;0.27+/-0.05;1.5546;317.364;-14.556;0.13;swift
140620A;1403234128.0;27818:31:60;4343:00:00;;;2.03654;278.185;43.43;;swift
140619A;1403170715.0;27.09601:48:23;-39.249-39:14:56.4;233.9;210+/-4;2.12221;27.114;-39.641;233.9;swift
140614C;1402769216.0;147.42309:49:41.5;71.94571:56:42;;1.6+/-0.5;;147.521;72.664;;swift
140614B;1402720691.0;322.63621:30:32.6;14.89514:53:42;49.8;5.5+/-1.0;1.45936;322.851;15.044;49.8;swift
140614A;1402700699.0;231.17115:24:41;-79.110-79:06:36;720;13+/-4;1.77015;231.325;-79.901;720;swift
140611A;1402451464.0;349.93923:19:45.4;-40.111-40:06:39.6;1.9;;;350.172;-40.512;1.9;swift
140610A;1402410689.0;286.26119:05:02.6;3.89903:53:56.4;;;2.25171;286.452;3.938;;swift
140607A;1402154011.0;86.37305:45:29.5;18.90418:54:14.4;109.9;22+/-3;;86.431;19.093;109.9;swift
140606B;1402017111.0;327.921:51:36;33.733:42:00;;;1.91703;328.119;34.037;;swift
140606A;1402045093.0;201.79913:27:11.8;37.59937:35:56.4;0.34;0.51+/-0.10;;201.934;37.975;0.34;swift
140529A;1401348486.0;228.81015:15:14.4;-41.042-41:02:31.2;4.5;22+/-1;;228.963;-41.452;4.5;swift
140521A;1400686458.0;320.17721:20:42.5;67.58767:35:13.2;9.88;9.5+/-0.6;;320.39;68.263;9.88;swift
140518A;1400397466.0;227.23115:08:55.4;42.39642:23:45.6;60.5;10+/-1;1.93772;227.382;42.82;60.5;swift
140516A;1400265054.0;252.97216:51:53.3;39.95839:57:28.8;0.19;0.23+/-0.06;2.16355;253.141;40.358;0.19;swift
140515A;1400137956.0;186.07112:24:17;15.09915:05:56.4;23.4;5.9+/-0.6;1.78553;186.195;15.25;23.4;swift
140512A;1399915909.0;289.36619:17:27.8;-15.087-15:05:13.2;154.8;140+/-3;1.84304;289.559;-15.238;154.8;swift
140509A;1399594933.0;46.56403:06:15.4;-62.662-62:39:43.2;23.20;12+/-2;1.93407;46.595;-63.289;23.20;swift
140508A;1399511034.0;250.116:40:24;44.444:24:00;;;1.98263;250.267;44.844;;swift
140506A;1399403256.0;276.80618:27:13.4;-55.556-55:33:21.6;111.1;28+/-3;1.74751;276.991;-56.112;111.1;swift
140502A;1399012220.0;319.17221:16:41.3;48.97548:58:30;16.9;6.7+/-0.5;1.71107;319.385;49.465;16.9;swift
140430A;1398882816.0;102.94206:51:46.1;23.03323:01:58.8;173.6;11+/-2;2.15785;103.011;23.263;173.6;swift
140428A;1398717650.0;194.36512:57:27.6;28.33128:19:51.6;17.42;3.4+/-0.6;2.9965;194.495;28.614;17.42;swift
140423A;1398234713.0;197.27613:09:06.2;49.83849:50:16.8;134;94+/-3;2.06486;197.408;50.336;134;swift
140419A;1397873211.0;127.00108:28:00.2;46.23446:14:02.4;94.7;160;1.87322;127.086;46.696;94.7;swift
140414A;1397448389.0;195.31013:01:14.4;56.90256:54:07.2;0.7;1.22+/-0.10;;195.44;57.471;0.7;swift
140413A;1397340580.0;65.43904:21:45.4;-51.188-51:11:16.8;139.6;94+/-5;2.32167;65.483;-51.7;139.6;swift
140412A;1397334049.0;145.03209:40:07.7;-65.826-65:49:33.6;39.6;7.2+/-0.8;3.18339;145.129;-66.484;39.6;swift
140408A;1396955754.0;290.72319:22:53.5;-12.585-12:35:06;4.00;3.1+/-0.5;2.5326;290.917;-12.711;4.00;swift
140402A;1396390206.0;207.59213:50:22.1;5.97105:58:15.6;0.031;0.38+/-0.12;;207.73;6.031;0.031;swift
140331A;1396237788.0;134.86008:59:26.4;2.75502:45:18;209;6.7+/-1.3;1.90533;134.95;2.783;209;swift
140323A;1395566591.0;356.97523:47:54;-79.916-79:54:57.6;104.9;160;1.97013;357.213;-80.715;104.9;swift
140320C;1395317840.0;134.417508:57:40.2;71.200271:12:00.7;;;1.29673;134.507;71.912;;swift
140320B;1395303960.0;145.540909:42:09.8;60.279460:16:45.8;;;2.27832;145.638;60.882;;swift
140320A;1395277965.0;281.84318:47:22.3;-11.188-11:11:16.8;0.45;0.49+/-0.10;;282.031;-11.3;0.45;swift
140318A;1395097747.0;184.04912:16:11.8;20.22520:13:30;8.43;2.9+/-0.5;2.30719;184.172;20.427;8.43;swift
140311B;1394568869.0;252.33316:49:19.9;52.73352:43:58.8;70;;1.68422;252.501;53.26;70;swift
140311A;1394568316.0;209.29313:57:10.3;0.60700:36:25.2;71.4;23+/-3;1.62664;209.433;0.613;71.4;swift
140305A;1394028020.0;344.49722:57:59.3;15.44815:26:52.8;13.7;4.7+/-0.7;;344.727;15.602;13.7;swift
140304A;1393935751.0;30.65302:02:36.7;33.48033:28:48;15.6;12+/-1;2.01927;30.673;33.815;15.6;swift
140302A;1393744378.0;253.86216:55:26.9;-12.875-12:52:30;87.5;27+/-1;1.28362;254.031;-13.004;87.5;swift
140301A;1393683889.0;69.52104:38:05;-34.249-34:14:56.4;31.0;4.4+/-0.8;2.42752;69.567;-34.591;31.0;swift
140226A;1393406280.0;221.49214:45:58.1;14.99314:59:34.8;;;2.15061;221.64;15.143;;swift
140215A;1392433630.0;104.12906:56:31;41.78741:47:13.2;84.2;78+/-3;1.97861;104.198;42.205;84.2;swift
140213A;1392315697.0;105.16607:00:39.8;-73.136-73:08:09.6;60.0;120;1.96657;105.236;-73.867;60.0;swift
140211A;1392117783.0;124.23308:16:55.9;20.23720:14:13.2;89.4;18+/-1;;124.316;20.439;89.4;swift
140209A;1391927457.0;81.32805:25:18.7;32.48832:29:16.8;21.3;41+/-2;2.66282;81.382;32.813;21.3;swift
140206A;1391667440.0;145.32109:41:17;66.76266:45:43.2;93.6;160+/-3;1.88134;145.418;67.43;93.6;swift
140129B;1390996269.0;326.76421:47:03.4;26.21526:12:54;1.36;0.71+/-0.14;2.11562;326.982;26.477;1.36;swift
140129A;1390962239.0;37.85102:31:24.2;-1.594-01:35:38.4;2.99;1.3+/-0.3;1.94213;37.876;-1.61;2.99;swift
